progressivo;anno;provenienza;"Comuni";"Gen Arrivi";"Feb Arrivi";"Mar Arrivi";"Apr Arrivi";"Mag Arrivi";"Giu Arrivi";"Lug Arrivi";"Ago Arrivi";"Set Arrivi";"Ott Arrivi";"Nov Arrivi";"Dic Arrivi";"Totale arrivi"
41;2022;Italiani + stranieri;23073 - San Martino Buon Albergo;1663;1831;2703;4522;4825;4882;6610;6376;5922;5570;3645;2937;51486
42;2022;Italiani + stranieri;23074 - San Mauro di Saline;12;14;22;36;11;37;50;65;25;14;0;0;286
43;2022;Italiani + stranieri;23076 - San Pietro in Cariano;675;824;1072;2602;2561;3122;4054;4298;3878;2868;1588;1501;29043
44;2022;Italiani + stranieri;23077 - Sant'Ambrogio di Valpolicella;226;325;428;1109;1123;1378;1715;1961;1326;947;465;407;11410
45;2022;Italiani + stranieri;23079 - San Zeno di Montagna;62;140;804;5074;5990;7840;10113;12077;8229;4998;809;458;56594
46;2022;Italiani + stranieri;23081 - Soave;427;426;990;1448;1754;2158;1835;3336;3465;3240;2096;1237;22412
47;2022;Italiani + stranieri;23082 - Sommacampagna;1922;2292;3008;3942;4179;4893;6014;5518;5668;5003;3580;3838;49857
48;2022;Italiani + stranieri;23084 - Sorgà;23;23;67;96;75;79;121;72;71;14;38;12;691
49;2022;Italiani + stranieri;23086 - Torri del Benaco;121;167;862;8421;10000;15460;17280;17633;14387;6849;554;542;92276
50;2022;Italiani + stranieri;23087 - Tregnago;139;243;288;546;411;473;625;740;599;640;350;283;5337
51;2022;Italiani + stranieri;23089 - Valeggio sul Mincio;1392;1837;2660;7098;9218;17472;17263;17739;9150;4406;2069;2410;92714
52;2022;Italiani + stranieri;23090 - Velo Veronese;87;51;91;141;183;398;676;759;263;207;96;157;3109
53;2022;Italiani + stranieri;23091 - Verona;36439;47682;63770;110046;112899;112190;151913;151755;138604;127714;84732;90618;1228362
54;2022;Italiani + stranieri;23093 - Vestenanova;14;4;14;46;47;27;62;118;104;4;1;6;447
55;2022;Italiani + stranieri;23094 - Vigasio;764;813;1380;1834;1654;2093;2317;2751;2285;1821;1327;1341;20380
56;2022;Italiani + stranieri;23095 - Villa Bartolomea;262;472;539;814;772;814;852;377;1029;843;567;562;7903
57;2022;Italiani + stranieri;23096 - Villafranca di Verona;3738;5051;8309;13392;14863;16840;19456;19186;17995;17338;10254;8605;155027
58;2022;Italiani + stranieri;23097 - Zevio;257;316;411;845;808;845;1092;942;1015;895;647;628;8701
59;2022;Italiani + stranieri;24001 - Agugliaro;17;37;64;85;57;96;73;111;106;144;76;36;902
60;2022;Italiani + stranieri;24004 - Altavilla Vicentina;1126;1462;1523;2187;2253;2535;2455;2345;3096;2858;2240;1964;26044
61;2022;Italiani + stranieri;24005 - Altissimo;36;43;53;58;59;80;80;63;80;70;66;38;726
62;2022;Italiani + stranieri;24006 - Arcugnano;87;178;352;765;859;1227;1424;1512;1275;1110;398;560;9747
63;2022;Italiani + stranieri;24007 - Arsiero;161;147;138;157;195;336;363;463;355;250;200;295;3060
64;2022;Italiani + stranieri;24008 - Arzignano;103;136;192;154;191;142;221;92;265;198;180;180;2054
65;2022;Italiani + stranieri;24009 - Asiago;7114;5792;2631;2824;2770;6279;10209;9619;6298;4559;1747;7100;66942
66;2022;Italiani + stranieri;24012 - Bassano del Grappa;2217;3171;4217;6404;7100;7754;7281;7856;8671;7798;4717;5314;72500
67;2022;Italiani + stranieri;24013 - Bolzano Vicentino;339;426;617;828;726;742;682;727;832;774;535;559;7787
68;2022;Italiani + stranieri;24014 - Breganze;59;58;99;100;155;137;78;21;82;162;119;96;1166
69;2022;Italiani + stranieri;24017 - Brogliano;61;81;141;134;151;147;178;90;184;136;171;79;1553
70;2022;Italiani + stranieri;24020 - Calvene;6;17;14;10;27;29;33;46;36;32;14;24;288
71;2022;Italiani + stranieri;24021 - Camisano Vicentino;2;8;16;21;23;10;23;8;10;20;11;9;161
72;2022;Italiani + stranieri;24026 - Cassola;831;1136;1262;1518;1323;1252;1159;1237;1685;1564;1281;1368;15616
73;2022;Italiani + stranieri;24027 - Castegnero;47;69;140;203;180;252;256;293;243;272;86;145;2186
74;2022;Italiani + stranieri;24034 - Cornedo Vicentino;107;116;115;118;118;121;93;65;125;137;123;97;1335
75;2022;Italiani + stranieri;24035 - Costabissara;113;107;279;139;156;133;116;95;242;220;262;104;1966
76;2022;Italiani + stranieri;24036 - Creazzo;830;1268;1851;2499;2860;3219;3362;2863;3374;3391;2626;2873;31016
77;2022;Italiani + stranieri;24038 - Dueville;9;32;103;100;107;132;120;168;169;171;123;121;1355
78;2022;Italiani + stranieri;24039 - Enego;88;79;27;9;0;94;253;254;43;25;6;94;972
79;2022;Italiani + stranieri;24040 - Fara Vicentino;82;69;83;204;183;165;223;232;267;235;162;71;1976
80;2022;Italiani + stranieri;24041 - Foza;49;10;5;15;8;36;200;136;17;22;7;76;581
81;2022;Italiani + stranieri;24042 - Gallio;1286;1023;476;546;297;1033;1869;1773;1050;626;189;1176;11344
82;2022;Italiani + stranieri;24046 - Grisignano di Zocco;256;307;534;646;656;752;677;531;921;1029;805;545;7659
83;2022;Italiani + stranieri;24047 - Grumolo delle Abbadesse;616;763;1123;1232;1159;1215;1025;484;1042;3;1005;901;10568
84;2022;Italiani + stranieri;24048 - Isola Vicentina;21;20;60;37;48;43;35;47;67;45;62;36;521
85;2022;Italiani + stranieri;24052 - Lonigo;526;557;972;946;1123;1031;1039;619;1327;1292;937;563;10932
86;2022;Italiani + stranieri;24053 - Lugo di Vicenza;22;15;18;97;93;113;109;133;51;173;40;113;977
87;2022;Italiani + stranieri;24055 - Malo;430;524;676;642;827;712;734;566;834;911;725;629;8210
88;2022;Italiani + stranieri;24056 - Marano Vicentino;80;96;83;93;130;101;120;69;111;107;106;72;1168
89;2022;Italiani + stranieri;24057 - Marostica;207;269;453;551;669;571;835;456;956;844;555;515;6881
90;2022;Italiani + stranieri;24060 - Montebello Vicentino;328;405;555;676;623;605;773;964;702;720;617;476;7444
91;2022;Italiani + stranieri;24061 - Montecchio Maggiore;1760;1971;2521;3627;3786;3652;3885;3828;3937;4714;2724;2856;39261
92;2022;Italiani + stranieri;24062 - Montecchio Precalcino;1;3;3;1;2;1;3;6;0;2;4;4;30
93;2022;Italiani + stranieri;24064 - Montegalda;54;66;131;176;182;190;209;250;207;173;67;65;1770
94;2022;Italiani + stranieri;24065 - Montegaldella;9;27;49;65;69;75;120;94;62;68;15;28;681
95;2022;Italiani + stranieri;24067 - Monticello Conte Otto;101;87;118;134;92;142;151;154;189;150;101;77;1496
96;2022;Italiani + stranieri;24074 - Noventa Vicentina;173;212;321;345;338;333;343;332;418;340;312;323;3790
97;2022;Italiani + stranieri;24080 - Posina;25;4;33;21;48;80;457;265;206;58;2;70;1269
98;2022;Italiani + stranieri;24081 - Pove del Grappa;118;120;141;173;202;271;236;253;383;436;266;232;2831
99;2022;Italiani + stranieri;24083 - Quinto Vicentino;41;37;51;60;71;58;50;44;86;67;76;55;696
100;2022;Italiani + stranieri;24084 - Recoaro Terme;151;187;221;222;351;428;740;724;492;493;161;330;4500
101;2022;Italiani + stranieri;24085 - Roana;2374;1721;740;666;363;1684;3702;3893;1630;892;181;2335;20181
102;2022;Italiani + stranieri;24086 - Romano d'Ezzelino;147;96;94;103;115;98;171;171;161;172;84;112;1524
103;2022;Italiani + stranieri;24087 - Rosà;121;144;200;279;198;225;217;244;220;251;171;153;2423
104;2022;Italiani + stranieri;24089 - Rotzo;138;96;86;43;60;60;142;201;44;69;56;153;1148
105;2022;Italiani + stranieri;24095 - Santorso;93;118;176;139;191;166;178;137;267;196;184;165;2010
106;2022;Italiani + stranieri;24097 - Sarcedo;27;41;42;51;61;75;63;105;96;92;73;72;798
107;2022;Italiani + stranieri;24098 - Sarego;48;62;103;150;128;128;133;157;140;140;121;85;1395
108;2022;Italiani + stranieri;24100 - Schio;1074;1331;1970;2285;2316;2953;3166;2949;3190;2740;2421;1783;28178
109;2022;Italiani + stranieri;24104 - Tezze sul Brenta;359;582;721;803;746;904;1044;1024;1137;1006;680;687;9693
110;2022;Italiani + stranieri;24105 - Thiene;204;276;411;392;521;421;376;172;514;371;416;272;4346
111;2022;Italiani + stranieri;24106 - Tonezza del Cimone;195;191;169;259;449;786;1497;1105;285;160;28;499;5623
112;2022;Italiani + stranieri;24107 - Torrebelvicino;31;72;114;74;116;127;151;157;163;149;105;99;1358
113;2022;Italiani + stranieri;24108 - Torri di Quartesolo;48;66;167;235;93;227;153;129;236;190;157;100;1801
114;2022;Italiani + stranieri;24110 - Trissino;23;41;58;68;82;132;304;386;389;316;196;156;2151
115;2022;Italiani + stranieri;24111 - Valdagno;112;98;146;171;187;191;158;73;207;244;190;132;1909
116;2022;Italiani + stranieri;24115 - Velo d'Astico;1;3;4;10;13;10;25;35;5;4;4;7;121
117;2022;Italiani + stranieri;24116 - Vicenza;8008;10565;14555;18691;18732;17920;19192;18170;21628;21911;14614;13722;197708
118;2022;Italiani + stranieri;24117 - Villaga;19;14;41;103;42;82;228;148;98;55;29;29;888
119;2022;Italiani + stranieri;24118 - Villaverla;61;52;108;94;147;100;130;54;200;128;121;88;1283
120;2022;Italiani + stranieri;24121 - Zovencedo;9;1;22;18;19;16;37;33;51;25;9;8;248
121;2022;Italiani + stranieri;24122 - Zugliano;34;54;77;159;151;214;241;248;223;134;116;80;1731
122;2022;Italiani + stranieri;24125 - Valbrenta;39;94;116;118;153;139;306;379;176;113;73;106;1812
123;2022;Italiani + stranieri;24126 - Colceresa;234;264;384;546;514;497;655;534;553;387;342;387;5297
124;2022;Italiani + stranieri;24127 - Lusiana Conco;211;68;118;189;165;372;766;832;450;373;283;352;4179
125;2022;Italiani + stranieri;25001 - Agordo;263;260;272;259;347;352;884;1081;450;405;432;229;5234
126;2022;Italiani + stranieri;25002 - Alano di Piave;106;142;185;186;304;390;394;389;451;456;195;234;3432
127;2022;Italiani + stranieri;25003 - Alleghe;4674;4759;3363;423;995;3779;7405;7570;3653;653;308;3315;40897
128;2022;Italiani + stranieri;25004 - Arsié;51;33;21;267;748;2428;3258;3335;1178;147;19;36;11521
129;2022;Italiani + stranieri;25005 - Auronzo di Cadore;4129;4548;1942;1199;2103;11867;21055;19452;11665;3843;728;3409;85940
130;2022;Italiani + stranieri;25006 - Belluno;2562;2365;2866;2987;4180;5249;6472;6572;4813;4226;3204;3478;48974
131;2022;Italiani + stranieri;25007 - Borca di Cadore;894;1160;857;787;1059;1716;3334;3522;2094;1230;923;1857;19433
132;2022;Italiani + stranieri;25008 - Calalzo di Cadore;403;427;244;326;532;1209;2565;2565;1145;440;381;709;10946
133;2022;Italiani + stranieri;25010 - Cencenighe Agordino;47;86;33;57;49;76;134;179;40;36;8;10;755
134;2022;Italiani + stranieri;25011 - Cesiomaggiore;48;44;65;85;97;247;349;534;259;98;81;85;1992
135;2022;Italiani + stranieri;25012 - Chies d'Alpago;173;206;146;155;90;183;229;313;219;326;344;401;2785
136;2022;Italiani + stranieri;25013 - Cibiana di Cadore;62;146;124;41;43;293;646;677;237;133;41;149;2592
137;2022;Italiani + stranieri;25014 - Colle Santa Lucia;224;738;643;94;131;1000;1813;1999;1261;160;53;312;8428
138;2022;Italiani + stranieri;25015 - Comelico Superiore;1465;1485;717;504;289;1924;4796;4574;2281;804;277;1898;21014
139;2022;Italiani + stranieri;25016 - Cortina d'Ampezzo;21364;22862;16801;6039;8645;33743;53141;46905;34100;13439;1674;22685;281398
140;2022;Italiani + stranieri;25017 - Danta di Cadore;50;34;4;19;29;108;270;229;92;2;0;70;907
141;2022;Italiani + stranieri;25019 - Falcade;6739;6559;3080;434;479;3723;9388;9355;3559;326;247;6023;49912
142;2022;Italiani + stranieri;25021 - Feltre;695;1002;1103;1447;1869;2358;2507;2869;2544;1924;1478;1317;21113
143;2022;Italiani + stranieri;25022 - Fonzaso;51;45;57;69;84;141;123;231;125;104;70;119;1219
144;2022;Italiani + stranieri;25023 - Canale d'Agordo;473;439;219;321;229;601;1482;1340;601;301;100;672;6778
145;2022;Italiani + stranieri;25025 - Gosaldo;28;11;18;13;6;39;186;208;32;3;11;21;576
146;2022;Italiani + stranieri;25026 - Lamon;93;84;84;208;194;304;634;732;361;238;56;70;3058
147;2022;Italiani + stranieri;25029 - Limana;83;80;108;179;131;211;282;314;136;97;93;207;1921
148;2022;Italiani + stranieri;25030 - Livinallongo del Col di Lana;9304;10234;7702;1124;1229;6860;14384;13926;5445;866;146;10446;81666
149;2022;Italiani + stranieri;25032 - Lorenzago di Cadore;30;7;9;0;4;144;376;263;100;40;30;96;1099
150;2022;Italiani + stranieri;25036 - Pedavena;172;178;102;210;215;325;380;402;347;304;72;180;2887
151;2022;Italiani + stranieri;25037 - Perarolo di Cadore;84;59;21;74;76;161;371;364;152;81;46;118;1607
152;2022;Italiani + stranieri;25039 - Pieve di Cadore;676;712;473;566;732;2125;3519;3081;1618;935;352;919;15708
153;2022;Italiani + stranieri;25040 - Ponte nelle Alpi;231;325;346;278;565;732;873;1225;767;742;516;514;7114
154;2022;Italiani + stranieri;25043 - Rivamonte Agordino;21;28;6;13;20;28;66;53;30;21;13;32;331
155;2022;Italiani + stranieri;25044 - Rocca Pietore;4682;5693;3854;401;1261;3420;9844;9994;3112;277;58;3361;45957
156;2022;Italiani + stranieri;25045 - San Gregorio nelle Alpi;5;9;21;57;33;68;108;99;40;21;14;19;494
157;2022;Italiani + stranieri;25046 - San Nicolò di Comelico;207;214;107;84;131;317;504;533;363;293;35;281;3069
158;2022;Italiani + stranieri;25047 - San Pietro di Cadore;183;144;49;31;47;197;812;878;211;155;41;151;2899
159;2022;Italiani + stranieri;25048 - Santa Giustina;96;110;33;99;185;252;602;398;436;223;145;125;2704
160;2022;Italiani + stranieri;25049 - San Tomaso Agordino;19;23;9;2;8;42;78;89;41;5;0;62;378
161;2022;Italiani + stranieri;25050 - Santo Stefano di Cadore;849;705;445;418;362;1133;2346;2510;1067;478;288;960;11561
162;2022;Italiani + stranieri;25051 - San Vito di Cadore;3111;2898;1630;581;501;2995;6273;5987;3580;1178;356;2908;31998
163;2022;Italiani + stranieri;25053 - Sedico;41;118;103;92;234;120;452;476;268;122;93;170;2289
164;2022;Italiani + stranieri;25054 - Selva di Cadore;2734;2930;2134;366;233;2972;5799;5824;2369;395;147;2466;28369
165;2022;Italiani + stranieri;25055 - Seren del Grappa;9;20;30;23;34;107;243;127;71;55;25;28;772
166;2022;Italiani + stranieri;25056 - Sospirolo;30;55;33;87;65;182;255;349;207;180;91;164;1698
167;2022;Italiani + stranieri;25058 - Sovramonte;99;15;1;90;33;198;852;650;242;96;40;259;2575
168;2022;Italiani + stranieri;25059 - Taibon Agordino;133;112;115;119;157;229;942;993;703;227;134;161;4025
169;2022;Italiani + stranieri;25060 - Tambre;69;76;37;73;109;271;725;771;279;240;41;133;2824
170;2022;Italiani + stranieri;25062 - Vallada Agordina;3;5;3;1;4;8;15;31;9;1;5;16;101
171;2022;Italiani + stranieri;25063 - Valle di Cadore;606;588;364;479;592;968;1319;1451;846;570;579;723;9085
172;2022;Italiani + stranieri;25065 - Vigo di Cadore;4;61;25;15;53;488;1568;1463;425;152;4;82;4340
173;2022;Italiani + stranieri;25066 - Vodo Cadore;352;376;237;222;180;344;1064;1120;587;423;290;567;5762
174;2022;Italiani + stranieri;25067 - Voltago Agordino;69;39;40;59;88;250;450;380;178;106;120;268;2047
175;2022;Italiani + stranieri;25069 - Zoppé di Cadore;31;22;19;19;29;55;65;40;33;20;10;40;383
176;2022;Italiani + stranieri;25070 - Quero Vas;26;25;33;24;40;75;89;125;94;76;43;35;685
177;2022;Italiani + stranieri;25071 - Longarone;73;127;114;118;206;590;1142;1317;843;300;194;139;5163
178;2022;Italiani + stranieri;25072 - Alpago;124;156;99;599;1251;2828;3907;3464;1419;326;192;173;14538
179;2022;Italiani + stranieri;25073 - Val di Zoldo;4689;4841;2652;577;394;3931;10138;10140;3519;493;208;4079;45661
180;2022;Italiani + stranieri;25074 - Borgo Valbelluna;209;354;276;516;430;813;972;1295;761;660;351;525;7162
181;2022;Italiani + stranieri;26003 - Asolo;305;571;1004;1305;1593;1808;1682;1498;1837;1545;851;734;14733
182;2022;Italiani + stranieri;26004 - Borso del Grappa;863;1178;1227;1429;1403;1689;1893;2072;2002;1634;1013;871;17274
183;2022;Italiani + stranieri;26005 - Breda di Piave;203;321;434;132;221;464;608;570;528;542;285;286;4594
184;2022;Italiani + stranieri;26006 - Caerano di San Marco;193;252;341;287;436;527;342;427;539;520;380;346;4590
185;2022;Italiani + stranieri;26007 - Cappella Maggiore;2;1;2;8;6;74;74;33;35;28;1;14;278
186;2022;Italiani + stranieri;26008 - Carbonera;25;25;46;78;121;119;173;157;137;121;30;53;1085
187;2022;Italiani + stranieri;26009 - Casale sul Sile;91;186;190;357;424;529;699;629;457;405;261;272;4500
188;2022;Italiani + stranieri;26011 - Castelcucco;13;36;34;46;93;108;88;87;132;63;79;25;804
189;2022;Italiani + stranieri;26012 - Castelfranco Veneto;1590;2119;2859;2874;3553;3777;3372;2717;4261;4016;3533;2794;37465
190;2022;Italiani + stranieri;26014 - Cavaso del Tomba;113;132;206;286;402;591;371;607;689;623;206;204;4430
191;2022;Italiani + stranieri;26015 - Cessalto;148;127;111;203;238;367;577;543;398;254;150;191;3307
192;2022;Italiani + stranieri;26016 - Chiarano;66;59;126;178;165;219;289;377;213;210;98;68;2068
193;2022;Italiani + stranieri;26017 - Cimadolmo;15;13;23;27;34;26;33;32;28;50;26;26;333
194;2022;Italiani + stranieri;26018 - Cison di Valmarino;417;657;808;879;1080;1481;1158;1240;1446;1394;1040;1008;12608
195;2022;Italiani + stranieri;26019 - Codogné;306;413;666;529;558;633;568;482;576;599;518;503;6351
196;2022;Italiani + stranieri;26020 - Colle Umberto;133;174;223;287;211;288;428;261;273;304;193;196;2971
197;2022;Italiani + stranieri;26021 - Conegliano;1176;1884;2351;3231;3554;4293;3852;3838;4189;4106;2558;2512;37544
198;2022;Italiani + stranieri;26022 - Cordignano;62;91;82;164;147;147;108;127;77;79;86;74;1244
199;2022;Italiani + stranieri;26023 - Cornuda;10;26;51;62;93;119;95;25;88;65;49;46;729
200;2022;Italiani + stranieri;26026 - Farra di Soligo;93;211;345;620;743;1160;1198;1089;929;790;379;405;7962
201;2022;Italiani + stranieri;26027 - Follina;211;277;329;702;700;855;771;839;872;791;378;353;7078
202;2022;Italiani + stranieri;26028 - Fontanelle;8;4;6;14;4;24;19;20;9;26;9;10;153
203;2022;Italiani + stranieri;26029 - Fonte;1;4;9;12;38;71;64;107;90;83;21;11;511
204;2022;Italiani + stranieri;26030 - Fregona;32;39;32;133;129;218;319;397;244;284;169;134;2130
205;2022;Italiani + stranieri;26031 - Gaiarine;25;30;43;54;70;83;79;65;78;90;50;54;721
206;2022;Italiani + stranieri;26032 - Giavera del Montello;19;23;32;44;51;76;61;107;34;62;49;66;624
207;2022;Italiani + stranieri;26033 - Godega di Sant'Urbano;256;414;462;526;553;661;590;441;583;544;533;393;5956
208;2022;Italiani + stranieri;26035 - Istrana;100;127;169;184;169;242;144;92;208;240;128;121;1924
209;2022;Italiani + stranieri;26039 - Maser;129;227;295;365;344;345;328;376;395;407;335;100;3646
210;2022;Italiani + stranieri;26040 - Maserada sul Piave;132;143;163;255;307;319;375;209;290;255;178;148;2774
211;2022;Italiani + stranieri;26042 - Miane;55;45;76;144;170;276;249;345;187;203;53;121;1924
212;2022;Italiani + stranieri;26043 - Mogliano Veneto;1059;1399;1781;4914;4131;4381;6488;7311;7836;7424;4749;4625;56098
213;2022;Italiani + stranieri;26044 - Monastier di Treviso;35;32;229;33;598;1630;1677;1512;2086;1345;8;12;9197
214;2022;Italiani + stranieri;26045 - Monfumo;37;31;52;46;77;106;146;177;72;121;49;89;1003
215;2022;Italiani + stranieri;26046 - Montebelluna;477;633;850;811;1020;1117;1046;731;1168;1199;744;797;10593
216;2022;Italiani + stranieri;26051 - Oderzo;398;701;753;846;1068;1237;1182;1065;1250;1139;958;745;11342
217;2022;Italiani + stranieri;26055 - Paese;100;129;154;200;290;184;150;117;177;197;78;96;1872
218;2022;Italiani + stranieri;26057 - Pieve di Soligo;177;262;405;632;865;838;645;473;821;1073;557;589;7337
219;2022;Italiani + stranieri;26058 - Ponte di Piave;130;178;341;292;333;787;882;990;810;638;391;333;6105
220;2022;Italiani + stranieri;26059 - Ponzano Veneto;438;779;752;940;1120;1330;1309;1177;1265;1347;995;998;12450
221;2022;Italiani + stranieri;26062 - Povegliano;12;8;10;18;18;54;31;35;22;31;19;22;280
222;2022;Italiani + stranieri;26063 - Preganziol;925;1156;1511;2841;3081;4181;4481;3809;4133;3832;1713;1667;33330
223;2022;Italiani + stranieri;26064 - Quinto di Treviso;638;908;1276;1984;2428;2415;2545;2117;2593;2678;1734;1404;22720
224;2022;Italiani + stranieri;26067 - Revine Lago;158;206;212;350;415;493;665;633;569;557;231;297;4786
225;2022;Italiani + stranieri;26068 - Riese Pio X;190;181;202;244;254;231;307;182;208;241;210;237;2687
226;2022;Italiani + stranieri;26069 - Roncade;289;452;534;1130;984;858;1221;1258;1096;743;674;423;9662
227;2022;Italiani + stranieri;26070 - Salgareda;141;168;252;346;341;516;587;638;482;453;341;333;4598
228;2022;Italiani + stranieri;26072 - San Fior;13;35;36;53;43;246;163;231;413;140;79;47;1499
229;2022;Italiani + stranieri;26073 - San Pietro di Feletto;82;69;327;771;874;903;1032;1110;929;811;379;397;7684
230;2022;Italiani + stranieri;26075 - Santa Lucia di Piave;0;6;14;20;15;9;37;31;44;41;26;30;273
231;2022;Italiani + stranieri;26076 - San Vendemiano;392;538;542;538;767;805;699;607;780;729;713;686;7796
232;2022;Italiani + stranieri;26077 - San Zenone degli Ezzelini;85;104;154;199;236;293;304;362;314;267;235;181;2734
233;2022;Italiani + stranieri;26079 - Segusino;5;9;19;51;66;99;74;110;114;95;22;56;720
234;2022;Italiani + stranieri;26080 - Sernaglia della Battaglia;16;21;60;70;67;72;57;73;71;70;49;51;677
235;2022;Italiani + stranieri;26081 - Silea;916;1159;1333;1956;1826;1998;2432;2275;1985;1623;983;1265;19751
236;2022;Italiani + stranieri;26082 - Spresiano;852;1243;1381;1774;2249;2297;2438;2343;2357;2444;2009;1912;23299
237;2022;Italiani + stranieri;26084 - Tarzo;118;98;205;638;794;1324;1960;1971;995;468;213;283;9067
238;2022;Italiani + stranieri;26085 - Trevignano;39;64;114;123;128;201;155;109;130;114;100;73;1350
239;2022;Italiani + stranieri;26086 - Treviso;5431;8052;9782;12799;13759;14151;15534;14032;14214;14286;10142;10742;142924
240;2022;Italiani + stranieri;26087 - Valdobbiadene;413;714;1300;2334;2657;2898;2875;2875;3236;3092;1665;1417;25476
