progressivo;anno;provenienza;"Comuni";"Gen Arrivi";"Feb Arrivi";"Mar Arrivi";"Apr Arrivi";"Mag Arrivi";"Giu Arrivi";"Lug Arrivi";"Ago Arrivi";"Set Arrivi";"Ott Arrivi";"Nov Arrivi";"Dic Arrivi";"Totale arrivi"
241;2022;Italiani + stranieri;26089 - Vedelago;192;161;359;839;918;1081;1400;1153;1379;1044;297;183;9006
242;2022;Italiani + stranieri;26090 - Vidor;35;34;43;78;69;74;114;103;116;115;44;45;870
243;2022;Italiani + stranieri;26091 - Villorba;1350;1611;1965;2405;2583;3076;2938;2991;3097;3476;2379;2268;30139
244;2022;Italiani + stranieri;26092 - Vittorio Veneto;643;844;1157;1674;1721;2166;2183;2141;1994;1758;1245;1275;18801
245;2022;Italiani + stranieri;26096 - Pieve del Grappa;329;478;566;703;1482;1424;1059;1722;1436;651;790;663;11303
246;2022;Italiani + stranieri;27002 - Campagna Lupia;477;539;568;824;831;1106;975;874;569;1001;612;471;8847
247;2022;Italiani + stranieri;27003 - Campolongo Maggiore;8;13;8;58;35;65;87;71;41;44;3;4;437
248;2022;Italiani + stranieri;27005 - Caorle;1175;1948;3375;21332;52743;165522;191575;170220;83396;9382;1166;3283;705117
249;2022;Italiani + stranieri;27006 - Cavarzere;206;199;257;381;387;385;399;504;476;419;320;296;4229
250;2022;Italiani + stranieri;27008 - Chioggia;1107;1855;3078;19269;25349;66625;72544;70781;32635;10440;2006;1864;307553
251;2022;Italiani + stranieri;27012 - Dolo;467;706;899;1360;1151;1648;1803;2063;2277;1757;1077;1058;16266
252;2022;Italiani + stranieri;27013 - Eraclea;38;33;90;358;3062;16396;19800;18889;5663;134;84;92;64639
253;2022;Italiani + stranieri;27015 - Fossalta di Piave;17;18;74;178;126;256;332;305;174;193;37;66;1776
254;2022;Italiani + stranieri;27016 - Fossalta di Portogruaro;28;58;55;64;78;81;104;110;67;84;32;21;782
255;2022;Italiani + stranieri;27017 - Fossò;74;110;225;320;166;205;150;86;29;113;150;85;1713
256;2022;Italiani + stranieri;27018 - Gruaro;34;84;132;116;123;104;233;245;146;153;111;71;1552
257;2022;Italiani + stranieri;27019 - Jesolo;2236;6123;10936;53599;102859;236864;263837;245877;128314;42984;7292;7159;1108080
258;2022;Italiani + stranieri;27020 - Marcon;850;1230;1418;2255;2323;3115;3680;3327;3433;3485;2228;2740;30084
259;2022;Italiani + stranieri;27021 - Martellago;20;14;16;53;71;78;89;88;53;36;26;5;549
260;2022;Italiani + stranieri;27022 - Meolo;229;260;301;691;382;337;1048;1023;993;1006;361;367;6998
261;2022;Italiani + stranieri;27023 - Mira;1184;1465;2189;4121;4294;6122;7305;6892;6516;6796;2840;2432;52156
262;2022;Italiani + stranieri;27024 - Mirano;1885;2359;2865;4356;4644;5370;6122;6093;6370;6970;3511;4167;54712
263;2022;Italiani + stranieri;27026 - Noale;399;444;517;628;892;1888;1373;890;1215;1175;1001;884;11306
264;2022;Italiani + stranieri;27027 - Noventa di Piave;3079;2829;3357;5311;4886;5557;7449;7635;6600;6462;4885;4272;62322
265;2022;Italiani + stranieri;27028 - Pianiga;175;198;338;397;821;1094;1358;1017;1390;1144;864;384;9180
266;2022;Italiani + stranieri;27029 - Portogruaro;695;1016;1182;1406;1431;1857;2349;2347;1980;1710;1357;1149;18479
267;2022;Italiani + stranieri;27031 - Quarto d'Altino;1297;1953;2177;4946;5471;7009;7260;7327;6082;6079;2944;2846;55391
268;2022;Italiani + stranieri;27032 - Salzano;49;85;104;273;228;344;321;397;339;324;258;267;2989
269;2022;Italiani + stranieri;27033 - San Donà di Piave;1449;1757;2215;2980;2991;3853;4954;4569;3960;4179;3369;2905;39181
270;2022;Italiani + stranieri;27034 - San Michele al Tagliamento;345;1109;1439;25479;61468;185890;235233;204246;91093;7230;350;1262;815144
271;2022;Italiani + stranieri;27035 - Santa Maria di Sala;161;99;121;105;170;137;139;83;205;180;142;99;1641
272;2022;Italiani + stranieri;27039 - Stra;352;541;735;2229;3536;4062;4655;4393;4889;3628;1599;1310;31929
273;2022;Italiani + stranieri;27041 - Torre di Mosto;9;0;2;17;26;79;146;159;52;26;19;7;542
274;2022;Italiani + stranieri;27042 - Venezia;97258;187602;251141;411201;429083;496097;580886;556096;515216;520858;326714;274208;4646360
275;2022;Italiani + stranieri;27044 - Cavallino;547;2145;1828;46399;70894;192205;212541;198430;98473;19832;1644;1735;846673
276;2022;Italiani + stranieri;28001 - Abano Terme;28241;31577;38348;47927;40571;36381;30638;43939;46203;54576;51069;47359;496829
277;2022;Italiani + stranieri;28003 - Albignasego;344;370;635;892;885;1027;1025;1091;1140;1197;709;643;9958
278;2022;Italiani + stranieri;28005 - Arquà Petrarca;82;202;197;465;338;500;499;545;401;474;182;229;4114
279;2022;Italiani + stranieri;28008 - Bagnoli di Sopra;0;0;0;0;0;8;7;11;4;11;5;0;46
280;2022;Italiani + stranieri;28009 - Baone;93;87;199;433;452;620;736;676;621;513;175;108;4713
281;2022;Italiani + stranieri;28011 - Battaglia Terme;8;8;9;32;26;38;28;42;55;57;14;42;359
282;2022;Italiani + stranieri;28013 - Borgoricco;54;54;65;119;97;107;142;158;117;148;120;138;1319
283;2022;Italiani + stranieri;28014 - Bovolenta;35;17;49;73;68;59;85;100;55;79;45;33;698
284;2022;Italiani + stranieri;28015 - Brugine;2;2;1;11;12;19;53;43;24;29;17;17;230
285;2022;Italiani + stranieri;28016 - Cadoneghe;26;65;71;146;82;30;45;41;86;106;72;109;879
286;2022;Italiani + stranieri;28017 - Campodarsego;262;456;566;709;676;701;776;244;782;931;711;562;7376
287;2022;Italiani + stranieri;28018 - Campodoro;5;3;7;10;7;6;1;7;4;3;1;9;63
288;2022;Italiani + stranieri;28019 - Camposampiero;901;1426;1602;2089;1854;2449;2151;1682;2518;2601;2159;1873;23305
289;2022;Italiani + stranieri;28020 - Campo San Martino;24;39;35;75;75;88;74;104;110;86;42;60;812
290;2022;Italiani + stranieri;28023 - Carmignano di Brenta;54;76;79;114;89;165;113;117;111;144;96;120;1278
291;2022;Italiani + stranieri;28028 - Casalserugo;26;14;28;65;66;84;72;96;106;80;42;30;709
292;2022;Italiani + stranieri;28030 - Cervarese Santa Croce;9;10;18;26;72;160;136;185;67;69;11;30;793
293;2022;Italiani + stranieri;28031 - Cinto Euganeo;6;22;54;176;75;130;197;157;152;206;59;37;1271
294;2022;Italiani + stranieri;28032 - Cittadella;554;656;1114;1590;1896;1636;1848;887;2238;2123;1690;1449;17681
295;2022;Italiani + stranieri;28033 - Codevigo;45;56;101;210;161;298;329;305;201;249;80;96;2131
296;2022;Italiani + stranieri;28034 - Conselve;99;105;110;429;1010;940;1060;590;867;1073;630;663;7576
297;2022;Italiani + stranieri;28035 - Correzzola;62;76;87;221;189;441;566;572;257;334;109;120;3034
298;2022;Italiani + stranieri;28036 - Curtarolo;25;35;50;66;159;152;103;44;165;150;84;76;1109
299;2022;Italiani + stranieri;28037 - Este;478;497;496;840;792;897;909;828;1006;958;547;398;8646
300;2022;Italiani + stranieri;28038 - Fontaniva;41;55;70;75;89;66;73;66;55;86;86;82;844
301;2022;Italiani + stranieri;28040 - Galzignano Terme;1857;2205;1778;3217;2513;2931;3333;2973;3584;3407;3084;3702;34584
302;2022;Italiani + stranieri;28041 - Gazzo;75;257;251;345;404;460;589;515;671;536;231;181;4515
303;2022;Italiani + stranieri;28045 - Limena;190;255;373;458;479;468;409;347;587;613;472;427;5078
304;2022;Italiani + stranieri;28048 - Maserà di Padova;102;188;86;228;195;288;303;235;304;332;169;194;2624
305;2022;Italiani + stranieri;28053 - Merlara;4;17;6;22;27;16;29;42;26;20;8;11;228
306;2022;Italiani + stranieri;28054 - Mestrino;160;153;164;257;246;281;320;283;308;308;206;199;2885
307;2022;Italiani + stranieri;28055 - Monselice;810;730;1036;1386;1402;1297;1404;1442;1601;1810;1153;1228;15299
308;2022;Italiani + stranieri;28056 - Montagnana;95;147;215;375;498;502;496;482;607;527;358;347;4649
309;2022;Italiani + stranieri;28057 - Montegrotto Terme;12002;13799;18478;21209;17084;14946;12463;17776;19297;22265;20570;18733;208622
310;2022;Italiani + stranieri;28058 - Noventa Padovana;66;95;99;493;519;1200;1209;1253;1480;1084;348;139;7985
311;2022;Italiani + stranieri;28060 - Padova;22968;32561;42843;59215;61241;60946;61747;61200;64694;67589;51668;46939;633611
312;2022;Italiani + stranieri;28063 - Piazzola sul Brenta;52;61;77;119;101;98;108;67;145;134;104;68;1134
313;2022;Italiani + stranieri;28064 - Piombino Dese;51;20;62;131;105;165;206;210;31;151;94;64;1290
314;2022;Italiani + stranieri;28065 - Piove di Sacco;328;433;530;672;802;941;1005;875;1109;1401;761;574;9431
315;2022;Italiani + stranieri;28068 - Pontelongo;35;49;64;155;121;221;287;246;135;205;92;109;1719
316;2022;Italiani + stranieri;28069 - Ponte San Nicolò;417;571;816;1186;1184;1126;1224;763;1291;1321;1069;872;11840
317;2022;Italiani + stranieri;28071 - Rovolon;6;12;15;43;117;168;167;156;190;89;15;8;986
318;2022;Italiani + stranieri;28072 - Rubano;288;357;738;642;755;475;523;495;768;765;698;551;7055
319;2022;Italiani + stranieri;28076 - San Giorgio in Bosco;98;180;217;337;268;294;154;299;437;54;168;178;2684
320;2022;Italiani + stranieri;28077 - San Martino di Lupari;118;209;207;214;270;248;254;315;273;240;194;176;2718
321;2022;Italiani + stranieri;28080 - Santa Giustina in Colle;16;5;5;8;19;11;10;10;21;34;20;6;165
322;2022;Italiani + stranieri;28086 - Selvazzano Dentro;275;338;527;890;936;906;902;717;1214;1297;666;704;9372
323;2022;Italiani + stranieri;28089 - Teolo;132;664;1506;2056;1641;1983;2231;2254;1995;2231;1698;790;19181
324;2022;Italiani + stranieri;28092 - Torreglia;28;88;147;242;176;251;266;247;293;249;99;130;2216
325;2022;Italiani + stranieri;28093 - Trebaseleghe;152;161;187;214;251;228;251;123;309;278;233;209;2596
326;2022;Italiani + stranieri;28095 - Urbana;9;11;13;21;19;19;27;21;28;25;37;36;266
327;2022;Italiani + stranieri;28099 - Vigodarzere;36;35;52;73;80;87;83;27;117;139;91;63;883
328;2022;Italiani + stranieri;28100 - Vigonza;231;315;375;504;490;634;514;470;568;569;403;404;5477
329;2022;Italiani + stranieri;28101 - Villa del Conte;197;183;248;315;314;300;316;276;349;334;333;266;3431
330;2022;Italiani + stranieri;28103 - Villafranca Padovana;59;76;90;125;38;23;123;64;148;158;136;86;1126
331;2022;Italiani + stranieri;28105 - Vò euganeo;56;35;57;83;86;85;160;167;127;90;59;67;1072
332;2022;Italiani + stranieri;28106 - Due Carrare;60;42;32;107;88;98;107;120;142;87;53;85;1021
333;2022;Italiani + stranieri;29001 - Adria;418;384;552;689;741;719;672;609;690;727;464;499;7164
334;2022;Italiani + stranieri;29002 - Ariano nel Polesine;6;30;22;253;211;204;249;251;142;162;38;39;1607
335;2022;Italiani + stranieri;29004 - Badia Polesine;119;167;323;376;375;323;453;307;498;374;311;56;3682
336;2022;Italiani + stranieri;29012 - Castelmassa;28;35;26;36;29;23;55;58;78;44;53;20;485
337;2022;Italiani + stranieri;29019 - Crespino;12;8;36;102;66;88;88;83;41;54;12;5;595
338;2022;Italiani + stranieri;29022 - Fiesso Umbertiano;42;23;45;47;27;40;23;32;34;41;19;21;394
339;2022;Italiani + stranieri;29024 - Fratta Polesine;111;149;202;362;342;304;274;284;345;385;313;259;3330
340;2022;Italiani + stranieri;29029 - Lendinara;31;32;60;55;56;29;38;21;46;18;26;40;452
341;2022;Italiani + stranieri;29030 - Loreo;57;25;89;211;156;141;162;163;86;102;24;46;1262
342;2022;Italiani + stranieri;29033 - Occhiobello;696;1003;1504;2356;1805;2020;2280;2148;2271;2552;1541;1499;21675
343;2022;Italiani + stranieri;29036 - Pincara;5;3;8;17;23;2;37;18;30;20;9;16;188
344;2022;Italiani + stranieri;29037 - Polesella;594;731;834;1045;1144;883;1035;942;1113;1022;1040;896;11279
345;2022;Italiani + stranieri;29038 - Pontecchio Polesine;0;0;0;18;33;66;88;62;37;29;16;0;349
346;2022;Italiani + stranieri;29039 - Porto Tolle;233;414;615;1368;2419;9529;9444;9133;3663;1012;469;303;38602
347;2022;Italiani + stranieri;29040 - Rosolina;473;1050;800;4264;6455;34681;41357;36751;9442;357;112;123;135865
348;2022;Italiani + stranieri;29041 - Rovigo;1295;1726;2124;3879;3393;3456;3128;2946;3959;4087;2901;2537;35431
349;2022;Italiani + stranieri;29047 - Trecenta;5;8;13;5;12;33;19;51;23;19;10;16;214
350;2022;Italiani + stranieri;29048 - Villadose;10;16;16;23;11;22;39;54;63;47;43;44;388
351;2022;Italiani + stranieri;29052 - Porto Viro;115;172;347;851;804;1035;1080;1266;741;730;303;287;7731

