progressivo;anno;provenienza;"Comuni";"Gen Presenze";"Feb Presenze";"Mar Presenze";"Apr Presenze";"Mag Presenze";"Giu Presenze";"Lug Presenze";"Ago Presenze";"Set Presenze";"Ott Presenze";"Nov Presenze";"Dic Presenze";"Totale presenze"
232;2022;Italiani + stranieri;26077 - San Zenone degli Ezzelini;365;354;587;509;589;816;906;1034;774;959;779;519;8191
233;2022;Italiani + stranieri;26079 - Segusino;59;36;41;128;160;252;344;509;302;218;54;159;2262
234;2022;Italiani + stranieri;26080 - Sernaglia della Battaglia;81;104;139;147;144;189;138;207;188;190;104;133;1764
235;2022;Italiani + stranieri;26081 - Silea;2177;2836;3453;4152;3904;4661;5606;5353;4418;3898;2651;2804;45913
236;2022;Italiani + stranieri;26082 - Spresiano;1957;2360;2128;2737;3305;3966;4223;3958;3759;3817;2800;2734;37744
237;2022;Italiani + stranieri;26084 - Tarzo;312;317;503;1607;2074;3780;5323;5982;2193;1088;431;567;24177
238;2022;Italiani + stranieri;26085 - Trevignano;133;134;256;307;380;545;542;398;288;266;307;282;3838
239;2022;Italiani + stranieri;26086 - Treviso;11870;15830;19841;25732;27020;28273;29450;26763;27967;29342;20683;21012;283783
240;2022;Italiani + stranieri;26087 - Valdobbiadene;837;1168;2173;4368;5567;5818;6091;6643;6302;5998;2709;2350;50024
241;2022;Italiani + stranieri;26089 - Vedelago;668;534;879;1800;1919;2039;3021;3272;2685;2205;933;911;20866
242;2022;Italiani + stranieri;26090 - Vidor;103;166;95;138;149;231;318;332;223;214;112;100;2181
243;2022;Italiani + stranieri;26091 - Villorba;4575;4848;5183;5959;6349;7284;7239;7140;7054;7617;6279;6151;75678
244;2022;Italiani + stranieri;26092 - Vittorio Veneto;2968;3294;3886;5310;5811;6824;6041;5821;5364;5379;3834;3616;58148
245;2022;Italiani + stranieri;26096 - Pieve del Grappa;945;1019;1272;1451;4223;8416;3009;7304;4020;3059;2916;2058;39692
246;2022;Italiani + stranieri;27002 - Campagna Lupia;1320;1669;1849;2044;1944;2808;3023;2402;1647;2612;1815;1410;24543
247;2022;Italiani + stranieri;27003 - Campolongo Maggiore;44;51;12;115;71;115;169;152;76;144;6;13;968
248;2022;Italiani + stranieri;27005 - Caorle;3818;3386;5935;64651;218568;918715;1213818;1285915;544477;29085;2761;6867;4297996
249;2022;Italiani + stranieri;27006 - Cavarzere;930;752;830;1257;958;1301;1519;1637;1272;1092;823;732;13103
250;2022;Italiani + stranieri;27008 - Chioggia;3207;3926;7124;47032;66658;301164;392657;454303;167695;23296;4526;3847;1475435
251;2022;Italiani + stranieri;27012 - Dolo;1065;1511;1771;2631;2447;3512;3901;5281;4386;3500;2196;2132;34333
252;2022;Italiani + stranieri;27013 - Eraclea;161;85;249;1196;13418;103292;141954;152592;49753;694;489;607;464490
253;2022;Italiani + stranieri;27015 - Fossalta di Piave;88;49;110;288;219;465;541;637;259;365;60;100;3181
254;2022;Italiani + stranieri;27016 - Fossalta di Portogruaro;55;107;132;146;149;146;215;200;131;171;100;67;1619
255;2022;Italiani + stranieri;27017 - Fossò;146;224;642;607;312;457;361;214;136;227;305;187;3818
256;2022;Italiani + stranieri;27018 - Gruaro;239;398;336;263;201;173;489;738;294;284;471;226;4112
257;2022;Italiani + stranieri;27019 - Jesolo;9539;15965;29020;133540;320367;1039910;1367997;1459927;634586;134551;22561;20749;5188712
258;2022;Italiani + stranieri;27020 - Marcon;1758;2138;2844;4698;4166;5696;7033;7158;6552;6408;4091;4156;56698
259;2022;Italiani + stranieri;27021 - Martellago;327;439;317;308;634;861;987;955;365;119;269;264;5845
260;2022;Italiani + stranieri;27022 - Meolo;1226;1272;1328;2269;1598;1405;3287;3141;2254;2890;1440;1039;23149
261;2022;Italiani + stranieri;27023 - Mira;3194;4160;5804;9200;9457;13283;15364;15588;13476;14013;6747;5828;116114
262;2022;Italiani + stranieri;27024 - Mirano;2999;3617;4570;6542;7150;8649;11259;10841;11010;12060;6254;6548;91499
263;2022;Italiani + stranieri;27026 - Noale;1023;1072;1147;1590;2045;4074;3284;1786;2876;2541;2459;1882;25779
264;2022;Italiani + stranieri;27027 - Noventa di Piave;4926;4612;5821;8383;7487;8495;11095;13471;9431;10272;7743;7112;98848
265;2022;Italiani + stranieri;27028 - Pianiga;421;411;679;664;1960;3476;3040;2725;3599;3130;1944;589;22638
266;2022;Italiani + stranieri;27029 - Portogruaro;1798;2363;3223;3916;4068;4381;4781;5538;3962;3972;2987;2531;43520
267;2022;Italiani + stranieri;27031 - Quarto d'Altino;3066;4103;4962;10046;10109;12832;14119;15443;12025;11524;5616;6017;109862
268;2022;Italiani + stranieri;27032 - Salzano;183;169;247;559;527;753;574;771;713;733;596;727;6552
269;2022;Italiani + stranieri;27033 - San Donà di Piave;3545;3151;4366;5368;5236;6276;8307;9159;6693;7515;5535;4820;69971
270;2022;Italiani + stranieri;27034 - San Michele al Tagliamento;1438;2800;5052;89434;251509;1134272;1556399;1688048;706733;32641;2045;3775;5474146
271;2022;Italiani + stranieri;27035 - Santa Maria di Sala;287;158;265;251;373;315;359;236;456;347;278;274;3599
272;2022;Italiani + stranieri;27039 - Stra;1576;1328;1752;3809;4976;5638;5589;5414;5817;4900;2489;1868;45156
273;2022;Italiani + stranieri;27041 - Torre di Mosto;37;0;2;33;113;320;637;748;199;162;81;28;2360
274;2022;Italiani + stranieri;27042 - Venezia;246186;434251;606527;1023109;1049692;1149988;1303866;1293824;1211516;1237363;775640;614502;10946464
275;2022;Italiani + stranieri;27044 - Cavallino;2767;7125;6725;201130;424026;1408145;1725900;1871745;929172;110931;5518;4714;6697898
276;2022;Italiani + stranieri;28001 - Abano Terme;81163;77267;133941;188255;201200;206118;109934;184686;197644;213470;174301;138220;1906199
277;2022;Italiani + stranieri;28003 - Albignasego;859;803;1673;1989;1917;2151;2374;2559;2648;3108;2061;1428;23570
278;2022;Italiani + stranieri;28005 - Arquà Petrarca;192;333;421;935;745;1083;1394;1603;1067;1092;488;596;9949
279;2022;Italiani + stranieri;28008 - Bagnoli di Sopra;0;0;0;0;0;13;11;18;7;16;27;0;92
280;2022;Italiani + stranieri;28009 - Baone;229;245;467;1034;1256;1844;2539;2571;1932;1320;278;253;13968
281;2022;Italiani + stranieri;28011 - Battaglia Terme;17;68;78;161;249;156;156;151;174;196;124;128;1658
282;2022;Italiani + stranieri;28013 - Borgoricco;134;148;156;179;158;198;286;340;333;451;337;392;3112
283;2022;Italiani + stranieri;28014 - Bovolenta;105;24;87;122;76;134;204;256;153;137;70;46;1414
284;2022;Italiani + stranieri;28015 - Brugine;49;62;48;72;52;96;199;193;135;133;83;110;1232
285;2022;Italiani + stranieri;28016 - Cadoneghe;178;252;363;376;336;80;115;176;212;440;277;291;3096
286;2022;Italiani + stranieri;28017 - Campodarsego;435;774;954;1164;1130;1086;1268;523;1429;1652;1295;971;12681
287;2022;Italiani + stranieri;28018 - Campodoro;122;25;41;115;126;58;2;94;16;75;28;87;789
288;2022;Italiani + stranieri;28019 - Camposampiero;2449;3251;4263;4926;5163;6819;6865;4992;5650;6431;5285;4877;60971
289;2022;Italiani + stranieri;28020 - Campo San Martino;40;66;80;133;122;111;119;171;172;149;60;126;1349
290;2022;Italiani + stranieri;28023 - Carmignano di Brenta;94;260;143;211;229;334;231;215;279;394;202;170;2762
291;2022;Italiani + stranieri;28028 - Casalserugo;65;79;141;290;232;262;210;362;268;341;85;59;2394
292;2022;Italiani + stranieri;28030 - Cervarese Santa Croce;125;142;217;150;271;710;824;934;332;374;99;162;4340
293;2022;Italiani + stranieri;28031 - Cinto Euganeo;24;26;353;359;191;247;655;738;488;470;298;162;4011
294;2022;Italiani + stranieri;28032 - Cittadella;1536;1627;2633;3002;3679;2908;3261;2155;4629;4432;3432;2857;36151
295;2022;Italiani + stranieri;28033 - Codevigo;80;94;181;544;412;903;1229;1198;686;801;215;204;6547
296;2022;Italiani + stranieri;28034 - Conselve;296;355;390;781;1298;1282;1207;785;987;1318;750;802;10251
297;2022;Italiani + stranieri;28035 - Correzzola;132;168;193;632;431;1043;1742;2019;875;765;347;252;8599
298;2022;Italiani + stranieri;28036 - Curtarolo;70;139;246;298;521;564;386;158;427;488;437;379;4113
299;2022;Italiani + stranieri;28037 - Este;1403;1507;1497;2265;2327;2018;1870;2100;2098;2686;1636;1291;22698
300;2022;Italiani + stranieri;28038 - Fontaniva;170;297;339;340;356;324;262;265;384;451;439;429;4056
301;2022;Italiani + stranieri;28040 - Galzignano Terme;3432;3760;4244;8458;6023;7305;8136;9311;8464;7437;5936;6954;79460
302;2022;Italiani + stranieri;28041 - Gazzo;148;526;581;744;815;898;1356;1458;1372;965;409;319;9591
303;2022;Italiani + stranieri;28045 - Limena;454;581;952;914;907;869;957;912;1192;1155;831;926;10650
304;2022;Italiani + stranieri;28048 - Maserà di Padova;247;417;300;593;553;634;531;405;579;607;431;529;5826
305;2022;Italiani + stranieri;28053 - Merlara;4;52;31;54;41;18;61;71;62;23;28;16;461
306;2022;Italiani + stranieri;28054 - Mestrino;513;580;620;823;667;828;843;821;763;913;781;531;8683
307;2022;Italiani + stranieri;28055 - Monselice;2236;2121;2157;2827;2610;2859;3137;3554;3000;3759;2327;2577;33164
308;2022;Italiani + stranieri;28056 - Montagnana;351;447;640;945;1065;1093;940;839;1188;1426;1018;818;10770
309;2022;Italiani + stranieri;28057 - Montegrotto Terme;37672;34873;59745;78057;71368;69403;43611;71845;69609;79359;65444;49720;730706
310;2022;Italiani + stranieri;28058 - Noventa Padovana;261;391;269;697;1001;1542;1732;1953;1988;1460;575;384;12253
311;2022;Italiani + stranieri;28060 - Padova;65259;78835;102604;131683;134262;136879;129449;119257;136305;149587;117233;107683;1409036
312;2022;Italiani + stranieri;28063 - Piazzola sul Brenta;131;221;282;305;291;284;245;250;345;466;345;265;3430
313;2022;Italiani + stranieri;28064 - Piombino Dese;203;156;229;527;490;680;831;927;441;702;439;187;5812
314;2022;Italiani + stranieri;28065 - Piove di Sacco;1151;1439;1660;1789;1848;2215;2747;2484;2876;3279;2106;1762;25356
315;2022;Italiani + stranieri;28068 - Pontelongo;105;139;112;305;279;421;634;643;390;375;342;180;3925
316;2022;Italiani + stranieri;28069 - Ponte San Nicolò;935;1121;1499;1993;2340;1984;2003;1284;2246;2305;1682;1405;20797
317;2022;Italiani + stranieri;28071 - Rovolon;78;68;73;170;322;656;707;884;558;348;100;82;4046
318;2022;Italiani + stranieri;28072 - Rubano;520;603;1338;1053;1214;886;821;873;1356;1506;1273;978;12421
319;2022;Italiani + stranieri;28076 - San Giorgio in Bosco;567;780;927;1210;1522;1460;1097;1116;1263;684;688;695;12009
320;2022;Italiani + stranieri;28077 - San Martino di Lupari;407;520;601;486;640;634;850;848;848;706;587;547;7674
321;2022;Italiani + stranieri;28080 - Santa Giustina in Colle;172;120;121;125;153;132;79;206;307;168;248;140;1971
322;2022;Italiani + stranieri;28086 - Selvazzano Dentro;629;732;1444;2512;2367;3278;3225;2515;3349;3342;1783;1785;26961
323;2022;Italiani + stranieri;28089 - Teolo;1151;1398;6391;9068;9375;10690;10527;12425;11391;11031;8462;3478;95387
324;2022;Italiani + stranieri;28092 - Torreglia;1034;975;1252;1420;1227;1229;1527;1481;1617;1441;1019;1110;15332
325;2022;Italiani + stranieri;28093 - Trebaseleghe;530;575;623;699;750;612;566;369;773;906;630;502;7535
326;2022;Italiani + stranieri;28095 - Urbana;92;66;111;85;68;145;111;177;158;181;261;168;1623
327;2022;Italiani + stranieri;28099 - Vigodarzere;99;166;208;223;281;216;250;133;328;321;197;173;2595
328;2022;Italiani + stranieri;28100 - Vigonza;1472;2118;2928;2955;2727;3665;3707;3070;2936;3722;3267;3663;36230
329;2022;Italiani + stranieri;28101 - Villa del Conte;808;946;1090;1066;1340;1193;1164;1037;1387;1518;1552;1289;14390
330;2022;Italiani + stranieri;28103 - Villafranca Padovana;618;750;865;990;724;534;1036;722;965;1173;1106;780;10263
331;2022;Italiani + stranieri;28105 - Vò euganeo;339;131;240;432;482;261;985;1255;993;849;656;717;7340
332;2022;Italiani + stranieri;28106 - Due Carrare;224;156;158;295;212;261;312;437;268;206;101;207;2837
333;2022;Italiani + stranieri;29001 - Adria;1239;911;1541;2051;1788;1709;1564;1576;1316;1408;907;1011;17021
334;2022;Italiani + stranieri;29002 - Ariano nel Polesine;29;92;56;775;758;680;1004;1290;566;382;149;152;5933
335;2022;Italiani + stranieri;29004 - Badia Polesine;327;483;1010;1032;952;1229;1529;802;1424;1311;1074;620;11793
336;2022;Italiani + stranieri;29012 - Castelmassa;144;144;65;64;39;30;413;390;358;119;110;25;1901
337;2022;Italiani + stranieri;29019 - Crespino;32;44;83;257;154;164;241;294;80;400;251;33;2033
338;2022;Italiani + stranieri;29022 - Fiesso Umbertiano;382;359;634;461;269;483;250;192;398;530;588;93;4639
339;2022;Italiani + stranieri;29024 - Fratta Polesine;365;339;364;662;713;734;572;594;668;766;631;514;6922
340;2022;Italiani + stranieri;29029 - Lendinara;131;143;247;227;241;147;227;109;173;110;112;116;1983
341;2022;Italiani + stranieri;29030 - Loreo;154;40;182;436;278;353;382;701;256;184;66;89;3121
342;2022;Italiani + stranieri;29033 - Occhiobello;1465;1777;2670;4542;3531;3996;3505;3521;4009;4910;3397;2408;39731
343;2022;Italiani + stranieri;29036 - Pincara;20;40;86;55;41;40;69;98;97;32;42;34;654
344;2022;Italiani + stranieri;29037 - Polesella;799;902;1013;1377;1347;1150;1313;1312;1467;1430;1400;1341;14851
345;2022;Italiani + stranieri;29038 - Pontecchio Polesine;0;0;0;25;61;178;328;189;125;64;29;0;999
346;2022;Italiani + stranieri;29039 - Porto Tolle;662;1058;1915;2914;5923;50334;66605;71653;22045;2333;1505;1092;228039
347;2022;Italiani + stranieri;29040 - Rosolina;1578;2097;1975;14911;23304;213626;304545;343828;90121;718;367;303;997373
348;2022;Italiani + stranieri;29041 - Rovigo;3373;3698;4832;7537;6024;5940;5916;6056;7941;8471;5320;4642;69750
349;2022;Italiani + stranieri;29047 - Trecenta;13;25;78;22;16;37;28;158;60;36;19;29;521
350;2022;Italiani + stranieri;29048 - Villadose;34;32;91;112;111;165;219;285;269;148;91;89;1646
351;2022;Italiani + stranieri;29052 - Porto Viro;290;434;799;1684;1606;2094;2288;3337;1403;1461;616;533;16545

