progressivo;anno;provenienza;"Comuni";"Gen Arrivi";"Feb Arrivi";"Mar Arrivi";"Apr Arrivi";"Mag Arrivi";"Giu Arrivi";"Lug Arrivi";"Ago Arrivi";"Set Arrivi";"Ott Arrivi";"Nov Arrivi";"Dic Arrivi";"Totale arrivi"
61;2024;Italiani + stranieri;23087 - Tregnago;232;259;401;441;523;479;545;632;564;435;373;295;5179
62;2024;Italiani + stranieri;23089 - Valeggio sul Mincio;2179;2070;3795;9023;15676;16992;19430;21376;6346;3905;3055;2631;106478
63;2024;Italiani + stranieri;23090 - Velo Veronese;127;68;141;171;90;230;631;729;197;87;112;147;2730
64;2024;Italiani + stranieri;23091 - Verona;77141;82207;104789;125650;163299;145557;179036;182032;163981;138528;109748;105559;1577527
65;2024;Italiani + stranieri;23093 - Vestenanova;20;14;46;48;88;84;109;99;43;21;24;49;645
66;2024;Italiani + stranieri;23094 - Vigasio;1250;1053;1460;1417;2086;1853;2673;2845;2473;2187;1586;1831;22714
67;2024;Italiani + stranieri;23095 - Villa Bartolomea;490;547;746;848;1119;1061;1016;729;1226;985;883;632;10282
68;2024;Italiani + stranieri;23096 - Villafranca di Verona;8619;11083;14483;16488;15727;18688;20908;21005;16149;14318;11465;10331;179264
69;2024;Italiani + stranieri;23097 - Zevio;518;512;593;857;961;857;1169;797;1021;819;781;577;9462
70;2024;Italiani + stranieri;24001 - Agugliaro;59;5;37;73;91;49;97;66;107;47;73;57;761
71;2024;Italiani + stranieri;24004 - Altavilla Vicentina;2318;2736;3102;3757;3646;3300;3175;2767;2674;3242;2778;2474;35969
72;2024;Italiani + stranieri;24005 - Altissimo;48;53;79;102;88;105;105;87;121;76;60;45;969
73;2024;Italiani + stranieri;24006 - Arcugnano;537;426;770;1133;1421;1299;1507;1447;1454;1005;811;631;12441
74;2024;Italiani + stranieri;24007 - Arsiero;207;165;121;211;290;211;295;382;273;221;232;205;2813
75;2024;Italiani + stranieri;24008 - Arzignano;196;225;195;213;274;221;261;89;238;223;211;137;2483
76;2024;Italiani + stranieri;24009 - Asiago;7500;6833;3839;2306;2555;4889;8963;10624;6231;2983;3993;7272;67988
77;2024;Italiani + stranieri;24012 - Bassano del Grappa;4337;4713;6461;8406;9696;8777;8603;8517;9868;7828;6387;6063;89656
78;2024;Italiani + stranieri;24013 - Bolzano Vicentino;637;698;814;1037;1591;1293;1332;937;1584;988;629;628;12168
79;2024;Italiani + stranieri;24014 - Breganze;147;107;92;132;173;127;151;119;306;202;189;189;1934
80;2024;Italiani + stranieri;24017 - Brogliano;137;133;152;177;179;118;192;43;175;172;144;89;1711
81;2024;Italiani + stranieri;24020 - Calvene;19;8;7;30;13;13;35;74;41;6;25;28;299
82;2024;Italiani + stranieri;24026 - Cassola;1349;1339;1348;1500;1618;1324;1476;1498;1473;1531;1313;1633;17402
83;2024;Italiani + stranieri;24027 - Castegnero;99;84;155;182;269;180;282;213;195;172;97;108;2036
84;2024;Italiani + stranieri;24028 - Castelgomberto;75;61;71;93;113;145;151;192;208;121;97;127;1454
85;2024;Italiani + stranieri;24029 - Chiampo;542;528;744;1341;1224;1103;1072;589;915;1146;844;692;10740
86;2024;Italiani + stranieri;24034 - Cornedo Vicentino;154;167;106;170;249;161;217;54;203;147;137;136;1901
87;2024;Italiani + stranieri;24035 - Costabissara;172;303;166;158;255;260;106;91;221;214;305;215;2466
88;2024;Italiani + stranieri;24036 - Creazzo;2654;2911;3031;3255;3588;3434;3717;2704;3424;3775;2497;2676;37666
89;2024;Italiani + stranieri;24038 - Dueville;124;126;109;164;173;95;129;68;111;82;91;78;1350
90;2024;Italiani + stranieri;24039 - Enego;90;60;29;19;28;109;392;361;125;47;38;111;1409
91;2024;Italiani + stranieri;24040 - Fara Vicentino;47;101;75;143;115;149;200;148;165;127;82;49;1401
92;2024;Italiani + stranieri;24041 - Foza;135;46;11;27;32;84;164;407;66;27;56;269;1324
93;2024;Italiani + stranieri;24042 - Gallio;1309;1216;588;296;320;843;1912;1819;977;218;298;1340;11136
94;2024;Italiani + stranieri;24046 - Grisignano di Zocco;794;913;977;1142;1518;1507;1446;571;1253;1225;937;604;12887
95;2024;Italiani + stranieri;24047 - Grumolo delle Abbadesse;786;1002;974;915;1170;1071;1105;141;1022;1126;890;887;11089
96;2024;Italiani + stranieri;24048 - Isola Vicentina;88;63;87;113;128;82;113;90;81;56;77;54;1032
97;2024;Italiani + stranieri;24051 - Longare;81;103;160;235;275;176;281;382;266;230;170;174;2533
98;2024;Italiani + stranieri;24052 - Lonigo;824;793;1038;1054;1327;1181;1179;896;1385;1159;960;779;12575
99;2024;Italiani + stranieri;24053 - Lugo di Vicenza;10;72;66;97;75;79;104;138;82;172;102;92;1089
100;2024;Italiani + stranieri;24055 - Malo;663;735;762;812;941;825;869;520;915;825;812;681;9360
101;2024;Italiani + stranieri;24056 - Marano Vicentino;82;85;71;125;166;131;133;91;153;142;118;117;1414
102;2024;Italiani + stranieri;24057 - Marostica;495;370;532;853;720;741;1153;447;1178;821;600;560;8470
103;2024;Italiani + stranieri;24060 - Montebello Vicentino;536;492;306;502;858;743;820;761;718;805;597;551;7689
104;2024;Italiani + stranieri;24061 - Montecchio Maggiore;2949;3594;4298;4954;6097;4858;5405;5419;5056;5481;4524;2857;55492
105;2024;Italiani + stranieri;24062 - Montecchio Precalcino;5;1;2;0;4;3;8;0;7;3;4;5;42
106;2024;Italiani + stranieri;24064 - Montegalda;110;86;118;176;246;184;223;288;218;201;139;92;2081
107;2024;Italiani + stranieri;24065 - Montegaldella;16;9;11;37;24;18;18;11;38;12;11;13;218
108;2024;Italiani + stranieri;24066 - Monteviale;10;15;2;8;14;0;26;21;20;12;6;18;152
109;2024;Italiani + stranieri;24067 - Monticello Conte Otto;98;70;103;86;112;108;95;79;175;105;103;89;1223
110;2024;Italiani + stranieri;24068 - Montorso Vicentino;119;102;91;135;144;175;198;121;191;134;148;85;1643
111;2024;Italiani + stranieri;24071 - Nanto;19;12;22;41;42;21;29;54;40;12;27;9;328
112;2024;Italiani + stranieri;24074 - Noventa Vicentina;155;351;147;375;320;137;349;227;352;363;323;308;3407
113;2024;Italiani + stranieri;24080 - Posina;59;39;15;40;72;174;240;261;193;64;34;9;1200
114;2024;Italiani + stranieri;24081 - Pove del Grappa;249;206;222;284;406;310;458;399;379;272;244;207;3636
115;2024;Italiani + stranieri;24083 - Quinto Vicentino;64;44;63;65;63;80;91;32;95;67;77;63;804
116;2024;Italiani + stranieri;24084 - Recoaro Terme;260;317;311;297;450;436;808;1028;603;418;362;319;5609
117;2024;Italiani + stranieri;24085 - Roana;1853;1698;1056;512;618;1336;3459;4622;1356;604;719;2316;20149
118;2024;Italiani + stranieri;24086 - Romano d'Ezzelino;118;236;276;355;527;295;732;564;622;550;192;326;4793
119;2024;Italiani + stranieri;24087 - Rosà;107;168;183;189;252;184;239;154;137;170;150;183;2116
120;2024;Italiani + stranieri;24089 - Rotzo;146;66;113;27;28;69;122;269;73;47;45;180;1185
121;2024;Italiani + stranieri;24091 - Sandrigo;397;681;522;850;642;775;595;419;900;533;771;448;7533
122;2024;Italiani + stranieri;24095 - Santorso;214;171;211;221;293;222;247;154;271;214;218;169;2605
123;2024;Italiani + stranieri;24097 - Sarcedo;170;152;133;156;135;171;188;246;229;183;160;165;2088
124;2024;Italiani + stranieri;24100 - Schio;1866;1822;2078;2314;3155;2341;2777;1723;2815;2886;2350;1895;28022
125;2024;Italiani + stranieri;24104 - Tezze sul Brenta;1060;1031;931;1130;1554;1388;1082;854;1226;525;1377;1050;13208
126;2024;Italiani + stranieri;24105 - Thiene;400;315;370;339;494;324;332;150;407;409;360;358;4258
127;2024;Italiani + stranieri;24106 - Tonezza del Cimone;581;170;273;234;599;1119;1345;1429;525;52;121;685;7133
128;2024;Italiani + stranieri;24108 - Torri di Quartesolo;130;94;239;115;438;290;266;203;183;192;177;116;2443
129;2024;Italiani + stranieri;24111 - Valdagno;181;174;167;104;224;179;313;232;278;225;191;188;2456
130;2024;Italiani + stranieri;24113 - Valli del Pasubio;60;44;76;83;108;787;964;1207;794;245;219;81;4668
131;2024;Italiani + stranieri;24115 - Velo d'Astico;38;43;46;54;71;56;83;107;41;39;31;14;623
132;2024;Italiani + stranieri;24116 - Vicenza;15128;16394;19974;23635;28250;23721;24097;21577;25430;24023;17895;15741;255865
133;2024;Italiani + stranieri;24117 - Villaga;21;13;29;73;109;71;145;115;142;59;31;7;815
134;2024;Italiani + stranieri;24118 - Villaverla;134;119;121;143;201;113;137;86;167;165;132;103;1621
135;2024;Italiani + stranieri;24120 - Zermeghedo;13;8;8;16;27;17;24;11;22;13;9;8;176
136;2024;Italiani + stranieri;24121 - Zovencedo;28;8;6;26;29;29;12;37;39;20;14;17;265
137;2024;Italiani + stranieri;24122 - Zugliano;76;32;102;57;53;90;42;55;82;105;68;74;836
138;2024;Italiani + stranieri;24123 - Val Liona;29;0;11;20;23;18;13;27;36;23;29;6;235
139;2024;Italiani + stranieri;24125 - Valbrenta;97;98;109;227;246;288;409;592;247;183;99;175;2770
140;2024;Italiani + stranieri;24126 - Colceresa;342;287;343;359;459;403;559;484;479;343;396;407;4861
141;2024;Italiani + stranieri;24127 - Lusiana Conco;279;285;190;259;396;297;825;1037;446;234;169;294;4711
142;2024;Italiani + stranieri;24128 - Sovizzo;22;11;5;10;21;19;16;38;17;28;10;2;199
143;2024;Italiani + stranieri;25001 - Agordo;516;491;475;403;604;910;1968;1923;1240;527;591;298;9946
144;2024;Italiani + stranieri;25003 - Alleghe;5610;5524;4389;802;1712;4812;9471;8856;5292;1098;772;4086;52424
145;2024;Italiani + stranieri;25004 - Arsié;18;48;72;279;1043;1748;3138;3469;1006;107;100;137;11165
146;2024;Italiani + stranieri;25005 - Auronzo di Cadore;4905;6278;3159;1077;3613;15679;24231;23220;15596;3735;1351;3774;106618
147;2024;Italiani + stranieri;25006 - Belluno;3428;3220;3294;4067;4744;6060;8173;9184;6291;4537;4046;4312;61356
148;2024;Italiani + stranieri;25007 - Borca di Cadore;2684;3143;1097;1088;1414;3132;5555;6245;4990;1437;1230;1376;33391
149;2024;Italiani + stranieri;25008 - Calalzo di Cadore;1071;904;433;582;1068;2048;3193;4221;2065;796;552;1259;18192
150;2024;Italiani + stranieri;25010 - Cencenighe Agordino;80;156;31;44;84;202;387;375;197;62;68;98;1784
151;2024;Italiani + stranieri;25011 - Cesiomaggiore;111;64;111;148;223;397;646;840;324;89;91;99;3143
152;2024;Italiani + stranieri;25012 - Chies d'Alpago;349;370;141;281;384;358;430;474;308;353;396;354;4198
153;2024;Italiani + stranieri;25013 - Cibiana di Cadore;115;101;68;53;135;302;551;621;216;151;82;190;2585
154;2024;Italiani + stranieri;25014 - Colle Santa Lucia;912;1198;772;103;172;1041;1577;1764;1152;148;82;386;9307
155;2024;Italiani + stranieri;25015 - Comelico Superiore;2165;2544;734;507;447;2314;4712;4873;2341;657;464;2106;23864
156;2024;Italiani + stranieri;25016 - Cortina d'Ampezzo;24045;24500;19779;8152;10717;37863;56755;49338;39547;13374;2429;17860;304359
157;2024;Italiani + stranieri;25017 - Danta di Cadore;89;128;43;58;156;236;331;313;197;0;75;104;1730
158;2024;Italiani + stranieri;25018 - Domegge di Cadore;99;90;26;35;167;310;826;953;275;80;55;177;3093
159;2024;Italiani + stranieri;25019 - Falcade;9699;9111;5377;371;447;4320;11351;12388;4660;262;244;6099;64329
160;2024;Italiani + stranieri;25021 - Feltre;1133;1093;1200;1377;1812;2433;2499;2822;2571;1750;1421;1325;21436
161;2024;Italiani + stranieri;25022 - Fonzaso;90;75;74;102;113;137;186;254;107;117;90;85;1430
162;2024;Italiani + stranieri;25023 - Canale d'Agordo;624;520;319;341;169;669;1747;1707;603;287;128;870;7984
163;2024;Italiani + stranieri;25025 - Gosaldo;77;21;15;9;32;82;197;281;65;52;18;61;910
164;2024;Italiani + stranieri;25026 - Lamon;87;55;36;83;159;263;461;709;293;108;130;151;2535
165;2024;Italiani + stranieri;25029 - Limana;119;100;184;181;164;210;319;270;193;144;200;150;2234
166;2024;Italiani + stranieri;25030 - Livinallongo del Col di Lana;11388;11645;9477;613;950;7420;13930;16021;6564;500;208;10648;89364
167;2024;Italiani + stranieri;25032 - Lorenzago di Cadore;39;56;81;59;396;579;866;702;509;503;143;383;4316
168;2024;Italiani + stranieri;25033 - Lozzo di Cadore;89;57;39;53;77;122;314;484;147;63;52;105;1602
169;2024;Italiani + stranieri;25036 - Pedavena;325;306;283;353;319;402;529;515;517;457;197;420;4623
170;2024;Italiani + stranieri;25037 - Perarolo di Cadore;98;113;38;70;69;141;298;319;157;96;49;109;1557
171;2024;Italiani + stranieri;25039 - Pieve di Cadore;1228;1192;817;885;944;2382;3677;3674;2479;1606;887;1432;21203
172;2024;Italiani + stranieri;25040 - Ponte nelle Alpi;326;346;369;497;706;865;1227;1482;1011;573;551;518;8471
173;2024;Italiani + stranieri;25043 - Rivamonte Agordino;77;114;68;34;52;69;116;112;61;23;46;188;960
174;2024;Italiani + stranieri;25044 - Rocca Pietore;6012;6261;4156;311;580;3090;10799;11898;3685;685;493;4144;52114
175;2024;Italiani + stranieri;25045 - San Gregorio nelle Alpi;46;11;34;49;56;106;158;185;65;32;57;38;837
176;2024;Italiani + stranieri;25046 - San Nicolò di Comelico;280;287;133;85;288;421;502;488;453;312;134;356;3739
177;2024;Italiani + stranieri;25047 - San Pietro di Cadore;242;208;104;75;146;277;751;989;272;81;78;251;3474
178;2024;Italiani + stranieri;25048 - Santa Giustina;305;93;327;157;205;358;733;604;347;143;225;145;3642
179;2024;Italiani + stranieri;25049 - San Tomaso Agordino;28;79;17;15;25;92;190;177;82;21;5;88;819
180;2024;Italiani + stranieri;25050 - Santo Stefano di Cadore;908;923;655;410;555;1486;2939;2662;1194;610;474;1216;14032
181;2024;Italiani + stranieri;25051 - San Vito di Cadore;3478;3975;2523;629;1316;4490;7639;7850;5462;2761;1069;3732;44924
182;2024;Italiani + stranieri;25053 - Sedico;83;78;111;89;140;283;499;616;441;219;147;251;2957
183;2024;Italiani + stranieri;25054 - Selva di Cadore;3602;4097;2337;285;176;3118;5997;6266;1717;101;268;1507;29471
184;2024;Italiani + stranieri;25055 - Seren del Grappa;21;40;59;65;115;238;298;379;324;111;61;63;1774
185;2024;Italiani + stranieri;25056 - Sospirolo;77;87;124;167;257;299;519;689;409;207;114;136;3085
186;2024;Italiani + stranieri;25058 - Sovramonte;178;7;13;66;71;465;809;895;291;45;32;267;3139
187;2024;Italiani + stranieri;25059 - Taibon Agordino;190;172;121;110;122;384;1535;1582;739;163;158;195;5471
188;2024;Italiani + stranieri;25060 - Tambre;91;115;68;88;119;251;622;643;238;175;89;91;2590
189;2024;Italiani + stranieri;25062 - Vallada Agordina;9;10;1;2;1;1;9;26;3;3;3;5;73
190;2024;Italiani + stranieri;25063 - Valle di Cadore;886;946;635;499;966;1191;1770;2020;1168;879;480;634;12074
191;2024;Italiani + stranieri;25065 - Vigo di Cadore;42;44;21;31;131;686;1916;2298;759;177;90;151;6346
192;2024;Italiani + stranieri;25066 - Vodo Cadore;572;660;263;292;482;868;1323;1614;820;583;390;677;8544
193;2024;Italiani + stranieri;25067 - Voltago Agordino;131;68;51;74;77;204;571;582;226;271;104;288;2647
194;2024;Italiani + stranieri;25069 - Zoppé di Cadore;25;57;51;31;42;71;55;72;40;47;34;31;556
195;2024;Italiani + stranieri;25072 - Alpago;116;149;236;728;1449;2241;4616;5661;1177;363;229;302;17267
196;2024;Italiani + stranieri;25073 - Val di Zoldo;5664;5522;3333;461;331;5342;11246;13941;5378;456;229;4595;56498
197;2024;Italiani + stranieri;25074 - Borgo Valbelluna;296;301;339;488;355;609;1134;1523;723;636;454;533;7391
198;2024;Italiani + stranieri;25075 - Setteville;213;193;195;352;434;354;469;481;515;338;358;189;4091
199;2024;Italiani + stranieri;26001 - Altivole;52;47;85;145;170;116;126;76;147;168;118;136;1386
200;2024;Italiani + stranieri;26003 - Asolo;549;579;1031;1375;1904;1852;1784;1409;2121;1670;1184;753;16211
201;2024;Italiani + stranieri;26004 - Borso del Grappa;946;1080;1380;1621;1706;1580;1961;2206;2052;1349;1085;886;17852
202;2024;Italiani + stranieri;26005 - Breda di Piave;347;482;590;1007;841;1092;773;1005;825;1014;376;296;8648
203;2024;Italiani + stranieri;26006 - Caerano di San Marco;244;272;333;383;550;392;395;380;491;447;411;275;4573
204;2024;Italiani + stranieri;26007 - Cappella Maggiore;26;16;8;35;34;20;33;48;20;28;3;23;294
205;2024;Italiani + stranieri;26008 - Carbonera;20;28;53;115;112;102;144;165;109;89;49;53;1039
206;2024;Italiani + stranieri;26009 - Casale sul Sile;175;213;237;372;381;444;470;484;459;352;219;216;4022
207;2024;Italiani + stranieri;26010 - Casier;51;70;73;93;162;179;215;179;176;133;97;108;1536
208;2024;Italiani + stranieri;26011 - Castelcucco;46;43;17;59;102;65;53;49;69;87;34;31;655
209;2024;Italiani + stranieri;26012 - Castelfranco Veneto;3077;3012;3389;3727;4073;3683;3664;2338;4234;3990;3688;3026;41901
210;2024;Italiani + stranieri;26013 - Castello di Godego;145;179;147;128;177;189;221;108;230;177;187;152;2040
211;2024;Italiani + stranieri;26014 - Cavaso del Tomba;16;66;221;317;516;438;490;561;597;586;453;283;4544
212;2024;Italiani + stranieri;26015 - Cessalto;202;156;246;272;339;418;546;492;317;208;166;147;3509
213;2024;Italiani + stranieri;26016 - Chiarano;83;91;131;154;215;157;281;245;212;135;66;62;1832
214;2024;Italiani + stranieri;26017 - Cimadolmo;7;34;38;55;52;32;61;70;65;39;41;12;506
215;2024;Italiani + stranieri;26018 - Cison di Valmarino;534;768;835;958;1375;1368;1346;1339;1514;1393;966;1012;13408
216;2024;Italiani + stranieri;26019 - Codogné;546;621;776;723;727;639;737;463;712;622;545;530;7641
217;2024;Italiani + stranieri;26020 - Colle Umberto;181;273;271;269;380;267;284;152;362;375;237;183;3234
218;2024;Italiani + stranieri;26021 - Conegliano;2550;3106;3884;3859;4313;4132;3885;3841;4434;3981;3509;2770;44264
219;2024;Italiani + stranieri;26022 - Cordignano;82;72;86;108;150;103;112;166;229;156;165;152;1581
220;2024;Italiani + stranieri;26023 - Cornuda;30;34;36;71;136;79;58;18;69;78;40;47;696
221;2024;Italiani + stranieri;26025 - Crocetta del Montello;63;70;113;143;153;144;139;205;254;163;177;168;1792
222;2024;Italiani + stranieri;26026 - Farra di Soligo;160;313;563;781;1129;1002;1191;1478;1359;1218;717;606;10517
223;2024;Italiani + stranieri;26027 - Follina;248;356;370;731;821;827;983;1092;1186;983;609;438;8644
224;2024;Italiani + stranieri;26028 - Fontanelle;0;4;0;7;2;31;15;7;23;6;4;17;116
225;2024;Italiani + stranieri;26029 - Fonte;15;13;48;88;118;63;82;87;70;41;44;39;708
226;2024;Italiani + stranieri;26030 - Fregona;53;104;209;154;265;205;328;529;258;260;155;171;2691
227;2024;Italiani + stranieri;26031 - Gaiarine;41;76;80;80;83;80;117;115;127;99;104;82;1084
228;2024;Italiani + stranieri;26032 - Giavera del Montello;49;49;58;73;87;94;98;101;81;73;46;40;849
229;2024;Italiani + stranieri;26034 - Gorgo al Monticano;172;197;176;271;447;457;529;552;643;379;216;289;4328
230;2024;Italiani + stranieri;26035 - Istrana;158;138;138;193;222;197;151;86;223;186;144;113;1949
231;2024;Italiani + stranieri;26038 - Mareno di Piave;85;71;64;71;81;74;93;65;102;130;89;83;1008
232;2024;Italiani + stranieri;26039 - Maser;269;287;383;350;464;372;347;282;399;396;315;212;4076
233;2024;Italiani + stranieri;26040 - Maserada sul Piave;101;154;195;226;206;202;226;102;223;238;200;153;2226
234;2024;Italiani + stranieri;26042 - Miane;41;53;103;240;282;265;330;404;282;218;116;120;2454
235;2024;Italiani + stranieri;26043 - Mogliano Veneto;4237;6340;7261;9194;11883;11609;11677;10469;10917;12350;7671;6178;109786
236;2024;Italiani + stranieri;26044 - Monastier di Treviso;481;757;1119;1940;2357;2996;3435;2266;3373;3369;937;1200;24230
237;2024;Italiani + stranieri;26045 - Monfumo;54;43;70;126;175;143;227;264;220;149;133;95;1699
238;2024;Italiani + stranieri;26046 - Montebelluna;997;941;1152;1225;1521;1336;1435;608;1602;1276;1342;969;14404
239;2024;Italiani + stranieri;26049 - Motta di Livenza;77;85;101;130;157;86;127;119;136;150;137;151;1456
