progressivo;anno;provenienza;"Comuni";"Gen Arrivi";"Feb Arrivi";"Mar Arrivi";"Apr Arrivi";"Mag Arrivi";"Giu Arrivi";"Lug Arrivi";"Ago Arrivi";"Set Arrivi";"Ott Arrivi";"Nov Arrivi";"Dic Arrivi";"Totale arrivi"
240;2024;Italiani + stranieri;26050 - Nervesa della Battaglia;15;30;84;139;316;279;301;256;212;247;166;172;2217
241;2024;Italiani + stranieri;26051 - Oderzo;711;837;854;1014;1347;1128;1146;1045;1145;1123;872;683;11905
242;2024;Italiani + stranieri;26052 - Ormelle;10;13;7;13;14;11;24;13;15;21;6;12;159
243;2024;Italiani + stranieri;26055 - Paese;247;241;294;503;619;527;459;409;471;566;310;254;4900
244;2024;Italiani + stranieri;26056 - Pederobba;41;45;85;77;109;85;86;109;122;58;79;58;954
245;2024;Italiani + stranieri;26057 - Pieve di Soligo;562;743;825;989;1124;941;856;695;1047;1323;895;639;10639
246;2024;Italiani + stranieri;26058 - Ponte di Piave;264;347;518;699;786;994;1008;763;1063;617;367;396;7822
247;2024;Italiani + stranieri;26059 - Ponzano Veneto;740;1050;1048;1105;1580;1519;1343;1029;1557;1301;1065;488;13825
248;2024;Italiani + stranieri;26061 - Possagno;10;63;69;22;52;28;273;171;50;32;31;84;885
249;2024;Italiani + stranieri;26062 - Povegliano;27;26;29;57;43;36;26;29;32;46;29;12;392
250;2024;Italiani + stranieri;26063 - Preganziol;2300;3102;3480;4523;4954;4310;5265;4647;4637;4661;3288;2761;47928
251;2024;Italiani + stranieri;26064 - Quinto di Treviso;1719;1487;2324;3126;3672;2994;2492;2015;2195;2849;2213;1596;28682
252;2024;Italiani + stranieri;26065 - Refrontolo;100;85;132;213;164;346;155;189;206;112;89;68;1859
253;2024;Italiani + stranieri;26067 - Revine Lago;306;265;320;385;582;719;960;948;676;499;361;375;6396
254;2024;Italiani + stranieri;26068 - Riese Pio X;214;225;291;388;486;324;426;200;395;411;367;262;3989
255;2024;Italiani + stranieri;26069 - Roncade;416;450;670;998;1303;1379;1614;1481;1427;1415;883;509;12545
256;2024;Italiani + stranieri;26070 - Salgareda;220;318;294;328;389;373;529;506;394;1088;591;576;5606
257;2024;Italiani + stranieri;26071 - San Biagio di Callalta;251;294;324;405;439;392;526;482;463;433;346;292;4647
258;2024;Italiani + stranieri;26072 - San Fior;138;329;244;273;282;328;278;177;295;230;224;157;2955
259;2024;Italiani + stranieri;26073 - San Pietro di Feletto;407;439;626;779;1053;1043;1195;1341;1095;838;510;457;9783
260;2024;Italiani + stranieri;26074 - San Polo di Piave;19;14;36;39;39;49;26;33;39;36;14;16;360
261;2024;Italiani + stranieri;26075 - Santa Lucia di Piave;20;28;17;14;8;2;8;10;5;27;19;25;183
262;2024;Italiani + stranieri;26076 - San Vendemiano;751;784;828;844;806;843;918;540;835;847;795;675;9466
263;2024;Italiani + stranieri;26077 - San Zenone degli Ezzelini;99;99;167;245;351;226;390;370;348;243;156;133;2827
264;2024;Italiani + stranieri;26078 - Sarmede;18;23;14;10;12;25;62;51;22;39;26;13;315
265;2024;Italiani + stranieri;26079 - Segusino;20;20;42;65;101;89;92;129;76;49;42;53;778
266;2024;Italiani + stranieri;26080 - Sernaglia della Battaglia;41;57;74;74;112;104;88;61;92;62;68;46;879
267;2024;Italiani + stranieri;26081 - Silea;1575;1864;2165;2006;3333;2294;3368;2458;2484;2510;1833;1669;27559
268;2024;Italiani + stranieri;26082 - Spresiano;1787;1811;1947;2380;2779;2365;2804;2486;2638;2513;2041;1598;27149
269;2024;Italiani + stranieri;26083 - Susegana;964;1028;1290;1366;1503;1360;1817;2035;1643;1446;1037;878;16367
270;2024;Italiani + stranieri;26084 - Tarzo;181;180;390;686;1133;1359;2424;2498;1437;774;331;316;11709
271;2024;Italiani + stranieri;26085 - Trevignano;108;80;79;114;187;157;168;91;132;132;132;96;1476
272;2024;Italiani + stranieri;26086 - Treviso;11398;12510;14586;17539;20675;17886;18461;18401;19973;19910;13704;13017;198060
273;2024;Italiani + stranieri;26087 - Valdobbiadene;776;1012;2185;2621;3741;3356;3396;3702;4005;3459;2498;1292;32043
274;2024;Italiani + stranieri;26089 - Vedelago;240;153;389;747;1155;940;1220;1362;1258;1032;633;551;9680
275;2024;Italiani + stranieri;26090 - Vidor;22;44;71;111;126;119;125;146;142;89;86;63;1144
276;2024;Italiani + stranieri;26091 - Villorba;1963;2369;3031;3462;3664;3557;3814;3357;3833;3960;2906;2278;38194
277;2024;Italiani + stranieri;26092 - Vittorio Veneto;1120;1210;1767;1970;2579;2693;3075;3083;2743;2425;1720;1664;26049
278;2024;Italiani + stranieri;26093 - Volpago del Montello;87;120;138;212;332;283;359;268;272;272;187;160;2690
279;2024;Italiani + stranieri;26095 - Zero Branco;29;51;67;210;275;251;353;503;284;130;71;87;2311
280;2024;Italiani + stranieri;26096 - Pieve del Grappa;798;633;877;1481;1364;896;1164;1041;1204;1044;840;466;11808
281;2024;Italiani + stranieri;27002 - Campagna Lupia;570;636;571;831;970;934;951;421;1079;818;740;530;9051
282;2024;Italiani + stranieri;27003 - Campolongo Maggiore;4;10;6;42;106;34;140;52;17;35;21;28;495
283;2024;Italiani + stranieri;27005 - Caorle;2405;2634;7150;22184;109917;145663;175250;192246;78087;9378;3479;6118;754511
284;2024;Italiani + stranieri;27006 - Cavarzere;313;278;362;391;489;436;520;431;477;385;243;275;4600
285;2024;Italiani + stranieri;27007 - Ceggia;124;127;160;204;232;249;305;237;129;211;139;70;2187
286;2024;Italiani + stranieri;27008 - Chioggia;2084;2663;7864;20296;37664;68661;79499;80468;34972;8775;3938;3679;350563
287;2024;Italiani + stranieri;27011 - Concordia Sagittaria;63;45;57;75;43;91;149;159;104;129;122;53;1090
288;2024;Italiani + stranieri;27012 - Dolo;915;955;1462;1807;2242;1870;1855;1838;2058;1774;1318;1140;19234
289;2024;Italiani + stranieri;27013 - Eraclea;37;38;113;287;6056;15565;18794;21194;4723;153;80;132;67172
290;2024;Italiani + stranieri;27015 - Fossalta di Piave;58;70;63;128;159;119;240;309;167;135;77;62;1587
291;2024;Italiani + stranieri;27016 - Fossalta di Portogruaro;36;31;39;38;32;51;83;86;39;75;40;14;564
292;2024;Italiani + stranieri;27017 - Fossò;115;93;87;28;131;89;142;46;132;138;101;80;1182
293;2024;Italiani + stranieri;27018 - Gruaro;94;108;128;102;67;201;230;270;161;116;109;79;1665
294;2024;Italiani + stranieri;27019 - Jesolo;3946;14946;36148;76810;155179;216815;254294;274107;145181;48334;10150;11039;1246949
295;2024;Italiani + stranieri;27020 - Marcon;2305;2648;3295;4349;4958;4877;4299;4464;5035;5365;3383;3244;48222
296;2024;Italiani + stranieri;27021 - Martellago;24;76;96;78;132;98;96;125;145;162;89;64;1185
297;2024;Italiani + stranieri;27022 - Meolo;385;560;697;645;1060;898;1245;1031;1317;868;549;246;9501
298;2024;Italiani + stranieri;27023 - Mira;2891;3610;4589;6074;7854;7019;8326;6620;8264;8372;4475;4331;72425
299;2024;Italiani + stranieri;27024 - Mirano;3055;3902;4528;5224;6477;4785;6215;5374;6079;5946;4115;3544;59244
300;2024;Italiani + stranieri;27026 - Noale;674;1000;2071;1667;1807;2414;2304;1309;1723;1336;1147;902;18354
301;2024;Italiani + stranieri;27027 - Noventa di Piave;9576;8481;8425;10373;11719;11200;13498;12363;11410;11412;8199;7644;124300
302;2024;Italiani + stranieri;27028 - Pianiga;443;844;1545;2262;2428;2417;2521;2099;2522;2348;1038;641;21108
303;2024;Italiani + stranieri;27029 - Portogruaro;1177;1077;1368;1470;1968;2222;2571;2329;2297;1729;1372;1237;20817
304;2024;Italiani + stranieri;27031 - Quarto d'Altino;3474;5096;6321;8172;10011;9619;10793;10160;9076;8332;5124;4945;91123
305;2024;Italiani + stranieri;27032 - Salzano;195;254;326;443;406;422;456;445;443;366;292;285;4333
306;2024;Italiani + stranieri;27033 - San Donà di Piave;2487;2918;2831;3227;4195;3643;5311;4870;4161;4137;3262;2951;43993
307;2024;Italiani + stranieri;27034 - San Michele al Tagliamento;730;821;8871;23508;101467;170266;217902;243513;83167;8639;1330;1286;861500
308;2024;Italiani + stranieri;27035 - Santa Maria di Sala;104;170;200;195;200;106;84;105;212;187;164;104;1831
309;2024;Italiani + stranieri;27036 - San Stino di Livenza;406;472;623;687;878;896;1128;924;789;385;245;229;7662
310;2024;Italiani + stranieri;27037 - Scorzé;298;397;486;556;685;564;644;546;714;706;559;404;6559
311;2024;Italiani + stranieri;27038 - Spinea;281;281;394;625;662;691;752;835;935;1107;455;380;7398
312;2024;Italiani + stranieri;27039 - Stra;1008;2018;3250;5146;4580;5113;4820;3847;4870;3810;1957;1596;42015
313;2024;Italiani + stranieri;27042 - Venezia;259910;354884;442938;522097;615043;601853;649164;607652;573950;574141;376972;298193;5876797
314;2024;Italiani + stranieri;27043 - Vigonovo;128;141;167;248;219;177;223;224;235;241;167;135;2305
315;2024;Italiani + stranieri;27044 - Cavallino;1074;3385;11117;40525;124632;161203;195339;210769;107757;15290;2088;1679;874858
316;2024;Italiani + stranieri;28001 - Abano Terme;41375;44403;53551;51765;47827;39554;31502;42012;44767;48188;54150;44155;543249
317;2024;Italiani + stranieri;28003 - Albignasego;805;794;926;1459;1556;1306;1623;1639;1846;1521;1026;802;15303
318;2024;Italiani + stranieri;28005 - Arquà Petrarca;118;161;273;460;421;442;488;598;529;408;331;244;4473
319;2024;Italiani + stranieri;28008 - Bagnoli di Sopra;0;0;0;6;6;7;4;0;4;0;2;0;29
320;2024;Italiani + stranieri;28009 - Baone;59;45;287;464;484;487;608;707;589;431;227;167;4555
321;2024;Italiani + stranieri;28011 - Battaglia Terme;37;30;42;74;101;54;43;92;95;116;89;80;853
322;2024;Italiani + stranieri;28012 - Boara Pisani;368;378;409;577;456;446;551;326;511;469;331;373;5195
323;2024;Italiani + stranieri;28013 - Borgoricco;110;128;121;128;141;126;131;125;134;136;116;118;1514
324;2024;Italiani + stranieri;28014 - Bovolenta;45;48;47;77;123;41;95;81;71;66;49;61;804
325;2024;Italiani + stranieri;28015 - Brugine;13;0;22;25;14;30;49;46;25;30;3;14;271
326;2024;Italiani + stranieri;28016 - Cadoneghe;115;71;97;107;127;122;191;139;132;165;75;90;1431
327;2024;Italiani + stranieri;28017 - Campodarsego;666;661;714;773;1014;745;775;260;977;949;729;464;8727
328;2024;Italiani + stranieri;28018 - Campodoro;7;4;4;4;7;5;3;2;5;3;2;3;49
329;2024;Italiani + stranieri;28019 - Camposampiero;1971;2090;2303;3364;3761;3167;3289;2537;3433;3737;2655;2053;34360
330;2024;Italiani + stranieri;28020 - Campo San Martino;52;55;42;92;97;82;123;91;104;115;84;59;996
331;2024;Italiani + stranieri;28023 - Carmignano di Brenta;169;120;189;218;276;243;255;124;340;226;132;97;2389
332;2024;Italiani + stranieri;28028 - Casalserugo;39;54;61;132;111;103;110;113;116;110;71;38;1058
333;2024;Italiani + stranieri;28030 - Cervarese Santa Croce;13;2;39;20;77;81;151;110;119;69;9;14;704
334;2024;Italiani + stranieri;28031 - Cinto Euganeo;55;57;87;134;160;175;150;230;168;126;124;67;1533
335;2024;Italiani + stranieri;28032 - Cittadella;1235;1568;1648;2076;2252;2158;2209;862;2333;2477;1685;1499;22002
336;2024;Italiani + stranieri;28033 - Codevigo;132;129;148;242;208;271;328;438;254;207;96;123;2576
337;2024;Italiani + stranieri;28034 - Conselve;398;751;829;1630;1881;1659;1498;997;1109;1298;491;360;12901
338;2024;Italiani + stranieri;28035 - Correzzola;76;93;205;318;238;324;368;389;289;220;143;161;2824
339;2024;Italiani + stranieri;28036 - Curtarolo;85;68;75;57;65;57;74;23;92;71;103;53;823
340;2024;Italiani + stranieri;28037 - Este;544;660;868;1018;983;878;1117;639;1084;917;680;488;9876
341;2024;Italiani + stranieri;28038 - Fontaniva;80;67;77;84;103;74;112;45;101;97;93;67;1000
342;2024;Italiani + stranieri;28040 - Galzignano Terme;4681;4402;4153;4179;3890;4116;4499;3990;4471;4513;5358;5485;53737
343;2024;Italiani + stranieri;28041 - Gazzo;188;335;288;657;856;672;695;573;679;439;395;226;6003
344;2024;Italiani + stranieri;28044 - Legnaro;145;159;185;310;303;256;276;255;319;348;276;304;3136
345;2024;Italiani + stranieri;28045 - Limena;364;371;428;593;622;542;565;239;645;456;438;416;5679
346;2024;Italiani + stranieri;28047 - Lozzo Atestino;2;10;12;16;26;15;25;1;25;11;6;9;158
347;2024;Italiani + stranieri;28048 - Maserà di Padova;145;162;175;246;319;189;227;231;331;218;208;207;2658
348;2024;Italiani + stranieri;28053 - Merlara;11;2;11;25;25;17;22;18;22;13;13;15;194
349;2024;Italiani + stranieri;28054 - Mestrino;208;224;270;378;388;437;424;273;308;297;246;223;3676
350;2024;Italiani + stranieri;28055 - Monselice;1050;1233;1793;2342;2558;2793;2694;1931;2817;2876;1649;1556;25292
351;2024;Italiani + stranieri;28056 - Montagnana;234;286;419;683;663;736;508;505;808;547;441;400;6230
352;2024;Italiani + stranieri;28057 - Montegrotto Terme;17172;18177;22608;20311;18275;14163;12089;15918;19887;21726;22027;17014;219367
353;2024;Italiani + stranieri;28058 - Noventa Padovana;88;299;480;1156;1494;1308;1368;1049;1227;1016;286;118;9889
354;2024;Italiani + stranieri;28060 - Padova;48287;53109;63676;79334;85393;77693;78710;70311;78328;77158;60977;53459;826435
355;2024;Italiani + stranieri;28063 - Piazzola sul Brenta;99;97;85;141;131;120;201;61;141;97;95;45;1313
356;2024;Italiani + stranieri;28064 - Piombino Dese;83;94;123;105;172;151;221;223;219;161;91;73;1716
357;2024;Italiani + stranieri;28065 - Piove di Sacco;696;1004;1452;1453;1885;1981;1947;1157;2008;1579;998;763;16923
358;2024;Italiani + stranieri;28068 - Pontelongo;64;58;109;159;155;177;144;169;132;121;113;84;1485
359;2024;Italiani + stranieri;28069 - Ponte San Nicolò;919;1009;1146;1402;1862;1640;1663;1553;1618;1526;1033;888;16259
360;2024;Italiani + stranieri;28071 - Rovolon;24;34;64;110;125;103;233;299;225;136;51;56;1460
361;2024;Italiani + stranieri;28072 - Rubano;550;444;626;854;1094;690;811;593;826;751;570;471;8280
362;2024;Italiani + stranieri;28076 - San Giorgio in Bosco;204;205;297;785;1004;934;713;477;714;567;238;208;6346
363;2024;Italiani + stranieri;28077 - San Martino di Lupari;165;177;185;266;276;222;268;273;324;272;249;187;2864
364;2024;Italiani + stranieri;28082 - Santangelo di Piove di Sacco;3;7;12;14;12;19;23;22;34;28;15;13;202
365;2024;Italiani + stranieri;28083 - Sant'Elena;0;0;0;0;3;0;0;2;3;0;0;0;8
366;2024;Italiani + stranieri;28084 - Sant'Urbano;0;0;6;6;8;8;3;19;0;0;0;12;62
367;2024;Italiani + stranieri;28085 - Saonara;50;48;72;114;100;61;109;62;151;100;51;80;998
368;2024;Italiani + stranieri;28086 - Selvazzano Dentro;845;809;1320;1539;1543;1613;1479;994;1505;1543;946;949;15085
369;2024;Italiani + stranieri;28089 - Teolo;235;550;2069;2154;2079;1809;1739;2097;1927;2175;2289;624;19747
370;2024;Italiani + stranieri;28092 - Torreglia;73;107;173;153;67;71;75;58;82;68;66;24;1017
371;2024;Italiani + stranieri;28093 - Trebaseleghe;192;237;214;223;256;223;261;100;291;244;198;195;2634
372;2024;Italiani + stranieri;28095 - Urbana;23;19;32;16;22;25;26;10;18;22;21;15;249
373;2024;Italiani + stranieri;28096 - Veggiano;20;2;7;2;14;19;13;20;35;9;11;20;172
374;2024;Italiani + stranieri;28097 - Vescovana;40;35;78;103;123;88;133;76;116;66;82;49;989
375;2024;Italiani + stranieri;28099 - Vigodarzere;65;70;76;112;132;93;129;37;138;126;99;72;1149
376;2024;Italiani + stranieri;28101 - Villa del Conte;298;257;242;293;358;319;312;278;352;336;312;270;3627
377;2024;Italiani + stranieri;28103 - Villafranca Padovana;167;170;103;185;192;159;187;47;170;186;165;37;1768
378;2024;Italiani + stranieri;28105 - Vò euganeo;89;81;114;124;150;133;214;140;165;135;96;97;1538
379;2024;Italiani + stranieri;28106 - Due Carrare;107;93;113;161;239;163;199;186;172;164;122;137;1856
380;2024;Italiani + stranieri;29001 - Adria;485;440;664;830;850;659;668;673;655;556;580;445;7505
381;2024;Italiani + stranieri;29002 - Ariano nel Polesine;22;93;90;157;244;179;128;170;106;73;83;23;1368
382;2024;Italiani + stranieri;29004 - Badia Polesine;134;115;162;194;202;192;114;135;171;162;141;118;1840
383;2024;Italiani + stranieri;29019 - Crespino;13;11;42;57;73;90;66;72;67;19;12;21;543
384;2024;Italiani + stranieri;29024 - Fratta Polesine;215;231;297;388;437;424;378;316;485;382;356;265;4174
385;2024;Italiani + stranieri;29029 - Lendinara;38;53;52;50;35;48;80;50;75;59;55;56;651
386;2024;Italiani + stranieri;29030 - Loreo;28;30;102;104;104;88;143;143;100;65;34;38;979
387;2024;Italiani + stranieri;29033 - Occhiobello;1990;2203;2772;3713;4084;3221;3530;222;3431;4064;2458;1787;33475
388;2024;Italiani + stranieri;29036 - Pincara;3;9;17;10;34;10;13;6;30;4;10;3;149
389;2024;Italiani + stranieri;29037 - Polesella;763;736;818;860;836;803;1076;747;894;940;879;760;10112
390;2024;Italiani + stranieri;29038 - Pontecchio Polesine;0;0;39;56;47;55;60;64;57;34;12;0;424
391;2024;Italiani + stranieri;29039 - Porto Tolle;289;288;825;1413;1991;3373;3863;4057;1606;744;484;447;19380
392;2024;Italiani + stranieri;29040 - Rosolina;103;370;1867;2061;11027;31556;35106;41244;7297;759;257;365;132012
393;2024;Italiani + stranieri;29041 - Rovigo;2278;2472;3057;4371;3878;3647;3099;2302;3683;2957;2764;2316;36824
394;2024;Italiani + stranieri;29046 - Taglio di Po;168;195;311;618;496;486;713;714;462;431;339;264;5197
395;2024;Italiani + stranieri;29048 - Villadose;33;24;64;78;63;50;73;91;146;139;97;60;918
396;2024;Italiani + stranieri;29052 - Porto Viro;262;289;414;707;775;754;810;897;516;383;396;288;6491

