progressivo;anno;provenienza;"Comuni";"Gen Presenze";"Feb Presenze";"Mar Presenze";"Apr Presenze";"Mag Presenze";"Giu Presenze";"Lug Presenze";"Ago Presenze";"Set Presenze";"Ott Presenze";"Nov Presenze";"Dic Presenze";"Totale presenze"
231;2024;Italiani + stranieri;26038 - Mareno di Piave;196;141;156;130;161;221;234;199;277;273;266;297;2551
232;2024;Italiani + stranieri;26039 - Maser;601;801;1126;1138;1154;851;855;655;1066;1225;912;745;11129
233;2024;Italiani + stranieri;26040 - Maserada sul Piave;219;357;384;395;440;348;385;165;408;461;371;310;4243
234;2024;Italiani + stranieri;26042 - Miane;136;97;192;485;713;633;752;1108;736;431;249;347;5879
235;2024;Italiani + stranieri;26043 - Mogliano Veneto;7104;8922;11534;15078;17908;16587;17795;17264;17148;19160;11846;9252;169598
236;2024;Italiani + stranieri;26044 - Monastier di Treviso;4624;4639;5452;6398;7225;7185;6046;5049;5529;6035;2973;3555;64710
237;2024;Italiani + stranieri;26045 - Monfumo;118;69;117;216;413;256;744;950;505;388;201;153;4130
238;2024;Italiani + stranieri;26046 - Montebelluna;2399;1982;2332;2635;3155;2936;2949;1745;3257;2778;2689;2171;31028
239;2024;Italiani + stranieri;26049 - Motta di Livenza;190;301;194;295;328;165;420;301;333;336;398;490;3751
240;2024;Italiani + stranieri;26050 - Nervesa della Battaglia;42;150;156;260;859;810;1098;874;823;823;464;380;6739
241;2024;Italiani + stranieri;26051 - Oderzo;2193;2581;2480;2237;2817;2596;2935;2775;2439;2864;2179;1997;30093
242;2024;Italiani + stranieri;26052 - Ormelle;33;53;71;55;57;48;155;83;67;82;82;61;847
243;2024;Italiani + stranieri;26055 - Paese;465;571;836;929;1102;962;981;894;960;1083;715;590;10088
244;2024;Italiani + stranieri;26056 - Pederobba;73;118;212;157;347;184;213;384;316;145;189;161;2499
245;2024;Italiani + stranieri;26057 - Pieve di Soligo;1014;1186;1297;2183;2485;2048;1715;1606;2665;2707;1525;1383;21814
246;2024;Italiani + stranieri;26058 - Ponte di Piave;914;1080;1364;1679;1827;2240;2504;1851;2002;1305;1145;1361;19272
247;2024;Italiani + stranieri;26059 - Ponzano Veneto;1232;1508;1661;1960;2881;3123;3240;3164;3111;2314;1805;798;26797
248;2024;Italiani + stranieri;26061 - Possagno;22;110;157;94;90;72;738;696;94;211;101;256;2641
249;2024;Italiani + stranieri;26062 - Povegliano;208;185;76;192;209;182;140;102;121;109;118;73;1715
250;2024;Italiani + stranieri;26063 - Preganziol;4021;5012;6485;8489;9938;8415;11171;10258;9676;9326;6805;5412;95008
251;2024;Italiani + stranieri;26064 - Quinto di Treviso;2873;2334;3707;4962;5805;4566;4317;4107;3985;4471;3637;2569;47333
252;2024;Italiani + stranieri;26065 - Refrontolo;182;170;213;350;368;655;503;439;509;264;174;129;3956
253;2024;Italiani + stranieri;26067 - Revine Lago;935;1129;995;846;1157;1367;2115;2620;1289;923;616;682;14674
254;2024;Italiani + stranieri;26068 - Riese Pio X;691;601;710;850;1101;719;1001;632;1019;874;922;737;9857
255;2024;Italiani + stranieri;26069 - Roncade;949;929;1208;1997;2325;2518;2944;3199;2545;2623;1740;1087;24064
256;2024;Italiani + stranieri;26070 - Salgareda;424;633;533;669;755;688;1080;1150;673;1769;1029;983;10386
257;2024;Italiani + stranieri;26071 - San Biagio di Callalta;754;746;880;1133;1280;1231;1928;1603;1256;1216;856;933;13816
258;2024;Italiani + stranieri;26072 - San Fior;348;412;710;474;444;562;510;433;667;675;495;289;6019
259;2024;Italiani + stranieri;26073 - San Pietro di Feletto;925;941;1007;1312;1988;1979;2570;2998;2062;1789;803;720;19094
260;2024;Italiani + stranieri;26074 - San Polo di Piave;189;159;350;288;258;300;252;162;279;210;246;172;2865
261;2024;Italiani + stranieri;26075 - Santa Lucia di Piave;37;52;54;25;18;9;30;33;23;38;31;54;404
262;2024;Italiani + stranieri;26076 - San Vendemiano;1287;1299;1443;1458;1665;1333;1618;1219;1537;1481;1253;1235;16828
263;2024;Italiani + stranieri;26077 - San Zenone degli Ezzelini;380;380;614;598;859;527;808;885;861;675;480;380;7447
264;2024;Italiani + stranieri;26078 - Sarmede;85;80;80;73;77;146;375;315;137;143;97;92;1700
265;2024;Italiani + stranieri;26079 - Segusino;64;53;101;165;256;216;332;522;211;149;101;159;2329
266;2024;Italiani + stranieri;26080 - Sernaglia della Battaglia;85;95;189;158;209;217;240;170;220;145;145;133;2006
267;2024;Italiani + stranieri;26081 - Silea;2705;3024;3429;3288;5384;4092;5607;4899;4643;4108;3054;2965;47198
268;2024;Italiani + stranieri;26082 - Spresiano;3072;2950;3067;3451;4040;3445;4156;3711;4049;3806;3245;2743;41735
269;2024;Italiani + stranieri;26083 - Susegana;2199;1841;2420;2472;2635;2653;3436;4188;2985;2598;2135;1694;31256
270;2024;Italiani + stranieri;26084 - Tarzo;476;358;796;1521;2780;3038;6841;7616;3327;1770;733;588;29844
271;2024;Italiani + stranieri;26085 - Trevignano;241;153;159;177;344;399;420;236;374;389;345;247;3484
272;2024;Italiani + stranieri;26086 - Treviso;23364;25718;30146;37922;41218;36027;37481;35970;41195;42018;28752;27761;407572
273;2024;Italiani + stranieri;26087 - Valdobbiadene;1330;1583;4026;5025;7867;6828;6975;7803;7976;6870;4311;2460;63054
274;2024;Italiani + stranieri;26089 - Vedelago;636;516;729;1503;2125;2022;2591;2852;2274;1947;1084;1071;19350
275;2024;Italiani + stranieri;26090 - Vidor;58;139;203;245;348;223;373;339;353;237;128;146;2792
276;2024;Italiani + stranieri;26091 - Villorba;6041;6440;6720;7385;8114;7493;8867;8505;9006;8514;7175;5968;90228
277;2024;Italiani + stranieri;26092 - Vittorio Veneto;4963;4437;5672;6229;7767;7257;8579;8668;7718;7301;6071;5822;80484
278;2024;Italiani + stranieri;26093 - Volpago del Montello;320;331;338;572;1105;966;943;1028;843;690;571;366;8073
279;2024;Italiani + stranieri;26095 - Zero Branco;121;135;191;450;717;716;904;1036;632;362;238;261;5763
280;2024;Italiani + stranieri;26096 - Pieve del Grappa;3223;4167;4926;5394;3427;1849;3189;2996;2160;2019;1498;889;35737
281;2024;Italiani + stranieri;27002 - Campagna Lupia;1793;1788;1791;2175;2370;2516;2740;1973;2843;2645;2712;1640;26986
282;2024;Italiani + stranieri;27003 - Campolongo Maggiore;6;15;25;79;209;47;217;112;44;95;36;117;1002
283;2024;Italiani + stranieri;27005 - Caorle;7380;5222;18600;68358;490063;776708;1196324;1290827;523835;26629;8166;14705;4426817
284;2024;Italiani + stranieri;27006 - Cavarzere;647;626;686;745;1021;996;1233;1313;1183;947;880;716;10993
285;2024;Italiani + stranieri;27007 - Ceggia;1308;1473;1513;1703;1781;1693;2005;1897;1322;1520;1563;1279;19057
286;2024;Italiani + stranieri;27008 - Chioggia;4222;4857;16076;45175;131135;294933;450316;495131;173663;20557;7730;7482;1651277
287;2024;Italiani + stranieri;27011 - Concordia Sagittaria;258;289;249;316;145;256;427;581;360;549;837;400;4667
288;2024;Italiani + stranieri;27012 - Dolo;1867;1929;2755;3855;4766;3613;4727;5524;5303;4713;3640;2708;45400
289;2024;Italiani + stranieri;27013 - Eraclea;351;266;547;1320;34342;90747;147413;161085;43113;698;157;359;480398
290;2024;Italiani + stranieri;27015 - Fossalta di Piave;155;154;176;256;252;180;345;472;244;222;108;76;2640
291;2024;Italiani + stranieri;27016 - Fossalta di Portogruaro;95;95;88;112;72;65;159;205;57;160;133;98;1339
292;2024;Italiani + stranieri;27017 - Fossò;333;279;222;136;324;228;335;166;320;447;230;170;3190
293;2024;Italiani + stranieri;27018 - Gruaro;205;267;343;203;113;390;640;692;340;377;321;197;4088
294;2024;Italiani + stranieri;27019 - Jesolo;13125;39522;88483;174800;514044;923433;1375458;1489945;683633;137565;25231;31372;5496611
295;2024;Italiani + stranieri;27020 - Marcon;3749;4549;5336;6835;7981;7145;6839;7315;7984;8060;5321;4801;75915
296;2024;Italiani + stranieri;27021 - Martellago;119;728;997;342;462;1114;559;572;569;466;319;393;6640
297;2024;Italiani + stranieri;27022 - Meolo;614;972;1171;1260;1956;1892;3173;2852;2308;1973;1536;946;20653
298;2024;Italiani + stranieri;27023 - Mira;6995;7712;9377;14281;16776;14817;17835;15602;17121;16637;10185;8024;155362
299;2024;Italiani + stranieri;27024 - Mirano;5036;6412;8388;9050;11546;8767;12181;12073;12095;11187;7795;6706;111236
300;2024;Italiani + stranieri;27026 - Noale;1681;2296;4475;3766;3876;4919;4717;2599;3324;3470;2741;1913;39777
301;2024;Italiani + stranieri;27027 - Noventa di Piave;13640;12168;12139;14392;16306;15462;19197;19679;15596;15854;11800;10410;176643
302;2024;Italiani + stranieri;27028 - Pianiga;747;1290;1960;2885;3204;2881;3014;2696;2958;2953;1549;818;26955
303;2024;Italiani + stranieri;27029 - Portogruaro;2795;2477;3070;3073;3784;4170;4451;5126;3942;3610;2723;2829;42050
304;2024;Italiani + stranieri;27031 - Quarto d'Altino;6596;9352;11440;15343;16795;16910;19194;19469;16589;16124;10434;9090;167336
305;2024;Italiani + stranieri;27032 - Salzano;494;795;997;827;916;1028;1004;814;1007;1407;1217;829;11335
306;2024;Italiani + stranieri;27033 - San Donà di Piave;4111;4408;4391;5022;6436;6301;8696;9072;6779;7068;5362;5000;72646
307;2024;Italiani + stranieri;27034 - San Michele al Tagliamento;2233;2061;26686;79342;499658;902374;1600834;1717592;689111;45657;4104;3053;5572705
308;2024;Italiani + stranieri;27035 - Santa Maria di Sala;302;326;394;457;565;292;334;488;530;464;314;280;4746
309;2024;Italiani + stranieri;27036 - San Stino di Livenza;850;875;1474;1446;1715;1811;2412;1929;1378;740;578;645;15853
310;2024;Italiani + stranieri;27037 - Scorzé;479;573;810;905;1088;884;1042;952;1119;1141;908;571;10472
311;2024;Italiani + stranieri;27038 - Spinea;817;894;1563;2081;1753;1514;1764;2321;2152;2346;1036;758;18999
312;2024;Italiani + stranieri;27039 - Stra;2273;3382;5148;6167;6316;6270;5992;5148;5720;5154;2927;2463;56960
313;2024;Italiani + stranieri;27042 - Venezia;596071;807838;1008386;1234350;1411985;1316830;1394763;1336885;1306319;1334765;874398;668383;13290973
314;2024;Italiani + stranieri;27043 - Vigonovo;485;575;658;806;643;585;402;662;658;748;619;507;7348
315;2024;Italiani + stranieri;27044 - Cavallino;3579;9706;38608;152270;862191;1101296;1643888;1876973;955712;105717;6353;4931;6761224
316;2024;Italiani + stranieri;28001 - Abano Terme;120019;111568;160503;171851;171024;144054;107714;174258;186030;190983;188658;133884;1860546
317;2024;Italiani + stranieri;28003 - Albignasego;1864;1786;2324;2995;3572;2890;3746;3608;3703;3279;2682;2057;34506
318;2024;Italiani + stranieri;28005 - Arquà Petrarca;319;299;522;832;968;936;1340;1666;1132;793;595;456;9858
319;2024;Italiani + stranieri;28008 - Bagnoli di Sopra;0;0;0;8;6;7;10;0;15;0;4;0;50
320;2024;Italiani + stranieri;28009 - Baone;119;142;603;1097;1357;1449;1929;2595;1691;1112;463;326;12883
321;2024;Italiani + stranieri;28011 - Battaglia Terme;140;171;225;270;401;299;205;280;225;215;146;234;2811
322;2024;Italiani + stranieri;28012 - Boara Pisani;845;784;795;1078;1059;810;1096;920;1156;1144;710;748;11145
323;2024;Italiani + stranieri;28013 - Borgoricco;321;339;368;348;421;358;403;421;357;420;357;362;4475
324;2024;Italiani + stranieri;28014 - Bovolenta;52;70;64;237;207;85;177;97;76;67;66;129;1327
325;2024;Italiani + stranieri;28015 - Brugine;89;93;97;168;85;120;168;289;88;178;171;211;1757
326;2024;Italiani + stranieri;28016 - Cadoneghe;674;406;386;367;421;494;726;480;579;713;335;473;6054
327;2024;Italiani + stranieri;28017 - Campodarsego;1316;1344;1253;1338;1574;1206;1316;474;1622;1625;1422;872;15362
328;2024;Italiani + stranieri;28018 - Campodoro;50;65;85;62;92;80;72;57;96;84;52;78;873
329;2024;Italiani + stranieri;28019 - Camposampiero;4642;4669;5431;6713;6580;6543;7330;6347;6887;6967;6307;4819;73235
330;2024;Italiani + stranieri;28020 - Campo San Martino;113;92;70;150;145;179;192;166;372;208;167;173;2027
331;2024;Italiani + stranieri;28023 - Carmignano di Brenta;292;197;294;441;442;422;420;247;608;393;289;157;4202
332;2024;Italiani + stranieri;28028 - Casalserugo;169;221;187;286;352;280;399;388;353;302;244;118;3299
333;2024;Italiani + stranieri;28030 - Cervarese Santa Croce;47;57;123;143;375;444;936;720;501;311;122;94;3873
334;2024;Italiani + stranieri;28031 - Cinto Euganeo;198;281;174;289;354;364;541;714;515;352;322;211;4315
335;2024;Italiani + stranieri;28032 - Cittadella;3332;3277;3706;4643;5021;4961;5179;2301;5325;5206;4089;3628;50668
336;2024;Italiani + stranieri;28033 - Codevigo;409;281;331;530;663;657;1072;1212;678;421;208;204;6666
337;2024;Italiani + stranieri;28034 - Conselve;722;1066;1031;2146;2287;2109;2050;1552;2056;1556;766;707;18048
338;2024;Italiani + stranieri;28035 - Correzzola;262;284;599;861;615;996;947;1310;973;428;279;406;7960
339;2024;Italiani + stranieri;28036 - Curtarolo;395;346;447;376;413;417;509;113;232;335;295;187;4065
340;2024;Italiani + stranieri;28037 - Este;1637;1787;2302;2572;2755;2256;2394;1493;2706;2567;2037;1557;26063
341;2024;Italiani + stranieri;28038 - Fontaniva;353;377;358;333;370;301;295;201;390;368;356;337;4039
342;2024;Italiani + stranieri;28040 - Galzignano Terme;8372;7902;9117;9894;9642;9164;11906;12752;9963;10213;9961;10309;119195
343;2024;Italiani + stranieri;28041 - Gazzo;425;538;451;1231;1357;1247;1531;1368;1492;725;609;312;11286
344;2024;Italiani + stranieri;28044 - Legnaro;576;724;760;822;942;1098;1256;1036;1102;901;906;896;11019
345;2024;Italiani + stranieri;28045 - Limena;818;747;848;1038;1061;1079;1143;765;1198;1102;905;883;11587
346;2024;Italiani + stranieri;28047 - Lozzo Atestino;188;203;206;178;279;317;273;187;181;129;125;163;2429
347;2024;Italiani + stranieri;28048 - Maserà di Padova;540;393;465;491;633;465;511;559;817;540;546;472;6432
348;2024;Italiani + stranieri;28053 - Merlara;30;12;19;72;43;27;37;56;104;93;82;75;650
349;2024;Italiani + stranieri;28054 - Mestrino;677;626;755;802;896;969;1176;625;919;735;675;620;9475
350;2024;Italiani + stranieri;28055 - Monselice;2405;2519;3230;4166;4583;4171;4931;4603;5167;4901;3303;2937;46916
351;2024;Italiani + stranieri;28056 - Montagnana;753;761;875;1349;1463;1768;1071;1223;1556;1266;1182;1100;14367
352;2024;Italiani + stranieri;28057 - Montegrotto Terme;42475;40199;65756;68970;65048;51621;43839;65515;71846;77525;68547;47103;708444
353;2024;Italiani + stranieri;28058 - Noventa Padovana;230;459;750;1816;2624;2501;3386;2000;2361;1971;1452;758;20308
354;2024;Italiani + stranieri;28060 - Padova;117997;120425;139560;164685;179183;162503;158692;141068;160727;165533;133989;120637;1764999
355;2024;Italiani + stranieri;28063 - Piazzola sul Brenta;399;362;362;552;544;551;791;212;610;320;575;379;5657
356;2024;Italiani + stranieri;28064 - Piombino Dese;323;271;405;526;615;566;700;715;667;581;363;198;5930
357;2024;Italiani + stranieri;28065 - Piove di Sacco;1748;2152;3320;2918;3660;4139;3880;2753;3878;3531;2455;2221;36655
358;2024;Italiani + stranieri;28068 - Pontelongo;209;124;182;296;333;310;425;504;297;196;193;172;3241
359;2024;Italiani + stranieri;28069 - Ponte San Nicolò;1882;1771;2221;2458;2905;2472;2640;2293;2784;2697;2012;1673;27808
360;2024;Italiani + stranieri;28071 - Rovolon;141;121;244;399;607;412;1123;1073;651;434;395;358;5958
361;2024;Italiani + stranieri;28072 - Rubano;1114;837;1129;1451;1876;1163;1469;1184;1797;1545;1129;1024;15718
362;2024;Italiani + stranieri;28076 - San Giorgio in Bosco;916;819;823;1514;1719;1597;1655;1372;1612;1420;928;937;15312
363;2024;Italiani + stranieri;28077 - San Martino di Lupari;490;543;618;666;720;582;809;732;1109;838;756;719;8582
364;2024;Italiani + stranieri;28082 - Santangelo di Piove di Sacco;36;151;84;75;70;144;152;70;150;125;93;87;1237
365;2024;Italiani + stranieri;28083 - Sant'Elena;0;0;0;0;51;60;62;108;121;60;0;0;462
366;2024;Italiani + stranieri;28084 - Sant'Urbano;0;0;12;42;32;16;15;87;0;0;0;24;228
367;2024;Italiani + stranieri;28085 - Saonara;111;71;140;186;199;105;190;97;230;184;88;96;1697
368;2024;Italiani + stranieri;28086 - Selvazzano Dentro;1474;1364;2002;2285;2839;2578;2747;2127;2675;2460;1702;2109;26362
369;2024;Italiani + stranieri;28089 - Teolo;1478;1324;8597;10249;10988;9478;8916;12078;11288;10620;10155;4196;99367
370;2024;Italiani + stranieri;28092 - Torreglia;877;901;1129;1033;920;921;1026;979;904;830;780;763;11063
371;2024;Italiani + stranieri;28093 - Trebaseleghe;439;544;631;516;612;485;539;229;644;560;406;341;5946
372;2024;Italiani + stranieri;28095 - Urbana;111;101;92;68;79;181;209;71;143;106;143;98;1402
373;2024;Italiani + stranieri;28096 - Veggiano;325;499;544;479;368;319;389;299;326;331;236;303;4418
374;2024;Italiani + stranieri;28097 - Vescovana;91;43;117;135;204;103;197;132;135;130;111;66;1464
375;2024;Italiani + stranieri;28099 - Vigodarzere;130;140;152;199;277;205;241;99;278;278;207;179;2385
376;2024;Italiani + stranieri;28101 - Villa del Conte;1498;1329;1346;1368;1489;1244;1304;1396;1534;1374;1486;1264;16632
377;2024;Italiani + stranieri;28103 - Villafranca Padovana;930;1111;920;1057;1167;930;1148;602;963;1068;973;502;11371
378;2024;Italiani + stranieri;28105 - Vò euganeo;977;641;1175;1087;1244;1011;1341;939;947;927;572;502;11363
379;2024;Italiani + stranieri;28106 - Due Carrare;255;302;360;571;602;410;613;551;487;447;315;499;5412
380;2024;Italiani + stranieri;29001 - Adria;1102;958;1505;1833;2021;2198;1790;1798;1531;1487;1363;1216;18802
381;2024;Italiani + stranieri;29002 - Ariano nel Polesine;72;405;342;554;1050;722;679;978;422;183;268;162;5837
382;2024;Italiani + stranieri;29004 - Badia Polesine;366;361;442;433;621;806;595;529;621;521;442;336;6073
383;2024;Italiani + stranieri;29019 - Crespino;74;55;165;129;137;173;110;238;182;92;152;89;1596
384;2024;Italiani + stranieri;29024 - Fratta Polesine;564;680;636;620;658;596;615;676;799;689;590;449;7572
385;2024;Italiani + stranieri;29029 - Lendinara;106;241;268;244;118;205;317;314;275;167;139;199;2593
386;2024;Italiani + stranieri;29030 - Loreo;190;181;235;218;213;231;327;428;265;116;86;74;2564
387;2024;Italiani + stranieri;29033 - Occhiobello;3434;3790;4420;5549;6163;5580;5553;1679;5901;6618;5047;3594;57328
388;2024;Italiani + stranieri;29036 - Pincara;3;19;32;16;100;34;29;33;50;18;21;21;376
389;2024;Italiani + stranieri;29037 - Polesella;1345;1423;1585;1635;1636;1335;1503;1453;1324;1513;1403;1370;17525
390;2024;Italiani + stranieri;29038 - Pontecchio Polesine;0;0;73;148;153;115;411;208;189;69;18;0;1384
391;2024;Italiani + stranieri;29039 - Porto Tolle;742;711;1663;3099;6149;10859;20977;24093;6223;1594;916;898;77924
392;2024;Italiani + stranieri;29040 - Rosolina;516;1018;7259;8649;70672;192153;307504;345316;73796;2823;554;797;1011057
393;2024;Italiani + stranieri;29041 - Rovigo;5048;5498;5918;7221;6644;6851;6823;5157;6902;6420;5928;4343;72753
394;2024;Italiani + stranieri;29046 - Taglio di Po;559;582;738;1417;1208;1214;2476;2750;1192;922;729;507;14294
395;2024;Italiani + stranieri;29048 - Villadose;121;126;106;147;168;180;112;267;255;212;168;103;1965
396;2024;Italiani + stranieri;29052 - Porto Viro;715;888;978;1433;1423;1571;1949;2531;1066;933;964;646;15097

