progressivo;anno;provenienza;"Comuni";"Gen Presenze";"Feb Presenze";"Mar Presenze";"Apr Presenze";"Mag Presenze";"Giu Presenze";"Lug Presenze";"Ago Presenze";"Set Presenze";"Ott Presenze";"Nov Presenze";"Dic Presenze";"Totale presenze"
55;2025;Italiani + stranieri;23081 - Soave;3463;3612;2411;6074;6988;6849;7899;7211;5154;5509;3527;2830;61527
56;2025;Italiani + stranieri;23082 - Sommacampagna;6694;6543;7604;8738;9579;10018;11221;11648;10326;8567;7664;7209;105811
57;2025;Italiani + stranieri;23083 - Sona;1233;1116;1841;5028;4731;6124;9066;9925;5900;3483;1961;1882;52290
58;2025;Italiani + stranieri;23084 - Sorgà;75;138;181;198;292;303;488;373;240;181;146;168;2783
59;2025;Italiani + stranieri;23086 - Torri del Benaco;1750;1180;6295;31934;45860;71265;90910;95428;68958;35620;2896;4525;456621
60;2025;Italiani + stranieri;23087 - Tregnago;411;485;546;804;854;1136;1611;1806;1354;934;727;571;11239
61;2025;Italiani + stranieri;23089 - Valeggio sul Mincio;4177;3350;5205;45698;53485;93357;117984;126655;64908;9480;5354;5540;535193
62;2025;Italiani + stranieri;23090 - Velo Veronese;129;73;81;305;647;1014;2279;3229;365;207;136;366;8831
63;2025;Italiani + stranieri;23091 - Verona;168299;158400;208813;292784;312733;319657;375150;369115;351805;297702;207578;238744;3300780
64;2025;Italiani + stranieri;23093 - Vestenanova;27;9;69;186;124;293;458;433;264;0;6;46;1915
65;2025;Italiani + stranieri;23094 - Vigasio;3655;3252;4042;4608;4510;4799;5614;5740;4779;3890;2885;3329;51103
66;2025;Italiani + stranieri;23095 - Villa Bartolomea;1407;1465;1807;1958;2263;2525;2107;2429;2821;2166;1503;1265;23716
67;2025;Italiani + stranieri;23096 - Villafranca di Verona;15642;18749;25612;29708;33650;34082;39230;36178;33522;29460;18698;16489;331020
68;2025;Italiani + stranieri;23097 - Zevio;1148;897;950;1523;1761;1857;2298;2191;2264;1582;1453;1133;19057
69;2025;Italiani + stranieri;23098 - Zimella;94;172;162;219;85;66;74;52;89;75;42;92;1222
70;2025;Italiani + stranieri;24001 - Agugliaro;159;53;206;279;266;338;445;353;372;292;221;174;3158
71;2025;Italiani + stranieri;24004 - Altavilla Vicentina;5063;4869;5387;6091;6585;6399;6569;5980;6031;6977;4272;3808;68031
72;2025;Italiani + stranieri;24005 - Altissimo;116;68;102;201;201;206;373;258;189;185;135;101;2135
73;2025;Italiani + stranieri;24006 - Arcugnano;1324;941;1439;2258;2592;3031;3384;3386;3040;2450;1086;1120;26051
74;2025;Italiani + stranieri;24007 - Arsiero;461;660;521;817;976;646;754;1763;798;531;466;796;9189
75;2025;Italiani + stranieri;24008 - Arzignano;574;618;509;674;531;472;764;224;729;755;543;396;6789
76;2025;Italiani + stranieri;24009 - Asiago;29428;22899;17312;16758;17332;24025;49490;61567;25211;13166;12707;28820;318715
77;2025;Italiani + stranieri;24012 - Bassano del Grappa;9816;9775;13539;16621;19442;16737;19497;17886;19232;18799;13689;13954;188987
78;2025;Italiani + stranieri;24013 - Bolzano Vicentino;1450;1361;1630;2172;2539;2116;1809;1583;1590;1860;1039;1244;20393
79;2025;Italiani + stranieri;24014 - Breganze;567;383;458;510;655;585;546;503;670;557;544;453;6431
80;2025;Italiani + stranieri;24015 - Brendola;430;305;374;422;372;509;606;446;487;464;330;316;5061
81;2025;Italiani + stranieri;24017 - Brogliano;299;303;360;276;343;342;361;114;403;437;330;199;3767
82;2025;Italiani + stranieri;24020 - Calvene;46;11;15;46;83;46;153;132;102;45;15;46;740
83;2025;Italiani + stranieri;24021 - Camisano Vicentino;95;57;132;164;199;164;232;328;154;212;138;118;1993
84;2025;Italiani + stranieri;24026 - Cassola;2546;2055;2281;2653;3011;2647;3045;2334;2627;2778;1931;2380;30288
85;2025;Italiani + stranieri;24027 - Castegnero;243;139;160;507;694;711;868;905;568;357;193;283;5628
86;2025;Italiani + stranieri;24028 - Castelgomberto;228;120;145;258;375;467;469;746;403;336;151;185;3883
87;2025;Italiani + stranieri;24029 - Chiampo;1414;1267;1238;1815;2352;1995;2018;1671;1827;2018;1246;1116;19977
88;2025;Italiani + stranieri;24034 - Cornedo Vicentino;354;389;383;282;332;333;432;171;386;372;263;199;3896
89;2025;Italiani + stranieri;24035 - Costabissara;932;718;820;861;1010;846;730;492;865;681;969;883;9807
90;2025;Italiani + stranieri;24036 - Creazzo;4744;4124;5489;5172;6696;6260;8496;7270;6294;5815;3976;4254;68590
91;2025;Italiani + stranieri;24037 - Crespadoro;211;250;217;119;57;266;535;869;92;360;290;200;3466
92;2025;Italiani + stranieri;24038 - Dueville;302;159;161;177;222;133;281;388;278;169;126;89;2485
93;2025;Italiani + stranieri;24039 - Enego;118;150;148;48;65;408;1635;1897;300;60;50;308;5187
94;2025;Italiani + stranieri;24040 - Fara Vicentino;257;260;218;337;491;320;747;713;435;197;54;124;4153
95;2025;Italiani + stranieri;24041 - Foza;272;76;93;179;201;564;1414;1878;183;159;89;476;5584
96;2025;Italiani + stranieri;24042 - Gallio;8345;7257;5933;5153;5349;7445;20222;21590;8033;4991;4445;8733;107496
97;2025;Italiani + stranieri;24046 - Grisignano di Zocco;1876;1427;1279;2042;2443;2649;2819;1160;2211;2269;1151;756;22082
98;2025;Italiani + stranieri;24047 - Grumolo delle Abbadesse;1855;1708;1732;316;1620;2321;1691;548;2317;1693;1400;1349;18550
99;2025;Italiani + stranieri;24048 - Isola Vicentina;218;235;249;268;268;274;332;378;320;231;148;89;3010
100;2025;Italiani + stranieri;24051 - Longare;366;234;294;596;460;784;1107;1027;671;538;352;358;6787
101;2025;Italiani + stranieri;24052 - Lonigo;2119;1865;2750;2675;3001;3085;3456;3098;3662;2953;2393;1857;32914
102;2025;Italiani + stranieri;24053 - Lugo di Vicenza;141;121;82;164;229;235;416;896;91;138;137;277;2927
103;2025;Italiani + stranieri;24055 - Malo;1156;1162;1257;1553;1734;1807;1922;1084;2066;2128;1322;1421;18612
104;2025;Italiani + stranieri;24056 - Marano Vicentino;395;434;470;616;595;565;595;339;567;596;470;342;5984
105;2025;Italiani + stranieri;24057 - Marostica;1079;863;1141;2222;2793;2261;2772;1817;2394;1843;1080;1219;21484
106;2025;Italiani + stranieri;24060 - Montebello Vicentino;1175;1061;1172;1401;1818;1724;2067;1670;1921;1798;1381;1165;18353
107;2025;Italiani + stranieri;24061 - Montecchio Maggiore;10322;9370;10835;10393;11524;11018;12750;11942;12345;12848;9313;7214;129874
108;2025;Italiani + stranieri;24064 - Montegalda;421;210;309;447;544;729;820;848;829;534;304;401;6396
109;2025;Italiani + stranieri;24065 - Montegaldella;107;36;213;110;230;263;282;103;86;116;118;87;1751
110;2025;Italiani + stranieri;24066 - Monteviale;38;102;138;60;138;105;51;86;83;144;173;36;1154
111;2025;Italiani + stranieri;24067 - Monticello Conte Otto;257;255;346;360;570;432;449;343;382;273;281;210;4158
112;2025;Italiani + stranieri;24068 - Montorso Vicentino;437;468;482;480;636;542;695;592;610;444;550;281;6217
113;2025;Italiani + stranieri;24071 - Nanto;83;20;40;103;55;68;156;48;83;89;14;50;809
114;2025;Italiani + stranieri;24074 - Noventa Vicentina;645;607;711;674;755;556;842;483;913;984;779;743;8692
115;2025;Italiani + stranieri;24077 - Pianezze;25;14;35;29;39;53;82;105;50;56;16;73;577
116;2025;Italiani + stranieri;24078 - Piovene Rocchette;102;130;114;93;40;31;51;83;85;30;89;119;967
117;2025;Italiani + stranieri;24079 - Poiana Maggiore;52;61;78;104;93;128;124;67;120;105;87;76;1095
118;2025;Italiani + stranieri;24080 - Posina;97;33;47;4;206;376;390;580;393;116;91;39;2372
119;2025;Italiani + stranieri;24081 - Pove del Grappa;739;676;716;809;885;800;1173;993;1015;1032;758;747;10343
120;2025;Italiani + stranieri;24083 - Quinto Vicentino;205;192;180;213;347;270;234;239;213;296;214;221;2824
121;2025;Italiani + stranieri;24084 - Recoaro Terme;700;582;811;824;968;1308;2620;3419;1281;989;632;898;15032
122;2025;Italiani + stranieri;24085 - Roana;11251;9085;7599;5626;6729;12164;34895;37531;14245;5860;5535;10965;161485
123;2025;Italiani + stranieri;24086 - Romano d'Ezzelino;1126;1116;1521;1969;1923;1463;2295;2280;1639;1948;1368;1238;19886
124;2025;Italiani + stranieri;24087 - Rosà;327;395;476;434;440;431;568;534;452;448;502;376;5383
125;2025;Italiani + stranieri;24091 - Sandrigo;1519;686;1578;1006;1618;1584;1607;737;1667;1714;1558;721;15995
126;2025;Italiani + stranieri;24095 - Santorso;819;821;763;977;772;769;797;495;625;524;623;508;8493
127;2025;Italiani + stranieri;24097 - Sarcedo;624;627;762;507;515;549;669;618;513;435;322;321;6462
128;2025;Italiani + stranieri;24100 - Schio;4960;4479;6504;5430;6703;6456;7850;5160;7010;6414;4785;4428;70179
129;2025;Italiani + stranieri;24104 - Tezze sul Brenta;2433;2497;2553;2942;3723;3000;3844;3438;3887;3747;2725;2913;37702
130;2025;Italiani + stranieri;24105 - Thiene;1042;856;677;955;952;746;874;553;1106;922;919;953;10555
131;2025;Italiani + stranieri;24106 - Tonezza del Cimone;1020;95;625;321;982;2951;10462;11699;1274;160;256;1864;31709
132;2025;Italiani + stranieri;24108 - Torri di Quartesolo;630;361;484;679;567;613;787;478;656;386;461;446;6548
133;2025;Italiani + stranieri;24110 - Trissino;480;388;579;562;636;652;860;888;695;598;390;365;7093
134;2025;Italiani + stranieri;24111 - Valdagno;232;336;331;379;364;518;839;549;616;426;296;319;5205
135;2025;Italiani + stranieri;24113 - Valli del Pasubio;196;176;157;153;270;1080;1136;1554;1048;871;367;224;7232
136;2025;Italiani + stranieri;24115 - Velo d'Astico;59;71;92;218;161;98;174;370;179;66;122;136;1746
137;2025;Italiani + stranieri;24116 - Vicenza;38795;32459;45838;51106;54010;52565;57537;45410;52414;48752;35002;33441;547329
138;2025;Italiani + stranieri;24117 - Villaga;71;103;238;320;401;260;768;330;433;294;154;200;3572
139;2025;Italiani + stranieri;24118 - Villaverla;433;238;193;364;422;381;285;412;477;442;402;343;4392
140;2025;Italiani + stranieri;24121 - Zovencedo;141;67;9;80;78;41;41;62;128;36;4;9;696
141;2025;Italiani + stranieri;24122 - Zugliano;121;83;146;146;183;242;426;395;378;234;196;179;2729
142;2025;Italiani + stranieri;24123 - Val Liona;45;2;4;47;46;94;234;181;176;58;18;32;937
143;2025;Italiani + stranieri;24124 - Barbarano Mossano;217;110;109;283;302;338;408;507;422;366;191;183;3436
144;2025;Italiani + stranieri;24125 - Valbrenta;448;340;420;780;805;869;1755;2379;484;332;355;561;9528
145;2025;Italiani + stranieri;24126 - Colceresa;828;707;813;817;980;928;1179;1081;1172;808;652;701;10666
146;2025;Italiani + stranieri;24127 - Lusiana Conco;386;260;332;740;624;1125;2707;3067;917;483;296;647;11584
147;2025;Italiani + stranieri;25001 - Agordo;1769;1515;1291;1347;1673;2379;3549;1432;1954;1225;422;763;19319
148;2025;Italiani + stranieri;25003 - Alleghe;24319;28419;17642;2753;4605;14035;30840;33907;14489;4317;1602;13314;190242
149;2025;Italiani + stranieri;25004 - Arsié;152;103;75;1518;3328;7696;12263;13032;3023;302;121;295;41908
150;2025;Italiani + stranieri;25005 - Auronzo di Cadore;14943;16429;6807;3114;8571;46988;80864;85640;40835;13162;2830;12990;333173
151;2025;Italiani + stranieri;25006 - Belluno;9156;8734;9028;11051;12197;13933;17854;23127;13195;10460;8682;10884;148301
152;2025;Italiani + stranieri;25007 - Borca di Cadore;8429;10382;6733;4570;5382;13598;19896;19969;13767;5784;4474;7984;120968
153;2025;Italiani + stranieri;25008 - Calalzo di Cadore;2968;2197;1969;2441;3233;6461;12163;13594;5773;3445;1902;3656;59802
154;2025;Italiani + stranieri;25010 - Cencenighe Agordino;359;699;225;220;302;621;1287;1793;467;194;46;431;6644
155;2025;Italiani + stranieri;25011 - Cesiomaggiore;175;105;153;317;474;552;983;1341;650;256;116;239;5361
156;2025;Italiani + stranieri;25012 - Chies d'Alpago;723;367;337;648;384;379;1295;1603;847;711;419;698;8411
157;2025;Italiani + stranieri;25013 - Cibiana di Cadore;527;571;222;351;270;1096;1818;2155;834;307;89;411;8651
158;2025;Italiani + stranieri;25014 - Colle Santa Lucia;2248;2819;1559;457;671;1743;3369;4170;2405;808;203;1172;21624
159;2025;Italiani + stranieri;25015 - Comelico Superiore;8003;9496;4810;1133;1820;7602;21254;23943;7891;2135;610;6837;95534
160;2025;Italiani + stranieri;25016 - Cortina d'Ampezzo;100334;109017;82465;38017;34502;110569;162158;180662;109586;44095;29772;80009;1081186
161;2025;Italiani + stranieri;25017 - Danta di Cadore;261;239;105;178;230;599;1233;1356;397;0;161;264;5023
162;2025;Italiani + stranieri;25018 - Domegge di Cadore;538;282;225;309;539;1322;3043;3428;1187;398;200;634;12105
163;2025;Italiani + stranieri;25019 - Falcade;41171;45643;22013;3015;1335;16072;52720;60024;14922;1479;604;21491;280489
164;2025;Italiani + stranieri;25021 - Feltre;3339;3287;3902;4706;4475;5486;6110;6930;5143;3970;3215;3456;54019
165;2025;Italiani + stranieri;25022 - Fonzaso;117;95;174;175;183;226;290;450;331;174;183;176;2574
166;2025;Italiani + stranieri;25023 - Canale d'Agordo;3621;3630;1876;1429;1594;5164;12994;16650;4167;2187;1125;3769;58206
167;2025;Italiani + stranieri;25025 - Gosaldo;138;45;3;70;88;334;2074;2340;473;89;2;383;6039
168;2025;Italiani + stranieri;25026 - Lamon;480;290;229;495;803;1263;2213;2975;1250;644;255;409;11306
169;2025;Italiani + stranieri;25029 - Limana;463;305;463;607;455;698;1618;1502;582;644;628;655;8620
170;2025;Italiani + stranieri;25030 - Livinallongo del Col di Lana;67969;70330;51244;2660;2490;27512;56970;67167;25528;2034;621;48066;422591
171;2025;Italiani + stranieri;25032 - Lorenzago di Cadore;863;870;435;837;1109;1491;2909;3044;1158;1045;635;1030;15426
172;2025;Italiani + stranieri;25033 - Lozzo di Cadore;252;287;212;273;454;871;1584;1723;717;226;118;399;7116
173;2025;Italiani + stranieri;25036 - Pedavena;722;555;806;1000;792;1245;1646;1915;1023;923;365;857;11849
174;2025;Italiani + stranieri;25037 - Perarolo di Cadore;312;278;177;250;300;665;1491;1833;602;270;68;309;6555
175;2025;Italiani + stranieri;25039 - Pieve di Cadore;3364;2659;2026;3032;3784;6691;12603;13316;5558;3870;1859;3877;62639
176;2025;Italiani + stranieri;25040 - Ponte nelle Alpi;1520;1892;1796;1726;2720;2780;3546;3631;2853;2418;2160;2154;29196
177;2025;Italiani + stranieri;25043 - Rivamonte Agordino;315;427;470;432;556;1011;1402;1800;898;616;438;610;8975
178;2025;Italiani + stranieri;25044 - Rocca Pietore;26996;30186;16873;2666;2562;16489;45232;54128;16953;3014;1313;17389;233801
179;2025;Italiani + stranieri;25045 - San Gregorio nelle Alpi;87;60;97;211;196;293;911;955;208;95;98;72;3283
180;2025;Italiani + stranieri;25046 - San Nicolò di Comelico;792;738;351;237;605;1147;2313;2307;1230;841;197;878;11636
181;2025;Italiani + stranieri;25047 - San Pietro di Cadore;658;370;314;332;445;1472;5046;7076;1663;564;264;622;18826
182;2025;Italiani + stranieri;25048 - Santa Giustina;474;506;451;523;441;731;2812;2533;1133;705;376;515;11200
183;2025;Italiani + stranieri;25049 - San Tomaso Agordino;373;656;295;205;414;545;1147;1235;600;276;40;407;6193
184;2025;Italiani + stranieri;25050 - Santo Stefano di Cadore;3141;2165;1602;1621;2248;5078;9923;20338;4833;1772;1213;3327;57261
185;2025;Italiani + stranieri;25051 - San Vito di Cadore;21446;23729;16578;7970;8546;18223;30117;31628;18905;10648;6037;17029;210856
186;2025;Italiani + stranieri;25053 - Sedico;686;641;792;930;1083;1142;1844;1938;1078;885;483;535;12037
187;2025;Italiani + stranieri;25054 - Selva di Cadore;18417;18993;8421;1038;1969;9806;19311;21245;5085;1384;855;8049;114573
188;2025;Italiani + stranieri;25056 - Sospirolo;915;825;844;1321;1533;1818;2676;3199;1542;1207;712;855;17447
189;2025;Italiani + stranieri;25058 - Sovramonte;674;2;110;256;358;1904;4292;4101;688;178;72;492;13127
190;2025;Italiani + stranieri;25059 - Taibon Agordino;555;581;327;220;314;1240;2166;2253;1088;419;339;674;10176
191;2025;Italiani + stranieri;25060 - Tambre;125;185;176;101;393;518;2214;3087;497;199;184;249;7928
192;2025;Italiani + stranieri;25063 - Valle di Cadore;1858;2096;1337;1571;2315;4197;6841;8953;3561;2820;1796;3336;40681
193;2025;Italiani + stranieri;25065 - Vigo di Cadore;280;217;153;155;407;1864;5343;6403;2294;504;211;681;18512
194;2025;Italiani + stranieri;25066 - Vodo Cadore;1993;2196;1072;1279;1795;3112;4941;5473;3350;1880;934;2447;30472
195;2025;Italiani + stranieri;25067 - Voltago Agordino;739;395;364;556;515;1317;2784;3262;749;587;263;931;12462
196;2025;Italiani + stranieri;25069 - Zoppé di Cadore;130;172;50;154;135;241;354;308;141;135;50;103;1973
197;2025;Italiani + stranieri;25071 - Longarone;129;499;406;544;610;1296;2447;2854;1805;862;487;653;12592
198;2025;Italiani + stranieri;25072 - Alpago;242;428;415;1534;4999;9620;11019;14163;2989;1006;569;746;47730
199;2025;Italiani + stranieri;25073 - Val di Zoldo;30874;28151;17846;2502;1966;17507;45891;56406;14865;1701;846;20075;238630
200;2025;Italiani + stranieri;25074 - Borgo Valbelluna;1243;1055;1385;1703;1888;2622;6659;5761;2065;1428;852;1628;28289
201;2025;Italiani + stranieri;25075 - Setteville;1424;1627;1913;1780;1845;1481;1947;2150;1858;1741;1909;1412;21087
202;2025;Italiani + stranieri;26001 - Altivole;438;495;302;548;486;392;338;319;620;543;447;431;5359
203;2025;Italiani + stranieri;26002 - Arcade;56;105;90;76;90;75;90;81;47;69;51;43;873
204;2025;Italiani + stranieri;26003 - Asolo;1177;1040;1494;2799;3993;4061;4302;3799;4473;3348;2016;1508;34010
205;2025;Italiani + stranieri;26004 - Borso del Grappa;2693;2468;5375;6408;5727;5976;7356;7589;6452;6754;3604;3240;63642
206;2025;Italiani + stranieri;26005 - Breda di Piave;524;623;1263;912;1250;878;1198;1190;957;762;797;744;11098
207;2025;Italiani + stranieri;26006 - Caerano di San Marco;692;492;505;967;1299;968;1170;1134;1113;1124;934;852;11250
208;2025;Italiani + stranieri;26007 - Cappella Maggiore;42;75;79;148;150;237;667;513;161;109;74;121;2376
209;2025;Italiani + stranieri;26008 - Carbonera;134;162;183;284;228;201;211;308;177;277;74;241;2480
210;2025;Italiani + stranieri;26009 - Casale sul Sile;1408;1608;1665;2130;2284;2075;2302;2144;1836;1739;1683;1697;22571
211;2025;Italiani + stranieri;26010 - Casier;460;475;549;430;667;463;585;637;593;587;457;483;6386
212;2025;Italiani + stranieri;26011 - Castelcucco;55;80;458;324;393;355;466;433;231;323;416;227;3761
213;2025;Italiani + stranieri;26012 - Castelfranco Veneto;6056;6951;6945;7299;8977;8181;8342;6601;10413;9431;7494;7099;93789
214;2025;Italiani + stranieri;26013 - Castello di Godego;1097;986;1016;811;870;858;876;899;1135;1067;966;1092;11673
215;2025;Italiani + stranieri;26014 - Cavaso del Tomba;367;201;836;1088;1581;1338;1593;1368;1271;1229;633;750;12255
216;2025;Italiani + stranieri;26015 - Cessalto;1274;1042;1077;1187;1324;1263;1661;1832;1222;1116;966;889;14853
217;2025;Italiani + stranieri;26016 - Chiarano;117;161;168;222;352;522;598;774;461;318;247;77;4017
218;2025;Italiani + stranieri;26017 - Cimadolmo;93;159;287;263;295;234;348;417;131;213;208;207;2855
219;2025;Italiani + stranieri;26018 - Cison di Valmarino;957;857;1338;1762;2637;2776;2762;3429;2674;2427;1337;1485;24441
220;2025;Italiani + stranieri;26019 - Codogné;1421;1090;1179;1625;1420;1568;1885;1166;1626;1449;1232;1008;16669
221;2025;Italiani + stranieri;26020 - Colle Umberto;466;421;526;647;744;742;888;524;909;695;523;434;7519
222;2025;Italiani + stranieri;26021 - Conegliano;7381;6042;8050;9925;12545;12742;12578;10171;11230;12397;10067;9764;122892
223;2025;Italiani + stranieri;26022 - Cordignano;437;406;426;703;614;684;926;974;894;700;752;763;8279
224;2025;Italiani + stranieri;26023 - Cornuda;223;30;40;105;158;427;211;222;143;145;29;97;1830
225;2025;Italiani + stranieri;26025 - Crocetta del Montello;364;382;531;584;406;366;445;486;490;346;175;241;4816
226;2025;Italiani + stranieri;26026 - Farra di Soligo;685;794;1049;1837;2774;2594;3246;3244;3133;2318;986;1290;23950
227;2025;Italiani + stranieri;26027 - Follina;671;789;1242;1798;2489;2449;2311;2695;2555;1388;1022;1022;20431
228;2025;Italiani + stranieri;26028 - Fontanelle;1;17;28;45;82;11;58;31;52;6;0;3;334
229;2025;Italiani + stranieri;26029 - Fonte;31;50;67;80;128;121;114;159;128;114;57;84;1133
230;2025;Italiani + stranieri;26030 - Fregona;487;317;344;426;635;540;912;990;763;790;253;235;6692
