progressivo;anno;provenienza;"Comuni";"Gen Presenze";"Feb Presenze";"Mar Presenze";"Apr Presenze";"Mag Presenze";"Giu Presenze";"Lug Presenze";"Ago Presenze";"Set Presenze";"Ott Presenze";"Nov Presenze";"Dic Presenze";"Totale presenze"
231;2025;Italiani + stranieri;26031 - Gaiarine;239;259;362;382;401;281;316;456;359;290;308;309;3962
232;2025;Italiani + stranieri;26032 - Giavera del Montello;111;192;148;259;444;530;526;756;594;848;707;712;5827
233;2025;Italiani + stranieri;26033 - Godega di Sant'Urbano;787;729;801;1111;1228;1009;1037;990;1186;1074;872;1019;11843
234;2025;Italiani + stranieri;26034 - Gorgo al Monticano;464;363;411;586;709;895;1008;1225;950;646;373;512;8142
235;2025;Italiani + stranieri;26035 - Istrana;253;234;300;381;518;366;329;195;397;427;290;194;3884
236;2025;Italiani + stranieri;26036 - Loria;124;121;157;172;201;211;311;243;248;193;195;9;2185
237;2025;Italiani + stranieri;26037 - Mansué;65;68;111;345;283;380;589;357;420;241;120;69;3048
238;2025;Italiani + stranieri;26039 - Maser;586;750;1165;1352;1635;1341;1760;1446;1431;1235;1166;1144;15011
239;2025;Italiani + stranieri;26040 - Maserada sul Piave;242;302;401;425;481;394;642;255;472;536;421;356;4927
240;2025;Italiani + stranieri;26042 - Miane;249;59;129;601;881;770;903;1544;1004;732;415;459;7746
241;2025;Italiani + stranieri;26043 - Mogliano Veneto;7239;8170;9812;13554;17066;14016;17899;16376;15656;16835;10868;9776;157267
242;2025;Italiani + stranieri;26044 - Monastier di Treviso;2922;2854;2906;4856;6035;6303;7717;5885;4342;4524;2543;2232;53119
243;2025;Italiani + stranieri;26045 - Monfumo;91;104;128;296;538;423;616;636;538;300;174;279;4123
244;2025;Italiani + stranieri;26046 - Montebelluna;2145;1989;2280;2659;3641;2596;3327;2415;3502;3199;1781;2208;31742
245;2025;Italiani + stranieri;26049 - Motta di Livenza;396;273;298;325;571;501;540;679;404;404;375;268;5034
246;2025;Italiani + stranieri;26050 - Nervesa della Battaglia;192;196;146;348;461;535;866;903;396;457;399;431;5330
247;2025;Italiani + stranieri;26051 - Oderzo;2014;2103;2087;2460;2581;2365;3088;2727;2594;2539;2268;1569;28395
248;2025;Italiani + stranieri;26055 - Paese;456;860;842;865;1133;939;898;690;1069;967;807;706;10232
249;2025;Italiani + stranieri;26056 - Pederobba;79;55;93;300;363;296;375;561;398;215;163;204;3102
250;2025;Italiani + stranieri;26057 - Pieve di Soligo;1873;1781;2287;2891;3290;2820;2031;1905;2485;2512;1326;1557;26758
251;2025;Italiani + stranieri;26058 - Ponte di Piave;1391;1573;2129;2034;1994;2480;2127;1938;2145;1781;1992;1272;22856
252;2025;Italiani + stranieri;26059 - Ponzano Veneto;291;202;336;337;504;442;462;213;439;521;389;233;4369
253;2025;Italiani + stranieri;26061 - Possagno;84;18;33;113;152;208;246;340;120;112;41;111;1578
254;2025;Italiani + stranieri;26062 - Povegliano;65;254;250;248;141;179;236;146;64;179;136;67;1965
255;2025;Italiani + stranieri;26063 - Preganziol;5016;4971;5942;7695;9184;8605;9714;8647;8272;8012;4801;3849;84708
256;2025;Italiani + stranieri;26064 - Quinto di Treviso;2901;3572;4084;4685;5794;5291;5191;5095;5924;5732;3775;3065;55109
257;2025;Italiani + stranieri;26065 - Refrontolo;146;94;183;370;540;593;689;695;573;426;175;198;4682
258;2025;Italiani + stranieri;26066 - Resana;79;139;197;137;264;299;381;180;200;269;104;101;2350
259;2025;Italiani + stranieri;26067 - Revine Lago;495;442;506;761;1255;1509;1919;2529;1345;1036;611;554;12962
260;2025;Italiani + stranieri;26068 - Riese Pio X;669;688;856;743;1200;945;1145;720;985;953;828;733;10465
261;2025;Italiani + stranieri;26069 - Roncade;1110;1080;1229;2273;3007;2475;3083;2854;2117;2557;1718;943;24446
262;2025;Italiani + stranieri;26070 - Salgareda;988;534;610;874;1010;995;2027;1434;1245;1497;856;902;12972
263;2025;Italiani + stranieri;26071 - San Biagio di Callalta;793;1099;977;1455;1650;1918;2113;2062;1655;1608;1128;1142;17600
264;2025;Italiani + stranieri;26072 - San Fior;343;341;415;545;612;630;517;500;657;622;482;295;5959
265;2025;Italiani + stranieri;26073 - San Pietro di Feletto;634;641;605;1669;2110;2380;2785;3226;2251;1652;577;771;19301
266;2025;Italiani + stranieri;26074 - San Polo di Piave;198;61;166;275;228;361;244;64;312;191;120;70;2290
267;2025;Italiani + stranieri;26075 - Santa Lucia di Piave;24;18;33;65;113;130;239;202;146;121;73;88;1252
268;2025;Italiani + stranieri;26076 - San Vendemiano;1102;1050;1200;1465;1518;1604;1976;1147;1807;1767;1277;1215;17128
269;2025;Italiani + stranieri;26077 - San Zenone degli Ezzelini;428;345;379;877;999;912;1120;1006;762;655;475;594;8552
270;2025;Italiani + stranieri;26078 - Sarmede;70;50;32;61;152;203;370;251;166;132;114;100;1701
271;2025;Italiani + stranieri;26079 - Segusino;57;38;49;152;217;252;255;381;274;141;62;190;2068
272;2025;Italiani + stranieri;26080 - Sernaglia della Battaglia;119;79;105;139;216;135;143;176;170;199;90;116;1687
273;2025;Italiani + stranieri;26081 - Silea;3028;2723;3580;4208;5109;5124;6292;5201;4802;4498;3316;2827;50708
274;2025;Italiani + stranieri;26082 - Spresiano;2566;2509;3439;3854;4126;3544;4529;3668;4032;4289;3021;3174;42751
275;2025;Italiani + stranieri;26083 - Susegana;1880;1776;1981;2305;2812;2618;3426;3745;3088;2651;1728;1739;29749
276;2025;Italiani + stranieri;26084 - Tarzo;311;364;496;1496;2631;4396;6404;7653;3332;1867;556;896;30402
277;2025;Italiani + stranieri;26085 - Trevignano;176;186;162;217;366;321;495;333;365;245;248;144;3258
278;2025;Italiani + stranieri;26086 - Treviso;23595;25332;31646;39208;44816;36084;37067;36153;40134;40976;28520;29049;412580
279;2025;Italiani + stranieri;26087 - Valdobbiadene;1151;1393;3420;6167;9436;8606;8787;9533;9762;7411;3457;3280;72403
280;2025;Italiani + stranieri;26089 - Vedelago;702;759;1215;1622;2482;2386;2463;2779;2228;1863;1249;1389;21137
281;2025;Italiani + stranieri;26090 - Vidor;66;58;147;375;428;360;421;400;450;385;208;280;3578
282;2025;Italiani + stranieri;26091 - Villorba;7012;6505;7679;7746;9909;8728;8251;6778;8525;8939;8240;7208;95520
283;2025;Italiani + stranieri;26092 - Vittorio Veneto;5677;4932;5737;6994;8099;7248;8968;9728;8086;7720;5475;5417;84081
284;2025;Italiani + stranieri;26093 - Volpago del Montello;444;411;516;625;789;930;991;906;1144;751;536;775;8818
285;2025;Italiani + stranieri;26095 - Zero Branco;166;111;133;393;651;617;892;1101;600;280;158;222;5324
286;2025;Italiani + stranieri;26096 - Pieve del Grappa;2526;3503;3961;3444;3896;5068;11564;9981;4888;4139;2909;2301;58180
287;2025;Italiani + stranieri;27002 - Campagna Lupia;2073;2275;2332;2005;2607;2250;2469;1801;2451;2484;2126;1846;26719
288;2025;Italiani + stranieri;27004 - Camponogara;96;89;99;154;196;145;198;203;139;189;148;126;1782
289;2025;Italiani + stranieri;27005 - Caorle;9314;5305;8972;105318;286371;879611;1191281;1254364;570804;28221;7753;21919;4369233
290;2025;Italiani + stranieri;27006 - Cavarzere;798;782;942;880;1016;1078;1177;1361;1139;989;909;1720;12791
291;2025;Italiani + stranieri;27007 - Ceggia;1267;1157;1297;1561;1610;1584;1649;1757;1429;1489;1140;1504;17444
292;2025;Italiani + stranieri;27008 - Chioggia;5838;6075;10628;59059;108383;344972;462292;501980;221626;25674;7590;8866;1762983
293;2025;Italiani + stranieri;27011 - Concordia Sagittaria;271;471;442;290;432;525;686;576;537;412;252;324;5218
294;2025;Italiani + stranieri;27012 - Dolo;2165;2843;3038;4529;4491;4860;4994;5561;5548;4822;2765;3133;48749
295;2025;Italiani + stranieri;27013 - Eraclea;205;304;458;2064;15896;104012;85040;146180;51335;942;814;605;407855
296;2025;Italiani + stranieri;27015 - Fossalta di Piave;153;184;211;277;364;252;352;421;313;320;304;406;3557
297;2025;Italiani + stranieri;27016 - Fossalta di Portogruaro;63;83;174;248;320;342;321;375;297;163;104;104;2594
298;2025;Italiani + stranieri;27017 - Fossò;268;265;238;208;293;264;455;273;432;439;306;272;3713
299;2025;Italiani + stranieri;27018 - Gruaro;199;274;252;398;350;410;463;692;195;229;221;147;3830
300;2025;Italiani + stranieri;27019 - Jesolo;15104;37916;77144;201926;428590;1061030;1391479;1477266;746154;141806;27158;51173;5656746
301;2025;Italiani + stranieri;27020 - Marcon;3856;4647;5715;6659;8022;7242;7527;6658;7043;7500;4427;3691;72987
302;2025;Italiani + stranieri;27021 - Martellago;724;1069;1124;1014;531;354;405;375;419;430;205;223;6873
303;2025;Italiani + stranieri;27022 - Meolo;787;759;855;1192;2119;1797;3216;2652;1668;1661;976;719;18401
304;2025;Italiani + stranieri;27023 - Mira;8423;9902;10601;15689;17083;15151;17598;16249;14968;16071;8367;8755;158857
305;2025;Italiani + stranieri;27024 - Mirano;6428;7349;8271;9291;10709;12279;14170;10838;10601;9783;7433;8159;115311
306;2025;Italiani + stranieri;27025 - Musile di Piave;336;379;260;400;651;564;683;794;430;368;360;395;5620
307;2025;Italiani + stranieri;27026 - Noale;1991;2430;3821;4399;4279;5212;6276;4319;3802;4282;2346;2398;45555
308;2025;Italiani + stranieri;27027 - Noventa di Piave;13012;10738;10289;13546;15035;14309;18050;17845;14144;14169;10577;9228;160942
309;2025;Italiani + stranieri;27028 - Pianiga;536;1214;2391;2593;3236;2556;2966;2693;3024;2614;1392;868;26083
310;2025;Italiani + stranieri;27029 - Portogruaro;2571;2634;3063;3699;4174;4486;4694;5683;3891;3105;2361;2612;42973
311;2025;Italiani + stranieri;27031 - Quarto d'Altino;8179;9025;11330;14422;16764;16709;19241;18406;16486;15635;9981;9206;165384
312;2025;Italiani + stranieri;27032 - Salzano;585;1176;1527;1598;1561;1318;1656;1364;2072;2166;1780;1428;18231
313;2025;Italiani + stranieri;27033 - San Donà di Piave;5054;5028;5565;5997;7033;7900;9270;9290;7281;6986;5390;5799;80593
314;2025;Italiani + stranieri;27034 - San Michele al Tagliamento;2731;1952;4482;92683;314843;1118048;1529136;1644138;701351;46700;3116;3955;5463135
315;2025;Italiani + stranieri;27035 - Santa Maria di Sala;357;578;282;418;565;701;514;411;470;689;642;1132;6759
316;2025;Italiani + stranieri;27036 - San Stino di Livenza;1195;1448;2111;1973;2019;1972;2389;2158;1558;870;773;567;19033
317;2025;Italiani + stranieri;27037 - Scorzé;743;759;827;1046;1165;959;1251;1107;980;1238;731;501;11307
318;2025;Italiani + stranieri;27038 - Spinea;546;1346;875;2198;1960;2034;2536;2377;1678;1787;962;674;18973
319;2025;Italiani + stranieri;27039 - Stra;1946;3166;5321;5807;5860;6329;6006;4721;5852;5556;3682;1988;56234
320;2025;Italiani + stranieri;27041 - Torre di Mosto;86;83;47;142;275;744;1631;1924;396;200;113;165;5806
321;2025;Italiani + stranieri;27042 - Venezia;599718;744190;935220;1242283;1297698;1281428;1350852;1336806;1255461;1306718;800203;775164;12925741
322;2025;Italiani + stranieri;27043 - Vigonovo;693;683;569;774;667;616;958;464;631;793;594;460;7902
323;2025;Italiani + stranieri;27044 - Cavallino;3213;5380;12770;231672;509900;1354941;1701214;1796557;1016568;141022;7937;7647;6788821
324;2025;Italiani + stranieri;28001 - Abano Terme;113775;97819;150826;168236;173055;145645;109491;174371;195497;203958;194661;146623;1873957
325;2025;Italiani + stranieri;28003 - Albignasego;2013;2126;2456;3175;3840;3152;4122;3531;3770;3209;2248;1968;35610
326;2025;Italiani + stranieri;28005 - Arquà Petrarca;356;482;668;1102;1308;1225;1185;1498;1148;1023;518;386;10899
327;2025;Italiani + stranieri;28009 - Baone;174;57;230;755;1263;1883;2153;2263;1701;934;398;457;12268
328;2025;Italiani + stranieri;28011 - Battaglia Terme;230;69;48;227;232;304;199;221;379;229;88;126;2352
329;2025;Italiani + stranieri;28012 - Boara Pisani;748;901;1095;962;901;1158;1224;630;889;616;820;482;10426
330;2025;Italiani + stranieri;28013 - Borgoricco;260;301;318;306;307;307;369;347;314;357;313;373;3872
331;2025;Italiani + stranieri;28014 - Bovolenta;117;110;129;195;103;110;263;214;74;47;36;43;1441
332;2025;Italiani + stranieri;28015 - Brugine;181;104;80;129;193;92;157;136;97;192;130;122;1613
333;2025;Italiani + stranieri;28016 - Cadoneghe;405;342;296;399;440;340;479;349;432;271;195;217;4165
334;2025;Italiani + stranieri;28017 - Campodarsego;1173;1231;1033;1016;1467;1181;1242;455;1644;1316;968;679;13405
335;2025;Italiani + stranieri;28018 - Campodoro;99;55;60;58;87;83;90;120;74;121;87;44;978
336;2025;Italiani + stranieri;28019 - Camposampiero;4312;4591;5768;6432;8492;8074;7067;5551;6218;6407;5124;3967;72003
337;2025;Italiani + stranieri;28020 - Campo San Martino;160;111;134;175;180;218;202;107;172;170;105;74;1808
338;2025;Italiani + stranieri;28023 - Carmignano di Brenta;232;212;256;249;392;424;451;318;370;486;430;343;4163
339;2025;Italiani + stranieri;28028 - Casalserugo;120;114;145;362;326;242;433;462;307;290;110;126;3037
340;2025;Italiani + stranieri;28030 - Cervarese Santa Croce;82;89;118;447;418;528;1313;1326;718;235;145;151;5570
341;2025;Italiani + stranieri;28031 - Cinto Euganeo;237;142;399;624;446;304;585;698;458;468;247;185;4793
342;2025;Italiani + stranieri;28032 - Cittadella;3411;3576;3905;4697;5517;4463;6688;2400;5320;5074;3723;3986;52760
343;2025;Italiani + stranieri;28033 - Codevigo;228;193;262;602;779;898;1394;1327;876;660;283;381;7883
344;2025;Italiani + stranieri;28034 - Conselve;312;171;223;900;1523;1298;1287;815;788;1375;680;405;9777
345;2025;Italiani + stranieri;28035 - Correzzola;214;164;363;771;694;923;1245;1270;819;606;353;472;7894
346;2025;Italiani + stranieri;28036 - Curtarolo;238;271;245;252;217;236;459;58;383;454;206;181;3200
347;2025;Italiani + stranieri;28037 - Este;1477;1472;1673;2487;2772;2462;2626;1464;2421;2528;1961;1015;24358
348;2025;Italiani + stranieri;28038 - Fontaniva;334;316;352;336;299;313;278;165;406;437;360;369;3965
349;2025;Italiani + stranieri;28039 - Galliera Veneta;62;30;36;62;82;33;137;128;49;115;57;117;908
350;2025;Italiani + stranieri;28040 - Galzignano Terme;10558;8733;11168;11488;10216;9993;12271;12673;9394;9692;10228;11174;127588
351;2025;Italiani + stranieri;28041 - Gazzo;424;720;800;1025;1190;1128;1757;910;1367;876;98;127;10422
352;2025;Italiani + stranieri;28044 - Legnaro;724;881;760;931;1479;1170;1066;851;930;1094;482;570;10938
353;2025;Italiani + stranieri;28045 - Limena;965;1111;1157;1051;1230;1018;902;730;1177;1005;724;663;11733
354;2025;Italiani + stranieri;28047 - Lozzo Atestino;229;146;177;154;179;105;184;188;287;216;199;236;2300
355;2025;Italiani + stranieri;28048 - Maserà di Padova;388;445;551;586;803;707;742;716;760;886;538;482;7604
356;2025;Italiani + stranieri;28053 - Merlara;88;110;90;73;126;56;47;14;52;14;23;69;762
357;2025;Italiani + stranieri;28054 - Mestrino;644;705;947;814;877;875;881;925;803;813;633;644;9561
358;2025;Italiani + stranieri;28055 - Monselice;2987;3395;3732;4447;5075;4746;5799;5040;4307;4336;3003;2758;49625
359;2025;Italiani + stranieri;28056 - Montagnana;996;1311;1431;1737;1931;1419;1710;1259;1723;1236;1091;1047;16891
360;2025;Italiani + stranieri;28057 - Montegrotto Terme;47142;40042;65970;70428;69224;55600;39289;61808;68882;78094;72578;47425;716482
361;2025;Italiani + stranieri;28058 - Noventa Padovana;330;237;1189;1644;2119;2025;2369;1751;2158;1984;627;605;17038
362;2025;Italiani + stranieri;28060 - Padova;114697;118076;143767;163319;172816;151864;155129;126550;156340;170744;134527;129234;1737063
363;2025;Italiani + stranieri;28061 - Pernumia;117;52;42;47;87;65;48;109;60;91;79;103;900
364;2025;Italiani + stranieri;28063 - Piazzola sul Brenta;256;184;219;347;342;420;490;414;369;312;220;271;3844
365;2025;Italiani + stranieri;28064 - Piombino Dese;160;297;315;296;600;578;800;963;616;439;435;335;5834
366;2025;Italiani + stranieri;28065 - Piove di Sacco;1950;1808;2773;3109;3973;3049;3652;2397;3384;3027;1802;1510;32434
367;2025;Italiani + stranieri;28068 - Pontelongo;82;102;140;242;239;297;307;344;219;256;168;138;2534
368;2025;Italiani + stranieri;28069 - Ponte San Nicolò;1727;1514;1774;2230;2595;2332;2194;2409;2522;2634;1998;2155;26084
369;2025;Italiani + stranieri;28071 - Rovolon;176;191;195;634;659;643;1030;1039;818;536;410;305;6636
370;2025;Italiani + stranieri;28072 - Rubano;1031;863;972;1496;1908;1790;1405;555;1300;995;724;714;13753
371;2025;Italiani + stranieri;28076 - San Giorgio in Bosco;942;926;1847;1367;1549;1191;2020;1603;1652;1242;892;765;15996
372;2025;Italiani + stranieri;28077 - San Martino di Lupari;912;791;779;806;492;429;692;353;701;709;619;704;7987
373;2025;Italiani + stranieri;28079 - San Pietro Viminario;116;28;59;57;89;121;223;203;92;106;127;105;1326
374;2025;Italiani + stranieri;28082 - Santangelo di Piove di Sacco;59;94;102;176;113;204;238;121;168;193;129;126;1723
375;2025;Italiani + stranieri;28083 - Sant'Elena;0;0;10;30;21;27;21;31;56;1;0;45;242
376;2025;Italiani + stranieri;28084 - Sant'Urbano;12;0;0;76;6;0;70;0;0;0;0;12;176
377;2025;Italiani + stranieri;28085 - Saonara;119;154;127;152;269;254;273;125;309;382;220;218;2602
378;2025;Italiani + stranieri;28086 - Selvazzano Dentro;1451;2053;1638;2349;2448;2795;3876;1503;3197;3149;1667;1696;27822
379;2025;Italiani + stranieri;28087 - Solesino;574;347;382;581;509;479;470;309;479;358;437;364;5289
380;2025;Italiani + stranieri;28089 - Teolo;1408;1274;7593;9315;10298;9850;8843;10811;10551;10901;9344;4576;94764
381;2025;Italiani + stranieri;28092 - Torreglia;744;842;992;1027;1041;550;693;663;589;622;556;666;8985
382;2025;Italiani + stranieri;28093 - Trebaseleghe;286;199;330;422;757;536;666;303;579;639;593;418;5728
383;2025;Italiani + stranieri;28096 - Veggiano;291;259;190;242;216;261;236;401;354;222;249;232;3153
384;2025;Italiani + stranieri;28097 - Vescovana;196;153;81;232;154;85;81;104;101;132;57;67;1443
385;2025;Italiani + stranieri;28099 - Vigodarzere;175;169;143;258;237;314;281;111;257;215;150;153;2463
386;2025;Italiani + stranieri;28101 - Villa del Conte;1341;990;1118;1284;1236;1335;1398;1375;1467;1439;1345;1312;15640
387;2025;Italiani + stranieri;28103 - Villafranca Padovana;780;879;863;663;686;661;511;573;916;1077;1079;640;9328
388;2025;Italiani + stranieri;28105 - Vò euganeo;542;430;731;847;662;767;1097;1127;907;820;656;545;9131
389;2025;Italiani + stranieri;28106 - Due Carrare;369;218;465;730;658;657;635;766;557;457;225;383;6120
390;2025;Italiani + stranieri;29001 - Adria;886;1121;1339;1596;1693;1657;1935;2165;1592;1718;1317;1991;19010
391;2025;Italiani + stranieri;29002 - Ariano nel Polesine;73;430;402;650;970;695;695;1109;718;277;260;164;6443
392;2025;Italiani + stranieri;29004 - Badia Polesine;567;712;661;784;772;679;526;736;732;948;812;446;8375
393;2025;Italiani + stranieri;29005 - Bagnolo di Po;4;0;47;89;108;89;256;280;178;125;167;16;1359
394;2025;Italiani + stranieri;29006 - Bergantino;100;233;223;242;277;173;340;92;189;214;346;174;2603
395;2025;Italiani + stranieri;29019 - Crespino;61;47;61;35;34;155;35;88;125;190;40;19;890
396;2025;Italiani + stranieri;29024 - Fratta Polesine;467;555;693;716;736;736;748;458;834;814;698;609;8064
397;2025;Italiani + stranieri;29029 - Lendinara;136;240;311;186;235;279;209;190;198;207;272;171;2634
398;2025;Italiani + stranieri;29030 - Loreo;57;65;154;131;300;173;152;425;245;146;98;115;2061
399;2025;Italiani + stranieri;29033 - Occhiobello;3751;4600;5579;5443;6271;5954;6221;4504;6244;5722;4214;3685;62188
400;2025;Italiani + stranieri;29036 - Pincara;11;23;111;22;24;48;78;31;30;30;60;34;502
401;2025;Italiani + stranieri;29037 - Polesella;1255;1228;1511;1361;1672;1532;1504;1331;1542;1649;1566;1173;17324
402;2025;Italiani + stranieri;29039 - Porto Tolle;847;741;1054;3078;11803;53599;72068;73725;29016;2421;1271;1327;250950
403;2025;Italiani + stranieri;29040 - Rosolina;686;864;770;14847;30578;220277;305228;344352;91570;3701;563;813;1014249
404;2025;Italiani + stranieri;29041 - Rovigo;4384;5468;6752;7540;7996;7366;7733;5606;7962;7791;6093;5666;80357
405;2025;Italiani + stranieri;29046 - Taglio di Po;570;666;873;1619;1300;1725;2616;3102;1588;1400;1296;625;17380
406;2025;Italiani + stranieri;29048 - Villadose;86;162;127;209;173;176;322;267;216;87;101;52;1978
407;2025;Italiani + stranieri;29052 - Porto Viro;748;881;995;1481;1493;1716;1994;2378;1257;986;900;837;15666

