progressivo;anno;provenienza;"Comuni";"Gen Arrivi";"Feb Arrivi";"Mar Arrivi";"Apr Arrivi";"Mag Arrivi";"Giu Arrivi";"Lug Arrivi";"Ago Arrivi";"Set Arrivi";"Ott Arrivi";"Nov Arrivi";"Dic Arrivi";"Totale arrivi"
17;2025;Italiani + stranieri;23025 - Cerea;63;98;137;191;291;317;218;212;339;254;178;136;2434
18;2025;Italiani + stranieri;23026 - Cerro Veronese;3;5;5;34;95;138;226;207;269;214;80;158;1434
19;2025;Italiani + stranieri;23027 - Cologna Veneta;60;29;25;60;72;82;77;107;85;64;40;49;750
20;2025;Italiani + stranieri;23028 - Colognola ai Colli;551;562;624;1055;1002;1196;1326;1175;1207;1000;705;665;11068
21;2025;Italiani + stranieri;23030 - Costermano sul Garda;451;929;3570;9168;9390;12105;13676;14307;9797;7689;904;1043;83029
22;2025;Italiani + stranieri;23031 - Dolcé;107;139;139;281;259;288;408;372;364;178;177;148;2860
23;2025;Italiani + stranieri;23035 - Fumane;180;184;443;897;975;1485;1896;1884;1217;877;423;380;10841
24;2025;Italiani + stranieri;23036 - Garda;1986;1537;5051;23689;28997;31671;35400;37440;27423;20721;3874;4352;222141
25;2025;Italiani + stranieri;23037 - Gazzo Veronese;31;38;27;54;55;42;55;19;70;64;60;28;543
26;2025;Italiani + stranieri;23038 - Grezzana;213;450;471;853;1093;1321;1414;1302;1339;881;725;515;10577
27;2025;Italiani + stranieri;23039 - Illasi;61;203;313;570;589;659;895;912;683;365;247;203;5700
28;2025;Italiani + stranieri;23040 - Isola della Scala;110;115;133;197;160;148;138;121;216;137;131;145;1751
29;2025;Italiani + stranieri;23043 - Lazise;8491;8937;18627;82750;93345;121038;129192;134448;103596;59825;14463;14162;788874
30;2025;Italiani + stranieri;23044 - Legnago;1118;1200;1251;1393;1612;1355;1489;985;1575;1533;1303;1103;15917
31;2025;Italiani + stranieri;23045 - Malcesine;611;605;2284;23830;34644;44983;49945;52093;39469;19061;1178;1247;269950
32;2025;Italiani + stranieri;23046 - Marano di Valpolicella;84;102;200;307;359;406;621;665;631;343;221;245;4184
33;2025;Italiani + stranieri;23047 - Mezzane di Sotto;99;55;190;356;448;517;755;855;595;423;290;360;4943
34;2025;Italiani + stranieri;23049 - Montecchia di Crosara;86;32;36;147;110;78;139;149;91;106;60;44;1078
35;2025;Italiani + stranieri;23052 - Negrar di Valpolicella;2568;3135;4730;6780;8232;7460;6858;6912;7326;6177;4059;3417;67654
36;2025;Italiani + stranieri;23053 - Nogara;220;312;295;301;407;390;369;229;373;282;27;173;3378
37;2025;Italiani + stranieri;23054 - Nogarole Rocca;1328;1222;1361;1862;2866;2827;3182;3356;3121;2098;1632;1349;26204
38;2025;Italiani + stranieri;23055 - Oppeano;342;364;358;490;482;497;479;328;582;482;411;354;5169
39;2025;Italiani + stranieri;23057 - Pastrengo;451;406;838;2477;2722;3819;3935;4287;3170;2596;523;397;25621
40;2025;Italiani + stranieri;23058 - Pescantina;2021;1895;2021;2228;2540;2503;2688;2933;2937;2343;2203;2064;28376
41;2025;Italiani + stranieri;23059 - Peschiera del Garda;6643;6817;14568;62421;62549;81858;87218;88367;69684;55474;8245;12222;556066
42;2025;Italiani + stranieri;23060 - Povegliano Veronese;63;62;56;179;141;223;205;217;193;163;67;119;1688
43;2025;Italiani + stranieri;23062 - Rivoli Veronese;79;90;170;763;809;1079;1345;1296;880;435;148;205;7299
44;2025;Italiani + stranieri;23064 - Ronco all'Adige;148;144;171;149;178;165;147;111;134;120;124;128;1719
45;2025;Italiani + stranieri;23068 - Salizzole;29;45;43;59;55;35;40;51;42;29;16;13;457
46;2025;Italiani + stranieri;23069 - San Bonifacio;2479;2581;2695;3404;4640;3797;3653;3684;3563;3804;2648;2684;39632
47;2025;Italiani + stranieri;23070 - San Giovanni Ilarione;22;7;30;37;55;60;79;53;38;43;19;25;468
48;2025;Italiani + stranieri;23071 - San Giovanni Lupatoto;4131;3946;4913;5294;6263;6368;7742;7092;6474;5884;4145;4908;67160
49;2025;Italiani + stranieri;23073 - San Martino Buon Albergo;1984;1918;2362;2989;3593;3718;4097;4319;4652;3923;3648;3816;41019
50;2025;Italiani + stranieri;23076 - San Pietro in Cariano;1500;1360;1576;3097;3673;4073;4936;5305;4346;2582;2067;1725;36240
51;2025;Italiani + stranieri;23077 - Sant'Ambrogio di Valpolicella;561;583;709;1476;1535;2089;2734;3043;1750;1165;716;764;17125
52;2025;Italiani + stranieri;23078 - Sant'Anna d'Alfaedo;19;30;39;118;134;164;213;251;142;52;49;48;1259
53;2025;Italiani + stranieri;23079 - San Zeno di Montagna;356;231;1715;7112;9172;9709;10447;12313;9218;5494;801;568;67136
54;2025;Italiani + stranieri;23080 - Selva di Progno;21;20;18;25;37;141;162;240;118;35;8;46;871
55;2025;Italiani + stranieri;23081 - Soave;1735;2065;1456;3435;4507;3822;4071;3620;2403;3393;2130;1850;34487
56;2025;Italiani + stranieri;23082 - Sommacampagna;4111;4053;4483;4922;5723;5752;6312;6296;6245;5371;4259;4705;62232
57;2025;Italiani + stranieri;23083 - Sona;395;427;720;2092;2038;2354;2866;3047;2244;1554;804;995;19536
58;2025;Italiani + stranieri;23084 - Sorgà;33;37;62;77;91;128;184;128;112;64;48;55;1019
59;2025;Italiani + stranieri;23086 - Torri del Benaco;349;595;2158;9596;13267;18062;20852;21604;16060;9459;1262;1964;115228
60;2025;Italiani + stranieri;23087 - Tregnago;207;295;344;388;429;525;708;618;603;451;435;280;5283
61;2025;Italiani + stranieri;23089 - Valeggio sul Mincio;2044;2003;2882;12882;15446;19451;20811;23072;15168;4509;2571;3010;123849
62;2025;Italiani + stranieri;23090 - Velo Veronese;74;51;57;160;261;445;460;676;184;114;71;189;2742
63;2025;Italiani + stranieri;23091 - Verona;84527;84157;102320;141683;158438;155491;189896;185050;177613;153008;105486;126681;1664350
64;2025;Italiani + stranieri;23093 - Vestenanova;16;6;39;49;86;89;106;185;80;0;6;44;706
65;2025;Italiani + stranieri;23094 - Vigasio;1669;1542;2043;2387;2440;2425;3024;3076;2656;2555;1538;2016;27371
66;2025;Italiani + stranieri;23095 - Villa Bartolomea;540;586;744;737;1054;1093;797;675;1136;1110;795;721;9988
67;2025;Italiani + stranieri;23096 - Villafranca di Verona;9656;11290;14079;16695;20834;19238;20447;20146;19185;17648;11143;10101;190462
68;2025;Italiani + stranieri;23097 - Zevio;553;487;622;796;1037;1095;1202;1027;1209;938;834;731;10531
69;2025;Italiani + stranieri;23098 - Zimella;41;42;8;38;31;22;23;23;53;33;25;48;387
70;2025;Italiani + stranieri;24001 - Agugliaro;59;22;76;77;91;95;81;84;88;68;69;49;859
71;2025;Italiani + stranieri;24004 - Altavilla Vicentina;2074;2209;2733;3432;3544;3265;3483;3059;3247;3339;2221;2235;34841
72;2025;Italiani + stranieri;24005 - Altissimo;49;42;62;81;89;101;128;112;103;122;52;34;975
73;2025;Italiani + stranieri;24006 - Arcugnano;539;494;763;1066;1324;1517;1590;1450;1318;1253;541;600;12455
74;2025;Italiani + stranieri;24007 - Arsiero;200;212;182;308;416;316;436;681;321;243;189;362;3866
75;2025;Italiani + stranieri;24008 - Arzignano;207;229;188;226;239;195;254;80;312;247;205;184;2566
76;2025;Italiani + stranieri;24009 - Asiago;7481;5990;3483;2824;4694;5760;7758;9267;6927;3210;3301;9040;69735
77;2025;Italiani + stranieri;24012 - Bassano del Grappa;4899;5482;7053;8495;9391;8755;9698;9080;9174;8795;7287;6753;94862
78;2025;Italiani + stranieri;24013 - Bolzano Vicentino;659;740;910;1140;1562;1128;1037;1031;927;1091;667;685;11577
79;2025;Italiani + stranieri;24014 - Breganze;192;158;151;227;224;221;237;178;268;266;170;184;2476
80;2025;Italiani + stranieri;24015 - Brendola;132;114;142;179;171;176;227;153;191;197;127;128;1937
81;2025;Italiani + stranieri;24017 - Brogliano;126;147;173;147;183;185;198;59;230;173;156;104;1881
82;2025;Italiani + stranieri;24020 - Calvene;20;6;11;22;35;16;40;52;36;33;5;35;311
83;2025;Italiani + stranieri;24021 - Camisano Vicentino;29;22;65;95;134;86;101;163;71;77;45;29;917
84;2025;Italiani + stranieri;24026 - Cassola;1532;1295;1534;1628;1832;1663;1931;1319;1743;1671;1366;1524;19038
85;2025;Italiani + stranieri;24027 - Castegnero;84;75;94;233;260;245;270;278;162;127;63;109;2000
86;2025;Italiani + stranieri;24028 - Castelgomberto;90;71;88;92;144;176;177;202;145;160;81;122;1548
87;2025;Italiani + stranieri;24029 - Chiampo;674;656;864;1385;1635;1529;1332;1350;967;1347;835;587;13161
88;2025;Italiani + stranieri;24034 - Cornedo Vicentino;145;143;172;128;162;173;191;48;188;157;126;118;1751
89;2025;Italiani + stranieri;24035 - Costabissara;307;232;340;250;242;224;187;122;277;284;286;172;2923
90;2025;Italiani + stranieri;24036 - Creazzo;2397;2518;2959;3130;3834;3347;3738;2610;3290;3208;2355;2288;35674
91;2025;Italiani + stranieri;24037 - Crespadoro;13;34;36;3;0;24;68;259;58;42;32;34;603
92;2025;Italiani + stranieri;24038 - Dueville;79;63;61;71;109;60;93;70;62;54;53;39;814
93;2025;Italiani + stranieri;24039 - Enego;51;120;49;34;59;177;372;420;127;28;12;149;1598
94;2025;Italiani + stranieri;24040 - Fara Vicentino;95;98;95;111;224;138;265;212;186;69;33;62;1588
95;2025;Italiani + stranieri;24041 - Foza;84;64;45;103;146;335;347;403;117;118;73;245;2080
96;2025;Italiani + stranieri;24042 - Gallio;1413;1307;751;573;682;1031;1971;2061;1136;475;390;1771;13561
97;2025;Italiani + stranieri;24046 - Grisignano di Zocco;975;612;833;1299;1518;1441;1628;674;1183;1441;736;487;12827
98;2025;Italiani + stranieri;24047 - Grumolo delle Abbadesse;758;861;966;20;987;1113;995;259;1179;984;733;809;9664
99;2025;Italiani + stranieri;24048 - Isola Vicentina;47;46;43;83;69;55;71;80;96;43;41;48;722
100;2025;Italiani + stranieri;24051 - Longare;149;136;151;285;214;356;383;307;248;244;176;177;2826
101;2025;Italiani + stranieri;24052 - Lonigo;775;841;1228;1191;1363;1329;1608;1332;1569;1330;1003;841;14410
102;2025;Italiani + stranieri;24053 - Lugo di Vicenza;84;102;55;97;104;118;50;123;48;80;90;82;1033
103;2025;Italiani + stranieri;24055 - Malo;557;650;698;792;901;922;911;567;1027;1184;728;749;9686
104;2025;Italiani + stranieri;24056 - Marano Vicentino;111;104;153;163;135;166;161;65;154;158;109;91;1570
105;2025;Italiani + stranieri;24057 - Marostica;490;494;561;971;1168;987;1362;533;981;865;530;596;9538
106;2025;Italiani + stranieri;24060 - Montebello Vicentino;561;506;572;786;1016;943;1065;778;883;855;641;579;9185
107;2025;Italiani + stranieri;24061 - Montecchio Maggiore;3131;3063;3706;4222;4737;4158;5211;5242;4694;4865;3900;2825;49754
108;2025;Italiani + stranieri;24064 - Montegalda;111;69;118;171;211;291;277;211;272;198;112;108;2149
109;2025;Italiani + stranieri;24065 - Montegaldella;8;4;18;29;23;33;27;15;17;19;20;24;237
110;2025;Italiani + stranieri;24066 - Monteviale;9;7;12;3;12;7;9;14;11;18;9;6;117
111;2025;Italiani + stranieri;24067 - Monticello Conte Otto;114;69;113;87;165;110;105;66;136;113;73;62;1213
112;2025;Italiani + stranieri;24068 - Montorso Vicentino;114;100;122;129;171;171;138;113;188;129;157;105;1637
113;2025;Italiani + stranieri;24071 - Nanto;19;10;20;38;25;42;45;22;30;30;10;22;313
114;2025;Italiani + stranieri;24074 - Noventa Vicentina;302;299;344;290;326;300;396;196;435;430;318;364;4000
115;2025;Italiani + stranieri;24077 - Pianezze;18;11;30;23;28;29;59;65;41;38;9;51;402
116;2025;Italiani + stranieri;24078 - Piovene Rocchette;26;34;31;30;12;14;32;35;28;11;11;26;290
117;2025;Italiani + stranieri;24079 - Poiana Maggiore;31;44;51;57;62;82;73;53;88;66;58;48;713
118;2025;Italiani + stranieri;24080 - Posina;29;6;11;4;132;270;220;263;256;91;84;25;1391
119;2025;Italiani + stranieri;24081 - Pove del Grappa;183;175;215;301;479;392;665;481;519;465;395;381;4651
120;2025;Italiani + stranieri;24083 - Quinto Vicentino;64;62;55;86;87;80;88;55;90;96;52;62;877
121;2025;Italiani + stranieri;24084 - Recoaro Terme;237;237;311;310;448;609;764;1031;540;403;338;355;5583
122;2025;Italiani + stranieri;24085 - Roana;1753;1744;1068;560;1150;1681;3077;3514;1485;622;398;2166;19218
123;2025;Italiani + stranieri;24086 - Romano d'Ezzelino;271;213;323;511;634;440;887;907;462;625;315;421;6009
124;2025;Italiani + stranieri;24087 - Rosà;93;133;176;178;205;178;216;157;197;187;147;130;1997
125;2025;Italiani + stranieri;24091 - Sandrigo;628;348;789;441;870;807;780;361;882;891;816;360;7973
126;2025;Italiani + stranieri;24095 - Santorso;217;202;208;199;204;251;225;173;268;171;195;170;2483
127;2025;Italiani + stranieri;24097 - Sarcedo;141;148;167;198;186;133;192;165;149;107;66;112;1764
128;2025;Italiani + stranieri;24100 - Schio;1961;1874;2312;2062;2744;2690;2763;1600;2972;2730;1951;1767;27426
129;2025;Italiani + stranieri;24104 - Tezze sul Brenta;891;1030;949;1222;1439;1154;1156;1005;1504;1302;641;1139;13432
130;2025;Italiani + stranieri;24105 - Thiene;393;298;320;403;422;373;426;202;494;439;434;435;4639
131;2025;Italiani + stranieri;24106 - Tonezza del Cimone;430;52;217;126;659;1009;1411;1776;524;83;99;813;7199
132;2025;Italiani + stranieri;24108 - Torri di Quartesolo;165;96;136;209;191;201;250;135;173;128;82;100;1866
133;2025;Italiani + stranieri;24110 - Trissino;205;174;243;250;301;325;307;319;289;253;197;191;3054
134;2025;Italiani + stranieri;24111 - Valdagno;155;189;204;237;211;278;336;178;337;249;170;187;2731
135;2025;Italiani + stranieri;24113 - Valli del Pasubio;70;61;62;79;166;857;822;1096;845;628;145;57;4888
136;2025;Italiani + stranieri;24115 - Velo d'Astico;29;30;49;48;52;49;92;124;68;39;62;58;700
137;2025;Italiani + stranieri;24116 - Vicenza;15233;14788;18927;22659;27003;23478;25206;19615;23673;22911;15197;15466;244156
138;2025;Italiani + stranieri;24117 - Villaga;14;14;26;49;81;64;205;102;112;61;14;16;758
139;2025;Italiani + stranieri;24118 - Villaverla;159;94;91;137;153;137;165;99;195;179;153;92;1654
140;2025;Italiani + stranieri;24121 - Zovencedo;30;6;5;41;47;18;6;12;34;17;4;7;227
141;2025;Italiani + stranieri;24122 - Zugliano;51;61;96;68;62;103;112;153;140;116;117;81;1160
142;2025;Italiani + stranieri;24123 - Val Liona;14;2;4;23;42;45;65;43;54;43;12;30;377
143;2025;Italiani + stranieri;24124 - Barbarano Mossano;60;40;59;60;98;97;94;91;109;105;52;66;931
144;2025;Italiani + stranieri;24125 - Valbrenta;149;104;120;248;336;350;525;525;199;184;136;229;3105
145;2025;Italiani + stranieri;24126 - Colceresa;465;352;396;426;508;457;638;504;634;420;347;344;5491
146;2025;Italiani + stranieri;24127 - Lusiana Conco;183;187;180;318;312;375;598;885;375;237;189;349;4188
147;2025;Italiani + stranieri;25001 - Agordo;619;635;505;573;726;1212;2062;437;1050;599;175;307;8900
148;2025;Italiani + stranieri;25003 - Alleghe;5394;5886;4302;1285;2212;6885;9273;9876;6362;2140;815;3907;58337
149;2025;Italiani + stranieri;25004 - Arsié;78;71;49;653;1675;2928;2830;2869;1217;146;86;176;12778
150;2025;Italiani + stranieri;25005 - Auronzo di Cadore;4831;5490;2749;1426;4665;20248;25153;25144;18387;7105;1071;4980;121249
151;2025;Italiani + stranieri;25006 - Belluno;3538;3436;3325;4724;5042;7106;8495;9832;7165;4634;3484;4578;65359
152;2025;Italiani + stranieri;25007 - Borca di Cadore;1818;2044;1211;832;1207;4483;5843;5338;4511;1514;870;2137;31808
153;2025;Italiani + stranieri;25008 - Calalzo di Cadore;1030;753;741;761;1230;2585;4360;4609;2563;1145;430;1132;21339
154;2025;Italiani + stranieri;25010 - Cencenighe Agordino;137;214;75;105;127;252;439;454;153;93;15;172;2236
155;2025;Italiani + stranieri;25011 - Cesiomaggiore;66;64;68;141;153;295;557;604;401;93;43;84;2569
156;2025;Italiani + stranieri;25012 - Chies d'Alpago;345;248;237;339;238;216;496;514;363;358;221;336;3911
157;2025;Italiani + stranieri;25013 - Cibiana di Cadore;218;242;131;153;125;416;586;695;336;132;37;168;3239
158;2025;Italiani + stranieri;25014 - Colle Santa Lucia;890;1225;801;173;205;827;1502;1581;1074;191;28;385;8882
159;2025;Italiani + stranieri;25015 - Comelico Superiore;2298;2456;1175;512;808;3124;4883;4686;2463;1003;247;2261;25916
160;2025;Italiani + stranieri;25016 - Cortina d'Ampezzo;22702;24064;18694;8391;13757;46523;60108;54789;48868;16297;5172;19696;339061
161;2025;Italiani + stranieri;25017 - Danta di Cadore;112;148;59;97;131;280;314;224;182;0;94;114;1755
162;2025;Italiani + stranieri;25018 - Domegge di Cadore;114;48;34;66;167;518;1043;1197;485;133;47;242;4094
163;2025;Italiani + stranieri;25019 - Falcade;8324;8828;4691;496;555;5471;10379;11367;5078;452;177;5843;61661
164;2025;Italiani + stranieri;25021 - Feltre;1225;1300;1334;1970;2030;2630;2475;2747;2531;1547;1190;1237;22216
165;2025;Italiani + stranieri;25022 - Fonzaso;57;64;69;96;137;168;180;208;207;111;73;98;1468
166;2025;Italiani + stranieri;25023 - Canale d'Agordo;1049;1175;704;616;823;1728;3099;3302;1575;1085;592;1475;17223
167;2025;Italiani + stranieri;25025 - Gosaldo;42;16;3;19;24;66;415;454;137;27;2;146;1351
168;2025;Italiani + stranieri;25026 - Lamon;96;41;39;165;253;370;569;700;323;130;53;119;2858
169;2025;Italiani + stranieri;25029 - Limana;89;99;124;171;154;202;356;297;252;187;156;176;2263
170;2025;Italiani + stranieri;25030 - Livinallongo del Col di Lana;11240;12518;9734;736;988;10277;16519;17141;8833;714;164;11202;100066
171;2025;Italiani + stranieri;25032 - Lorenzago di Cadore;496;514;273;567;697;819;1037;943;615;644;397;510;7512
172;2025;Italiani + stranieri;25033 - Lozzo di Cadore;96;98;35;92;177;365;519;483;235;95;45;127;2367
173;2025;Italiani + stranieri;25036 - Pedavena;301;334;334;489;473;567;570;635;515;401;182;445;5246
174;2025;Italiani + stranieri;25037 - Perarolo di Cadore;77;84;72;87;144;210;337;413;171;85;26;105;1811
175;2025;Italiani + stranieri;25039 - Pieve di Cadore;1043;986;806;1220;1721;2997;4043;3981;2600;1497;586;1662;23142
176;2025;Italiani + stranieri;25040 - Ponte nelle Alpi;543;555;496;659;896;981;1176;1388;1073;696;583;634;9680
177;2025;Italiani + stranieri;25043 - Rivamonte Agordino;99;135;120;135;291;451;527;711;504;264;101;274;3612
178;2025;Italiani + stranieri;25044 - Rocca Pietore;6674;6967;4144;899;1029;5925;12163;12445;5232;1049;487;4826;61840
179;2025;Italiani + stranieri;25045 - San Gregorio nelle Alpi;41;13;56;101;71;110;146;241;64;32;73;41;989
180;2025;Italiani + stranieri;25046 - San Nicolò di Comelico;309;294;175;119;371;516;617;635;440;420;82;426;4404
181;2025;Italiani + stranieri;25047 - San Pietro di Cadore;271;170;114;96;153;480;979;1112;415;126;52;261;4229
182;2025;Italiani + stranieri;25048 - Santa Giustina;185;209;157;167;159;282;576;634;308;132;94;152;3055
183;2025;Italiani + stranieri;25049 - San Tomaso Agordino;78;118;72;49;100;111;208;209;115;80;15;133;1288
184;2025;Italiani + stranieri;25050 - Santo Stefano di Cadore;993;874;646;637;819;1571;2185;3128;1335;641;297;1229;14355
185;2025;Italiani + stranieri;25051 - San Vito di Cadore;4363;4579;2979;1199;2368;6560;7624;7302;6391;3515;1340;4040;52260
186;2025;Italiani + stranieri;25053 - Sedico;204;159;158;255;271;374;650;877;505;199;139;189;3980
187;2025;Italiani + stranieri;25054 - Selva di Cadore;3430;3710;1721;246;867;3895;4980;4787;1704;484;211;2181;28216
188;2025;Italiani + stranieri;25056 - Sospirolo;71;94;70;255;294;425;670;856;407;235;97;217;3691
189;2025;Italiani + stranieri;25058 - Sovramonte;303;2;107;81;123;501;696;706;200;67;9;188;2983
190;2025;Italiani + stranieri;25059 - Taibon Agordino;144;178;106;95;138;895;1234;1230;716;151;109;238;5234
191;2025;Italiani + stranieri;25060 - Tambre;71;129;63;61;167;272;388;619;241;165;84;110;2370
192;2025;Italiani + stranieri;25063 - Valle di Cadore;599;876;539;696;1083;1689;2110;2581;1285;1038;282;1130;13908
193;2025;Italiani + stranieri;25065 - Vigo di Cadore;73;100;50;61;215;1007;1675;1767;1003;183;74;228;6436
194;2025;Italiani + stranieri;25066 - Vodo Cadore;604;615;409;325;523;1105;1648;1940;1222;654;319;687;10051
195;2025;Italiani + stranieri;25067 - Voltago Agordino;181;89;64;109;81;386;547;753;248;244;54;355;3111
196;2025;Italiani + stranieri;25069 - Zoppé di Cadore;34;43;12;66;43;55;82;57;36;37;16;33;514
197;2025;Italiani + stranieri;25071 - Longarone;46;181;168;229;311;843;1629;1970;1366;350;202;249;7544
198;2025;Italiani + stranieri;25072 - Alpago;129;291;231;765;2102;3875;3920;4710;1466;407;255;401;18552
199;2025;Italiani + stranieri;25073 - Val di Zoldo;5887;6148;3735;529;622;7132;13242;14493;7452;486;123;5291;65140
200;2025;Italiani + stranieri;25074 - Borgo Valbelluna;446;354;467;656;737;988;1580;1729;897;556;379;727;9516
201;2025;Italiani + stranieri;25075 - Setteville;300;291;315;343;580;438;480;540;603;422;201;286;4799
202;2025;Italiani + stranieri;26001 - Altivole;125;144;117;209;232;198;132;107;173;161;125;127;1850
203;2025;Italiani + stranieri;26002 - Arcade;12;23;18;27;26;28;36;17;18;35;22;16;278
204;2025;Italiani + stranieri;26003 - Asolo;599;624;939;1446;1978;1810;2226;1544;2165;1820;1141;854;17146
205;2025;Italiani + stranieri;26004 - Borso del Grappa;1110;1143;1423;1686;1903;2055;2685;2518;2073;1673;1130;1161;20560
206;2025;Italiani + stranieri;26005 - Breda di Piave;295;347;710;580;781;510;696;801;793;535;346;335;6729
207;2025;Italiani + stranieri;26006 - Caerano di San Marco;338;211;232;443;628;428;445;422;494;532;405;383;4961
208;2025;Italiani + stranieri;26007 - Cappella Maggiore;0;3;4;14;14;46;95;66;16;15;5;25;303
209;2025;Italiani + stranieri;26008 - Carbonera;33;34;55;78;85;78;101;97;93;101;28;73;856
210;2025;Italiani + stranieri;26009 - Casale sul Sile;212;274;205;460;492;508;536;414;463;348;255;210;4377
211;2025;Italiani + stranieri;26010 - Casier;72;109;106;189;272;173;180;198;205;224;113;128;1969
212;2025;Italiani + stranieri;26011 - Castelcucco;2;26;90;93;139;148;208;171;112;150;94;106;1339
213;2025;Italiani + stranieri;26012 - Castelfranco Veneto;2759;3153;3456;3268;3980;3926;3622;2454;4266;4184;3414;3503;41985
214;2025;Italiani + stranieri;26013 - Castello di Godego;142;135;115;142;136;190;147;154;168;90;43;67;1529
215;2025;Italiani + stranieri;26014 - Cavaso del Tomba;161;119;237;486;729;627;670;525;582;527;261;434;5358
216;2025;Italiani + stranieri;26015 - Cessalto;197;174;186;280;330;454;587;566;269;252;184;211;3690
217;2025;Italiani + stranieri;26016 - Chiarano;57;58;47;72;133;166;233;258;168;100;47;25;1364
218;2025;Italiani + stranieri;26017 - Cimadolmo;18;34;57;52;42;49;75;75;45;54;37;47;585
219;2025;Italiani + stranieri;26018 - Cison di Valmarino;709;702;1025;1138;1565;1275;1368;1585;1551;1528;1042;1065;14553
220;2025;Italiani + stranieri;26019 - Codogné;665;576;656;933;796;814;932;478;785;728;468;528;8359
221;2025;Italiani + stranieri;26020 - Colle Umberto;260;232;245;340;393;344;369;236;456;339;268;226;3708
222;2025;Italiani + stranieri;26021 - Conegliano;2747;2376;3146;3945;5519;5488;5676;4801;5038;4735;3729;3526;50726
223;2025;Italiani + stranieri;26022 - Cordignano;122;137;115;247;223;260;240;285;316;264;150;214;2573
224;2025;Italiani + stranieri;26023 - Cornuda;20;23;29;47;68;82;57;36;54;60;23;52;551
225;2025;Italiani + stranieri;26025 - Crocetta del Montello;95;82;132;157;168;115;125;131;123;38;15;37;1218
226;2025;Italiani + stranieri;26026 - Farra di Soligo;280;464;628;945;1343;1286;1322;1369;1470;1222;609;752;11690
227;2025;Italiani + stranieri;26027 - Follina;401;436;690;894;1094;1092;947;1128;1184;615;510;502;9493
228;2025;Italiani + stranieri;26028 - Fontanelle;1;13;7;26;19;5;17;6;8;1;0;3;106
229;2025;Italiani + stranieri;26029 - Fonte;19;19;32;44;67;59;61;85;55;45;19;42;547
230;2025;Italiani + stranieri;26030 - Fregona;167;93;121;200;218;222;275;305;275;304;103;118;2401
231;2025;Italiani + stranieri;26031 - Gaiarine;59;59;64;109;125;72;125;112;84;108;84;107;1108
232;2025;Italiani + stranieri;26032 - Giavera del Montello;38;53;60;67;108;128;155;188;93;172;106;106;1274
233;2025;Italiani + stranieri;26033 - Godega di Sant'Urbano;454;497;433;601;731;627;621;485;662;587;494;613;6805
234;2025;Italiani + stranieri;26034 - Gorgo al Monticano;266;245;256;324;497;670;583;581;677;446;264;413;5222
235;2025;Italiani + stranieri;26035 - Istrana;112;111;112;165;302;209;190;91;237;236;119;128;2012
236;2025;Italiani + stranieri;26036 - Loria;56;70;82;100;113;84;123;67;118;99;78;6;996
237;2025;Italiani + stranieri;26037 - Mansué;40;46;58;111;145;171;235;123;125;117;58;26;1255
238;2025;Italiani + stranieri;26039 - Maser;236;222;286;487;604;505;601;473;664;523;445;399;5445
239;2025;Italiani + stranieri;26040 - Maserada sul Piave;126;157;234;223;270;230;326;162;272;305;232;176;2713
