progressivo;anno;provenienza;"Comuni";"Gen Arrivi";"Feb Arrivi";"Mar Arrivi";"Apr Arrivi";"Mag Arrivi";"Giu Arrivi";"Lug Arrivi";"Ago Arrivi";"Set Arrivi";"Ott Arrivi";"Nov Arrivi";"Dic Arrivi";"Totale arrivi"
76;2026;Italiani + stranieri;24021 - Camisano Vicentino;52;16;73;129;121;80;100;0;0;0;0;0;571
77;2026;Italiani + stranieri;24026 - Cassola;1113;1280;1329;1633;1795;1698;1287;0;0;0;0;0;10135
78;2026;Italiani + stranieri;24027 - Castegnero;58;82;72;149;188;147;240;0;0;0;0;0;936
79;2026;Italiani + stranieri;24028 - Castelgomberto;88;96;115;85;121;121;168;0;0;0;0;0;794
80;2026;Italiani + stranieri;24029 - Chiampo;470;599;608;969;1137;925;956;0;0;0;0;0;5664
81;2026;Italiani + stranieri;24034 - Cornedo Vicentino;145;221;224;222;218;297;219;0;0;0;0;0;1546
82;2026;Italiani + stranieri;24035 - Costabissara;356;232;212;211;216;196;216;0;0;0;0;0;1639
83;2026;Italiani + stranieri;24036 - Creazzo;2236;2906;2972;3394;3719;2668;3589;0;0;0;0;0;21484
84;2026;Italiani + stranieri;24037 - Crespadoro;21;29;9;20;32;70;105;0;0;0;0;0;286
85;2026;Italiani + stranieri;24038 - Dueville;41;28;32;36;31;42;58;0;0;0;0;0;268
86;2026;Italiani + stranieri;24039 - Enego;136;205;15;16;42;156;257;0;0;0;0;0;827
87;2026;Italiani + stranieri;24040 - Fara Vicentino;30;119;129;100;199;130;244;0;0;0;0;0;951
88;2026;Italiani + stranieri;24041 - Foza;159;245;44;92;57;169;242;0;0;0;0;0;1008
89;2026;Italiani + stranieri;24042 - Gallio;1788;1909;714;467;990;1235;2099;0;0;0;0;0;9202
90;2026;Italiani + stranieri;24046 - Grisignano di Zocco;564;724;582;1087;1297;1202;1185;0;0;0;0;0;6641
91;2026;Italiani + stranieri;24047 - Grumolo delle Abbadesse;766;848;919;933;812;812;993;0;0;0;0;0;6083
92;2026;Italiani + stranieri;24048 - Isola Vicentina;55;39;43;39;65;54;51;0;0;0;0;0;346
93;2026;Italiani + stranieri;24051 - Longare;121;123;73;167;332;403;458;0;0;0;0;0;1677
94;2026;Italiani + stranieri;24052 - Lonigo;854;1032;1326;1271;1411;1479;1565;0;0;0;0;0;8938
95;2026;Italiani + stranieri;24053 - Lugo di Vicenza;118;136;91;69;113;131;96;0;0;0;0;0;754
96;2026;Italiani + stranieri;24055 - Malo;616;681;679;757;1200;1030;1087;0;0;0;0;0;6050
97;2026;Italiani + stranieri;24056 - Marano Vicentino;49;51;67;81;90;109;123;0;0;0;0;0;570
98;2026;Italiani + stranieri;24057 - Marostica;505;530;559;855;869;893;1125;0;0;0;0;0;5336
99;2026;Italiani + stranieri;24060 - Montebello Vicentino;555;528;636;727;840;823;1147;0;0;0;0;0;5256
100;2026;Italiani + stranieri;24061 - Montecchio Maggiore;2781;3620;3715;4767;5527;5216;5979;0;0;0;0;0;31605
101;2026;Italiani + stranieri;24064 - Montegalda;112;80;114;192;208;202;216;0;0;0;0;0;1124
102;2026;Italiani + stranieri;24065 - Montegaldella;21;8;8;21;23;20;29;0;0;0;0;0;130
103;2026;Italiani + stranieri;24066 - Monteviale;13;10;5;9;5;12;10;0;0;0;0;0;64
104;2026;Italiani + stranieri;24067 - Monticello Conte Otto;91;27;59;103;113;67;121;0;0;0;0;0;581
105;2026;Italiani + stranieri;24068 - Montorso Vicentino;102;17;144;35;127;11;137;0;0;0;0;0;573
106;2026;Italiani + stranieri;24074 - Noventa Vicentina;322;318;346;390;484;402;390;0;0;0;0;0;2652
107;2026;Italiani + stranieri;24077 - Pianezze;28;31;6;34;38;28;36;0;0;0;0;0;201
108;2026;Italiani + stranieri;24078 - Piovene Rocchette;8;13;15;59;47;44;64;0;0;0;0;0;250
109;2026;Italiani + stranieri;24079 - Poiana Maggiore;40;25;39;66;54;56;38;0;0;0;0;0;318
110;2026;Italiani + stranieri;24080 - Posina;83;131;70;8;63;70;78;0;0;0;0;0;503
111;2026;Italiani + stranieri;24081 - Pove del Grappa;343;367;361;429;421;428;480;0;0;0;0;0;2829
112;2026;Italiani + stranieri;24083 - Quinto Vicentino;67;60;53;66;67;51;67;0;0;0;0;0;431
113;2026;Italiani + stranieri;24084 - Recoaro Terme;242;283;302;294;381;562;1009;0;0;0;0;0;3073
114;2026;Italiani + stranieri;24085 - Roana;1946;1790;527;693;1389;1501;2515;0;0;0;0;0;10361
115;2026;Italiani + stranieri;24086 - Romano d'Ezzelino;321;271;364;583;757;550;617;0;0;0;0;0;3463
116;2026;Italiani + stranieri;24087 - Rosà;125;147;200;225;215;222;310;0;0;0;0;0;1444
117;2026;Italiani + stranieri;24091 - Sandrigo;612;322;362;857;982;360;451;0;0;0;0;0;3946
118;2026;Italiani + stranieri;24095 - Santorso;202;207;180;218;239;222;206;0;0;0;0;0;1474
119;2026;Italiani + stranieri;24097 - Sarcedo;121;112;108;104;126;135;180;0;0;0;0;0;886
120;2026;Italiani + stranieri;24098 - Sarego;135;86;108;180;158;161;164;0;0;0;0;0;992
121;2026;Italiani + stranieri;24100 - Schio;1640;1724;2173;2262;2492;2533;2531;0;0;0;0;0;15355
122;2026;Italiani + stranieri;24104 - Tezze sul Brenta;326;370;490;488;504;878;533;0;0;0;0;0;3589
123;2026;Italiani + stranieri;24105 - Thiene;382;401;175;439;477;384;460;0;0;0;0;0;2718
124;2026;Italiani + stranieri;24110 - Trissino;204;200;232;275;286;318;405;0;0;0;0;0;1920
125;2026;Italiani + stranieri;24112 - Valdastico;117;106;32;61;93;122;115;0;0;0;0;0;646
126;2026;Italiani + stranieri;24113 - Valli del Pasubio;53;165;110;261;376;1160;1367;0;0;0;0;0;3492
127;2026;Italiani + stranieri;24115 - Velo d'Astico;53;49;36;96;103;92;142;0;0;0;0;0;571
128;2026;Italiani + stranieri;24116 - Vicenza;14324;14293;16641;22747;23677;21080;24916;0;0;0;0;0;137678
129;2026;Italiani + stranieri;24117 - Villaga;27;14;22;79;104;86;183;0;0;0;0;0;515
130;2026;Italiani + stranieri;24118 - Villaverla;95;111;112;171;127;133;192;0;0;0;0;0;941
131;2026;Italiani + stranieri;24121 - Zovencedo;20;3;3;16;15;11;9;0;0;0;0;0;77
132;2026;Italiani + stranieri;24122 - Zugliano;53;109;139;162;198;160;178;0;0;0;0;0;999
133;2026;Italiani + stranieri;24123 - Val Liona;12;5;32;40;53;49;69;0;0;0;0;0;260
134;2026;Italiani + stranieri;24124 - Barbarano Mossano;45;47;60;109;120;126;192;0;0;0;0;0;699
135;2026;Italiani + stranieri;24125 - Valbrenta;108;121;87;206;259;340;568;0;0;0;0;0;1689
136;2026;Italiani + stranieri;24126 - Colceresa;336;298;350;485;476;476;587;0;0;0;0;0;3008
137;2026;Italiani + stranieri;24127 - Lusiana Conco;171;210;129;178;335;380;671;0;0;0;0;0;2074
138;2026;Italiani + stranieri;25001 - Agordo;676;832;518;550;899;1744;2463;0;0;0;0;0;7682
139;2026;Italiani + stranieri;25003 - Alleghe;5418;5865;3668;949;2765;6058;8186;0;0;0;0;0;32909
140;2026;Italiani + stranieri;25004 - Arsié;106;60;61;438;1509;2175;3193;0;0;0;0;0;7542
141;2026;Italiani + stranieri;25005 - Auronzo di Cadore;5437;5644;2629;1290;6226;21181;27221;0;0;0;0;0;69628
142;2026;Italiani + stranieri;25006 - Belluno;4040;3299;3430;4300;5902;7549;9367;0;0;0;0;0;37887
143;2026;Italiani + stranieri;25007 - Borca di Cadore;2075;1596;1290;407;1139;5023;6423;0;0;0;0;0;17953
144;2026;Italiani + stranieri;25008 - Calalzo di Cadore;989;826;630;587;1406;2857;5542;0;0;0;0;0;12837
145;2026;Italiani + stranieri;25010 - Cencenighe Agordino;121;220;31;18;78;179;486;0;0;0;0;0;1133
146;2026;Italiani + stranieri;25011 - Cesiomaggiore;48;50;40;83;92;227;568;0;0;0;0;0;1108
147;2026;Italiani + stranieri;25012 - Chies d'Alpago;332;289;274;273;305;345;543;0;0;0;0;0;2361
148;2026;Italiani + stranieri;25013 - Cibiana di Cadore;153;216;96;73;187;421;503;0;0;0;0;0;1649
149;2026;Italiani + stranieri;25014 - Colle Santa Lucia;730;823;421;107;245;1010;1684;0;0;0;0;0;5020
150;2026;Italiani + stranieri;25015 - Comelico Superiore;1934;2498;871;489;867;3108;4499;0;0;0;0;0;14266
151;2026;Italiani + stranieri;25016 - Cortina d'Ampezzo;21403;19908;16174;9281;16444;49418;65293;0;0;0;0;0;197921
152;2026;Italiani + stranieri;25017 - Danta di Cadore;127;44;10;60;148;283;404;0;0;0;0;0;1076
153;2026;Italiani + stranieri;25018 - Domegge di Cadore;120;245;60;106;271;747;1981;0;0;0;0;0;3530
154;2026;Italiani + stranieri;25019 - Falcade;8793;7967;4948;436;686;5668;10356;0;0;0;0;0;38854
155;2026;Italiani + stranieri;25021 - Feltre;724;812;871;1651;1881;2641;2856;0;0;0;0;0;11436
156;2026;Italiani + stranieri;25022 - Fonzaso;106;66;56;92;113;142;161;0;0;0;0;0;736
157;2026;Italiani + stranieri;25023 - Canale d'Agordo;1299;1458;538;686;1106;1400;3198;0;0;0;0;0;9685
158;2026;Italiani + stranieri;25025 - Gosaldo;39;75;24;34;57;126;482;0;0;0;0;0;837
159;2026;Italiani + stranieri;25026 - Lamon;68;69;55;95;207;238;539;0;0;0;0;0;1271
160;2026;Italiani + stranieri;25029 - Limana;92;111;59;151;217;372;266;0;0;0;0;0;1268
161;2026;Italiani + stranieri;25030 - Livinallongo del Col di Lana;11842;10100;7797;951;1571;10766;18538;0;0;0;0;0;61565
162;2026;Italiani + stranieri;25032 - Lorenzago di Cadore;440;316;316;273;595;861;1038;0;0;0;0;0;3839
163;2026;Italiani + stranieri;25033 - Lozzo di Cadore;93;105;61;80;220;355;792;0;0;0;0;0;1706
164;2026;Italiani + stranieri;25036 - Pedavena;335;311;272;444;520;548;299;0;0;0;0;0;2729
165;2026;Italiani + stranieri;25037 - Perarolo di Cadore;68;130;28;95;146;329;576;0;0;0;0;0;1372
166;2026;Italiani + stranieri;25039 - Pieve di Cadore;1241;1667;629;883;1704;3207;4291;0;0;0;0;0;13622
167;2026;Italiani + stranieri;25040 - Ponte nelle Alpi;565;746;609;734;1036;1194;1325;0;0;0;0;0;6209
168;2026;Italiani + stranieri;25043 - Rivamonte Agordino;186;219;84;107;321;310;643;0;0;0;0;0;1870
169;2026;Italiani + stranieri;25044 - Rocca Pietore;7303;6908;3662;878;2175;7286;13859;0;0;0;0;0;42071
170;2026;Italiani + stranieri;25045 - San Gregorio nelle Alpi;12;37;12;13;60;98;165;0;0;0;0;0;397
171;2026;Italiani + stranieri;25046 - San Nicolò di Comelico;407;538;233;220;480;812;742;0;0;0;0;0;3432
172;2026;Italiani + stranieri;25047 - San Pietro di Cadore;282;247;57;36;207;559;1068;0;0;0;0;0;2456
173;2026;Italiani + stranieri;25048 - Santa Giustina;248;183;180;150;197;275;639;0;0;0;0;0;1872
174;2026;Italiani + stranieri;25049 - San Tomaso Agordino;103;127;27;44;111;167;257;0;0;0;0;0;836
175;2026;Italiani + stranieri;25050 - Santo Stefano di Cadore;972;806;373;675;1021;1949;3101;0;0;0;0;0;8897
176;2026;Italiani + stranieri;25051 - San Vito di Cadore;3686;2743;1856;1000;3333;6871;9214;0;0;0;0;0;28703
177;2026;Italiani + stranieri;25053 - Sedico;138;212;124;195;273;415;824;0;0;0;0;0;2181
178;2026;Italiani + stranieri;25054 - Selva di Cadore;3393;3055;1979;469;1169;4521;6723;0;0;0;0;0;21309
179;2026;Italiani + stranieri;25056 - Sospirolo;107;144;71;284;353;739;1067;0;0;0;0;0;2765
180;2026;Italiani + stranieri;25058 - Sovramonte;165;59;113;125;142;355;832;0;0;0;0;0;1791
181;2026;Italiani + stranieri;25059 - Taibon Agordino;207;250;153;129;213;640;1746;0;0;0;0;0;3338
182;2026;Italiani + stranieri;25060 - Tambre;126;133;36;74;194;270;417;0;0;0;0;0;1250
183;2026;Italiani + stranieri;25062 - Vallada Agordina;103;159;51;54;89;134;187;0;0;0;0;0;777
184;2026;Italiani + stranieri;25063 - Valle di Cadore;855;855;489;834;954;1890;2754;0;0;0;0;0;8631
185;2026;Italiani + stranieri;25065 - Vigo di Cadore;131;238;84;195;545;1173;1827;0;0;0;0;0;4193
186;2026;Italiani + stranieri;25066 - Vodo Cadore;479;480;314;328;629;1466;2269;0;0;0;0;0;5965
187;2026;Italiani + stranieri;25067 - Voltago Agordino;292;132;86;43;115;388;695;0;0;0;0;0;1751
188;2026;Italiani + stranieri;25069 - Zoppé di Cadore;25;44;14;35;59;108;156;0;0;0;0;0;441
189;2026;Italiani + stranieri;25071 - Longarone;137;304;200;326;391;1130;1902;0;0;0;0;0;4390
190;2026;Italiani + stranieri;25072 - Alpago;174;352;173;1243;2832;3560;5305;0;0;0;0;0;13639
191;2026;Italiani + stranieri;25073 - Val di Zoldo;6080;5948;3002;768;1201;7364;13634;0;0;0;0;0;37997
192;2026;Italiani + stranieri;25074 - Borgo Valbelluna;458;520;294;482;618;1140;1295;0;0;0;0;0;4807
193;2026;Italiani + stranieri;25075 - Setteville;178;215;240;291;558;460;424;0;0;0;0;0;2366
194;2026;Italiani + stranieri;26001 - Altivole;93;69;87;109;166;152;122;0;0;0;0;0;798
195;2026;Italiani + stranieri;26002 - Arcade;15;18;20;23;28;11;27;0;0;0;0;0;142
196;2026;Italiani + stranieri;26003 - Asolo;572;926;1147;1617;2123;2258;2426;0;0;0;0;0;11069
197;2026;Italiani + stranieri;26004 - Borso del Grappa;952;1159;1576;1737;2041;2186;2919;0;0;0;0;0;12570
198;2026;Italiani + stranieri;26005 - Breda di Piave;297;425;604;623;1183;783;1038;0;0;0;0;0;4953
199;2026;Italiani + stranieri;26006 - Caerano di San Marco;283;311;379;373;527;459;437;0;0;0;0;0;2769
200;2026;Italiani + stranieri;26007 - Cappella Maggiore;1;3;3;19;35;43;157;0;0;0;0;0;261
201;2026;Italiani + stranieri;26008 - Carbonera;31;36;39;110;115;101;99;0;0;0;0;0;531
202;2026;Italiani + stranieri;26009 - Casale sul Sile;199;208;253;449;589;511;583;0;0;0;0;0;2792
203;2026;Italiani + stranieri;26010 - Casier;83;96;122;195;307;179;230;0;0;0;0;0;1212
204;2026;Italiani + stranieri;26011 - Castelcucco;10;62;77;128;126;100;140;0;0;0;0;0;643
205;2026;Italiani + stranieri;26012 - Castelfranco Veneto;2813;3182;3559;3625;4242;3529;3993;0;0;0;0;0;24943
206;2026;Italiani + stranieri;26013 - Castello di Godego;111;107;137;82;108;195;168;0;0;0;0;0;908
207;2026;Italiani + stranieri;26014 - Cavaso del Tomba;91;111;230;596;724;736;650;0;0;0;0;0;3138
208;2026;Italiani + stranieri;26015 - Cessalto;252;178;215;261;351;469;614;0;0;0;0;0;2340
209;2026;Italiani + stranieri;26016 - Chiarano;42;46;55;83;125;134;166;0;0;0;0;0;651
210;2026;Italiani + stranieri;26017 - Cimadolmo;20;34;32;74;51;50;69;0;0;0;0;0;330
211;2026;Italiani + stranieri;26018 - Cison di Valmarino;723;741;718;1253;1545;1530;1710;0;0;0;0;0;8220
212;2026;Italiani + stranieri;26019 - Codogné;550;543;745;855;801;746;752;0;0;0;0;0;4992
213;2026;Italiani + stranieri;26020 - Colle Umberto;198;307;248;341;473;481;460;0;0;0;0;0;2508
214;2026;Italiani + stranieri;26021 - Conegliano;3206;3713;4148;4882;5871;4652;6025;0;0;0;0;0;32497
215;2026;Italiani + stranieri;26022 - Cordignano;175;156;155;342;213;226;187;0;0;0;0;0;1454
216;2026;Italiani + stranieri;26023 - Cornuda;13;9;52;52;79;73;69;0;0;0;0;0;347
217;2026;Italiani + stranieri;26025 - Crocetta del Montello;19;13;25;31;28;62;55;0;0;0;0;0;233
218;2026;Italiani + stranieri;26026 - Farra di Soligo;270;438;596;1075;1513;1080;1196;0;0;0;0;0;6168
219;2026;Italiani + stranieri;26027 - Follina;423;394;506;850;1471;1338;1179;0;0;0;0;0;6161
220;2026;Italiani + stranieri;26029 - Fonte;13;27;36;51;61;68;84;0;0;0;0;0;340
221;2026;Italiani + stranieri;26030 - Fregona;118;118;143;174;246;276;290;0;0;0;0;0;1365
222;2026;Italiani + stranieri;26031 - Gaiarine;73;51;69;107;122;66;81;0;0;0;0;0;569
223;2026;Italiani + stranieri;26032 - Giavera del Montello;52;79;90;109;182;95;125;0;0;0;0;0;732
224;2026;Italiani + stranieri;26033 - Godega di Sant'Urbano;517;523;531;580;757;659;603;0;0;0;0;0;4170
225;2026;Italiani + stranieri;26034 - Gorgo al Monticano;197;178;256;350;520;529;613;0;0;0;0;0;2643
226;2026;Italiani + stranieri;26035 - Istrana;115;135;117;177;283;173;137;0;0;0;0;0;1137
227;2026;Italiani + stranieri;26037 - Mansué;19;45;31;118;163;142;209;0;0;0;0;0;727
228;2026;Italiani + stranieri;26038 - Mareno di Piave;120;77;75;73;50;94;86;0;0;0;0;0;575
229;2026;Italiani + stranieri;26039 - Maser;308;327;449;546;582;617;702;0;0;0;0;0;3531
230;2026;Italiani + stranieri;26040 - Maserada sul Piave;131;185;232;263;318;192;285;0;0;0;0;0;1606
231;2026;Italiani + stranieri;26042 - Miane;91;76;112;262;593;349;488;0;0;0;0;0;1971
232;2026;Italiani + stranieri;26043 - Mogliano Veneto;4099;6162;6590;8832;12164;10198;12325;0;0;0;0;0;60370
233;2026;Italiani + stranieri;26044 - Monastier di Treviso;421;995;1408;1565;3424;2805;3454;0;0;0;0;0;14072
234;2026;Italiani + stranieri;26045 - Monfumo;47;61;58;175;329;247;342;0;0;0;0;0;1259
235;2026;Italiani + stranieri;26046 - Montebelluna;912;986;1110;1254;1660;1472;1832;0;0;0;0;0;9226
236;2026;Italiani + stranieri;26049 - Motta di Livenza;67;103;77;119;178;186;248;0;0;0;0;0;978
237;2026;Italiani + stranieri;26050 - Nervesa della Battaglia;132;93;119;201;288;262;310;0;0;0;0;0;1405
238;2026;Italiani + stranieri;26051 - Oderzo;497;600;709;852;1088;937;884;0;0;0;0;0;5567
239;2026;Italiani + stranieri;26053 - Orsago;35;32;53;52;24;48;37;0;0;0;0;0;281
240;2026;Italiani + stranieri;26055 - Paese;133;312;214;386;603;291;397;0;0;0;0;0;2336
241;2026;Italiani + stranieri;26056 - Pederobba;43;45;64;135;140;96;153;0;0;0;0;0;676
242;2026;Italiani + stranieri;26057 - Pieve di Soligo;834;743;943;943;1537;1080;1122;0;0;0;0;0;7202
243;2026;Italiani + stranieri;26058 - Ponte di Piave;257;450;587;593;665;799;851;0;0;0;0;0;4202
244;2026;Italiani + stranieri;26059 - Ponzano Veneto;127;132;153;213;308;210;214;0;0;0;0;0;1357
245;2026;Italiani + stranieri;26061 - Possagno;26;14;58;67;43;65;183;0;0;0;0;0;456
246;2026;Italiani + stranieri;26062 - Povegliano;18;37;42;55;87;62;70;0;0;0;0;0;371
