progressivo;anno;provenienza;"Comuni";"Gen Presenze";"Feb Presenze";"Mar Presenze";"Apr Presenze";"Mag Presenze";"Giu Presenze";"Lug Presenze";"Ago Presenze";"Set Presenze";"Ott Presenze";"Nov Presenze";"Dic Presenze";"Totale presenze"
241;2026;Italiani + stranieri;26056 - Pederobba;91;77;142;336;340;247;405;0;0;0;0;0;1638
242;2026;Italiani + stranieri;26057 - Pieve di Soligo;1514;1124;1666;2014;3320;2865;3174;0;0;0;0;0;15677
243;2026;Italiani + stranieri;26058 - Ponte di Piave;946;1270;2003;1559;1749;1987;2306;0;0;0;0;0;11820
244;2026;Italiani + stranieri;26059 - Ponzano Veneto;286;260;234;359;559;451;455;0;0;0;0;0;2604
245;2026;Italiani + stranieri;26061 - Possagno;41;23;72;118;109;158;937;0;0;0;0;0;1458
246;2026;Italiani + stranieri;26062 - Povegliano;151;232;95;112;121;265;302;0;0;0;0;0;1278
247;2026;Italiani + stranieri;26063 - Preganziol;3679;4480;4784;6737;8868;7583;8700;0;0;0;0;0;44831
248;2026;Italiani + stranieri;26064 - Quinto di Treviso;2844;3882;3690;5103;6311;5067;5754;0;0;0;0;0;32651
249;2026;Italiani + stranieri;26065 - Refrontolo;139;109;183;341;559;502;707;0;0;0;0;0;2540
250;2026;Italiani + stranieri;26067 - Revine Lago;459;463;525;805;1169;1373;2039;0;0;0;0;0;6833
251;2026;Italiani + stranieri;26068 - Riese Pio X;614;713;672;725;1068;864;1077;0;0;0;0;0;5733
252;2026;Italiani + stranieri;26069 - Roncade;1200;1007;1705;2281;3167;2895;3203;0;0;0;0;0;15458
253;2026;Italiani + stranieri;26070 - Salgareda;610;686;664;669;978;1435;1144;0;0;0;0;0;6186
254;2026;Italiani + stranieri;26071 - San Biagio di Callalta;844;903;1312;1332;1520;1390;1929;0;0;0;0;0;9230
255;2026;Italiani + stranieri;26072 - San Fior;312;444;414;642;615;510;567;0;0;0;0;0;3504
256;2026;Italiani + stranieri;26073 - San Pietro di Feletto;587;784;746;1791;2335;2717;3360;0;0;0;0;0;12320
257;2026;Italiani + stranieri;26074 - San Polo di Piave;160;88;235;142;173;187;299;0;0;0;0;0;1284
258;2026;Italiani + stranieri;26075 - Santa Lucia di Piave;84;91;67;110;119;95;219;0;0;0;0;0;785
259;2026;Italiani + stranieri;26076 - San Vendemiano;1162;1088;1085;1514;1618;1569;1556;0;0;0;0;0;9592
260;2026;Italiani + stranieri;26077 - San Zenone degli Ezzelini;470;339;321;925;829;894;1311;0;0;0;0;0;5089
261;2026;Italiani + stranieri;26078 - Sarmede;82;36;83;182;73;164;477;0;0;0;0;0;1097
262;2026;Italiani + stranieri;26079 - Segusino;110;64;38;148;365;240;376;0;0;0;0;0;1341
263;2026;Italiani + stranieri;26080 - Sernaglia della Battaglia;29;51;95;76;194;173;182;0;0;0;0;0;800
264;2026;Italiani + stranieri;26081 - Silea;3092;3204;3162;3037;3791;3283;4827;0;0;0;0;0;24396
265;2026;Italiani + stranieri;26082 - Spresiano;2580;2916;3462;3431;3960;3209;4499;0;0;0;0;0;24057
266;2026;Italiani + stranieri;26083 - Susegana;1716;1449;1921;2343;2821;2654;3405;0;0;0;0;0;16309
267;2026;Italiani + stranieri;26084 - Tarzo;477;413;507;2523;3661;4412;7419;0;0;0;0;0;19412
268;2026;Italiani + stranieri;26085 - Trevignano;167;141;272;339;348;276;335;0;0;0;0;0;1878
269;2026;Italiani + stranieri;26086 - Treviso;26590;27451;30896;41720;45593;39197;40837;0;0;0;0;0;252284
270;2026;Italiani + stranieri;26087 - Valdobbiadene;1511;1795;3769;6893;10418;9746;9723;0;0;0;0;0;43855
271;2026;Italiani + stranieri;26088 - Vazzola;321;231;310;489;483;444;578;0;0;0;0;0;2856
272;2026;Italiani + stranieri;26089 - Vedelago;549;799;1219;1378;2010;2219;3362;0;0;0;0;0;11536
273;2026;Italiani + stranieri;26090 - Vidor;163;148;302;373;515;303;424;0;0;0;0;0;2228
274;2026;Italiani + stranieri;26091 - Villorba;7795;7581;8521;8553;9790;8865;9600;0;0;0;0;0;60705
275;2026;Italiani + stranieri;26092 - Vittorio Veneto;4761;5014;5587;6896;7950;6958;8203;0;0;0;0;0;45369
276;2026;Italiani + stranieri;26093 - Volpago del Montello;502;489;579;655;964;982;1157;0;0;0;0;0;5328
277;2026;Italiani + stranieri;26095 - Zero Branco;142;210;114;467;662;475;849;0;0;0;0;0;2919
278;2026;Italiani + stranieri;26096 - Pieve del Grappa;3457;2180;3048;3017;9353;8073;9202;0;0;0;0;0;38330
279;2026;Italiani + stranieri;27002 - Campagna Lupia;1233;2023;1980;2006;3722;2425;2257;0;0;0;0;0;15646
280;2026;Italiani + stranieri;27004 - Camponogara;127;150;144;209;226;149;165;0;0;0;0;0;1170
281;2026;Italiani + stranieri;27005 - Caorle;10021;8128;14300;60543;398138;800815;1152529;0;0;0;0;0;2444474
282;2026;Italiani + stranieri;27006 - Cavarzere;875;812;1024;1061;1083;1108;1279;0;0;0;0;0;7242
283;2026;Italiani + stranieri;27007 - Ceggia;1255;1219;1480;1572;1612;1706;1906;0;0;0;0;0;10750
284;2026;Italiani + stranieri;27008 - Chioggia;6740;7115;11076;52680;155677;324771;436325;0;0;0;0;0;994384
285;2026;Italiani + stranieri;27009 - Cinto Caomaggiore;17;33;34;66;139;118;166;0;0;0;0;0;573
286;2026;Italiani + stranieri;27011 - Concordia Sagittaria;273;172;181;412;886;531;972;0;0;0;0;0;3427
287;2026;Italiani + stranieri;27012 - Dolo;2975;3209;2864;3824;5597;3783;4950;0;0;0;0;0;27202
288;2026;Italiani + stranieri;27013 - Eraclea;273;299;523;1419;30673;91153;146001;0;0;0;0;0;270341
289;2026;Italiani + stranieri;27015 - Fossalta di Piave;321;303;228;235;554;279;397;0;0;0;0;0;2317
290;2026;Italiani + stranieri;27016 - Fossalta di Portogruaro;61;106;62;125;97;90;177;0;0;0;0;0;718
291;2026;Italiani + stranieri;27017 - Fossò;337;372;344;378;531;358;511;0;0;0;0;0;2831
292;2026;Italiani + stranieri;27018 - Gruaro;132;173;131;249;245;349;459;0;0;0;0;0;1738
293;2026;Italiani + stranieri;27019 - Jesolo;17167;44201;78704;200996;539335;1001191;1392711;0;0;0;0;0;3274305
294;2026;Italiani + stranieri;27020 - Marcon;4594;4733;5355;5776;7192;5913;7029;0;0;0;0;0;40592
295;2026;Italiani + stranieri;27023 - Mira;8136;9813;8906;14598;22407;14816;18114;0;0;0;0;0;96790
296;2026;Italiani + stranieri;27024 - Mirano;5575;7627;6609;8658;13322;9006;9583;0;0;0;0;0;60380
297;2026;Italiani + stranieri;27025 - Musile di Piave;410;448;346;487;558;410;599;0;0;0;0;0;3258
298;2026;Italiani + stranieri;27026 - Noale;1618;2254;4165;3975;3941;5075;5356;0;0;0;0;0;26384
299;2026;Italiani + stranieri;27027 - Noventa di Piave;12845;10593;9387;11413;13735;11922;18145;0;0;0;0;0;88040
300;2026;Italiani + stranieri;27028 - Pianiga;706;1065;1947;2581;3408;2714;2718;0;0;0;0;0;15139
301;2026;Italiani + stranieri;27029 - Portogruaro;2157;2379;2412;2828;4577;4428;5237;0;0;0;0;0;24018
302;2026;Italiani + stranieri;27031 - Quarto d'Altino;6756;10049;9787;11935;17280;14971;16818;0;0;0;0;0;87596
303;2026;Italiani + stranieri;27032 - Salzano;915;1001;1007;875;1521;1245;1635;0;0;0;0;0;8199
304;2026;Italiani + stranieri;27033 - San Donà di Piave;5429;4832;4804;5603;6800;6360;9538;0;0;0;0;0;43366
305;2026;Italiani + stranieri;27034 - San Michele al Tagliamento;2825;2763;9669;85740;451229;927386;1524432;0;0;0;0;0;3004044
306;2026;Italiani + stranieri;27035 - Santa Maria di Sala;949;807;1034;1015;1620;1081;413;0;0;0;0;0;6919
307;2026;Italiani + stranieri;27037 - Scorzé;546;820;767;1024;1569;838;911;0;0;0;0;0;6475
308;2026;Italiani + stranieri;27039 - Stra;1816;3378;3595;5318;5985;4438;4372;0;0;0;0;0;28902
309;2026;Italiani + stranieri;27041 - Torre di Mosto;132;100;91;222;531;837;1643;0;0;0;0;0;3556
310;2026;Italiani + stranieri;27042 - Venezia;600410;817941;924431;1227316;1409752;1296676;1378904;0;0;0;0;0;7655430
311;2026;Italiani + stranieri;27043 - Vigonovo;712;770;908;649;577;508;851;0;0;0;0;0;4975
312;2026;Italiani + stranieri;27044 - Cavallino;3351;6743;15882;137110;748754;1144196;1686223;0;0;0;0;0;3742259
313;2026;Italiani + stranieri;28001 - Abano Terme;109085;106047;143546;162029;169220;137439;99927;0;0;0;0;0;927293
314;2026;Italiani + stranieri;28003 - Albignasego;1920;2212;2620;3383;4561;3756;4306;0;0;0;0;0;22758
315;2026;Italiani + stranieri;28005 - Arquà Petrarca;345;245;645;1087;1387;913;1228;0;0;0;0;0;5850
316;2026;Italiani + stranieri;28006 - Arre;32;34;27;60;100;83;72;0;0;0;0;0;408
317;2026;Italiani + stranieri;28007 - Arzergrande;0;0;0;12;30;70;60;0;0;0;0;0;172
318;2026;Italiani + stranieri;28009 - Baone;350;140;460;1196;1329;1432;2506;0;0;0;0;0;7413
319;2026;Italiani + stranieri;28012 - Boara Pisani;819;462;278;656;844;922;994;0;0;0;0;0;4975
320;2026;Italiani + stranieri;28013 - Borgoricco;287;227;188;256;411;289;255;0;0;0;0;0;1913
321;2026;Italiani + stranieri;28014 - Bovolenta;34;23;24;24;133;78;190;0;0;0;0;0;506
322;2026;Italiani + stranieri;28015 - Brugine;116;82;51;113;82;24;80;0;0;0;0;0;548
323;2026;Italiani + stranieri;28017 - Campodarsego;1001;1353;1101;953;1397;1091;862;0;0;0;0;0;7758
324;2026;Italiani + stranieri;28018 - Campodoro;79;81;0;10;27;87;30;0;0;0;0;0;314
325;2026;Italiani + stranieri;28019 - Camposampiero;3323;5310;5240;5620;5461;6279;5838;0;0;0;0;0;37071
326;2026;Italiani + stranieri;28020 - Campo San Martino;143;118;75;117;112;94;87;0;0;0;0;0;746
327;2026;Italiani + stranieri;28023 - Carmignano di Brenta;380;312;333;240;264;396;489;0;0;0;0;0;2414
328;2026;Italiani + stranieri;28028 - Casalserugo;128;119;98;200;423;224;355;0;0;0;0;0;1547
329;2026;Italiani + stranieri;28030 - Cervarese Santa Croce;109;81;110;413;642;387;746;0;0;0;0;0;2488
330;2026;Italiani + stranieri;28031 - Cinto Euganeo;149;295;361;581;436;406;952;0;0;0;0;0;3180
331;2026;Italiani + stranieri;28032 - Cittadella;3690;3955;4813;5011;5595;4430;5204;0;0;0;0;0;32698
332;2026;Italiani + stranieri;28033 - Codevigo;273;395;472;611;688;685;1290;0;0;0;0;0;4414
333;2026;Italiani + stranieri;28034 - Conselve;372;625;318;876;1054;1335;1055;0;0;0;0;0;5635
334;2026;Italiani + stranieri;28035 - Correzzola;282;224;485;813;846;899;1315;0;0;0;0;0;4864
335;2026;Italiani + stranieri;28036 - Curtarolo;308;261;260;407;521;251;387;0;0;0;0;0;2395
336;2026;Italiani + stranieri;28037 - Este;1213;1674;1823;2406;2175;2225;2341;0;0;0;0;0;13857
337;2026;Italiani + stranieri;28038 - Fontaniva;343;325;380;389;438;389;335;0;0;0;0;0;2599
338;2026;Italiani + stranieri;28039 - Galliera Veneta;19;62;44;68;118;136;115;0;0;0;0;0;562
339;2026;Italiani + stranieri;28040 - Galzignano Terme;11944;9987;9581;11334;9738;8099;11936;0;0;0;0;0;72619
340;2026;Italiani + stranieri;28044 - Legnaro;362;515;729;710;992;920;867;0;0;0;0;0;5095
341;2026;Italiani + stranieri;28045 - Limena;926;674;840;1051;1256;910;689;0;0;0;0;0;6346
342;2026;Italiani + stranieri;28047 - Lozzo Atestino;222;162;172;191;117;154;192;0;0;0;0;0;1210
343;2026;Italiani + stranieri;28048 - Maserà di Padova;423;304;436;392;562;386;426;0;0;0;0;0;2929
344;2026;Italiani + stranieri;28053 - Merlara;12;39;59;37;35;38;36;0;0;0;0;0;256
345;2026;Italiani + stranieri;28054 - Mestrino;588;547;966;840;881;497;870;0;0;0;0;0;5189
346;2026;Italiani + stranieri;28055 - Monselice;2754;2928;3401;4133;4429;3592;3953;0;0;0;0;0;25190
347;2026;Italiani + stranieri;28056 - Montagnana;1055;1210;1181;1530;1684;1518;882;0;0;0;0;0;9060
348;2026;Italiani + stranieri;28057 - Montegrotto Terme;41172;36767;63873;66695;70778;46520;35600;0;0;0;0;0;361405
349;2026;Italiani + stranieri;28058 - Noventa Padovana;408;235;939;1873;2523;2144;2970;0;0;0;0;0;11092
350;2026;Italiani + stranieri;28060 - Padova;112933;121013;146273;163722;179388;160866;150290;0;0;0;0;0;1034485
351;2026;Italiani + stranieri;28061 - Pernumia;107;115;107;108;101;119;201;0;0;0;0;0;858
352;2026;Italiani + stranieri;28063 - Piazzola sul Brenta;222;149;215;218;229;253;217;0;0;0;0;0;1503
353;2026;Italiani + stranieri;28064 - Piombino Dese;384;394;430;266;840;788;361;0;0;0;0;0;3463
354;2026;Italiani + stranieri;28065 - Piove di Sacco;1684;2192;2415;2764;3382;3094;3268;0;0;0;0;0;18799
355;2026;Italiani + stranieri;28068 - Pontelongo;126;139;128;207;296;281;357;0;0;0;0;0;1534
356;2026;Italiani + stranieri;28069 - Ponte San Nicolò;2068;2113;2175;2366;2572;2669;2454;0;0;0;0;0;16417
357;2026;Italiani + stranieri;28071 - Rovolon;323;273;386;426;521;639;590;0;0;0;0;0;3158
358;2026;Italiani + stranieri;28075 - San Giorgio delle Pertiche;144;126;128;169;311;279;243;0;0;0;0;0;1400
359;2026;Italiani + stranieri;28076 - San Giorgio in Bosco;729;869;1025;1614;1667;1233;1458;0;0;0;0;0;8595
360;2026;Italiani + stranieri;28077 - San Martino di Lupari;758;837;451;536;871;582;899;0;0;0;0;0;4934
361;2026;Italiani + stranieri;28082 - Santangelo di Piove di Sacco;72;44;159;132;137;157;264;0;0;0;0;0;965
362;2026;Italiani + stranieri;28083 - Sant'Elena;1;0;0;0;55;35;72;0;0;0;0;0;163
363;2026;Italiani + stranieri;28084 - Sant'Urbano;24;0;0;0;0;0;0;0;0;0;0;0;24
364;2026;Italiani + stranieri;28085 - Saonara;203;303;503;385;481;319;404;0;0;0;0;0;2598
365;2026;Italiani + stranieri;28086 - Selvazzano Dentro;1687;1343;2246;1804;3934;3213;2616;0;0;0;0;0;16843
366;2026;Italiani + stranieri;28087 - Solesino;426;261;246;340;342;384;315;0;0;0;0;0;2314
367;2026;Italiani + stranieri;28088 - Stanghella;232;202;212;257;365;485;391;0;0;0;0;0;2144
368;2026;Italiani + stranieri;28089 - Teolo;1721;2036;7872;9300;11048;9092;8196;0;0;0;0;0;49265
369;2026;Italiani + stranieri;28092 - Torreglia;442;586;1220;828;891;688;953;0;0;0;0;0;5608
370;2026;Italiani + stranieri;28093 - Trebaseleghe;416;545;685;575;746;617;602;0;0;0;0;0;4186
371;2026;Italiani + stranieri;28095 - Urbana;142;91;83;29;47;52;103;0;0;0;0;0;547
372;2026;Italiani + stranieri;28096 - Veggiano;179;162;232;267;303;255;352;0;0;0;0;0;1750
373;2026;Italiani + stranieri;28099 - Vigodarzere;118;195;195;204;252;235;200;0;0;0;0;0;1399
374;2026;Italiani + stranieri;28100 - Vigonza;1714;2087;2535;2907;2988;2898;3022;0;0;0;0;0;18151
375;2026;Italiani + stranieri;28101 - Villa del Conte;1027;1010;1439;1392;1279;1394;1367;0;0;0;0;0;8908
376;2026;Italiani + stranieri;28103 - Villafranca Padovana;723;773;1054;498;496;624;721;0;0;0;0;0;4889
377;2026;Italiani + stranieri;28105 - Vò euganeo;589;611;652;816;899;865;983;0;0;0;0;0;5415
378;2026;Italiani + stranieri;28106 - Due Carrare;371;271;396;538;451;506;586;0;0;0;0;0;3119
379;2026;Italiani + stranieri;29001 - Adria;1552;1413;1786;1956;1683;1466;1432;0;0;0;0;0;11288
380;2026;Italiani + stranieri;29002 - Ariano nel Polesine;264;394;599;644;1042;883;881;0;0;0;0;0;4707
381;2026;Italiani + stranieri;29004 - Badia Polesine;729;651;943;744;801;1048;771;0;0;0;0;0;5687
382;2026;Italiani + stranieri;29005 - Bagnolo di Po;23;0;33;82;172;174;217;0;0;0;0;0;701
383;2026;Italiani + stranieri;29006 - Bergantino;161;158;406;299;192;191;131;0;0;0;0;0;1538
384;2026;Italiani + stranieri;29017 - Corbola;0;0;2;107;65;64;152;0;0;0;0;0;390
385;2026;Italiani + stranieri;29019 - Crespino;108;129;94;95;69;157;72;0;0;0;0;0;724
386;2026;Italiani + stranieri;29024 - Fratta Polesine;550;547;599;645;779;798;610;0;0;0;0;0;4528
387;2026;Italiani + stranieri;29029 - Lendinara;171;246;250;187;224;240;103;0;0;0;0;0;1421
388;2026;Italiani + stranieri;29030 - Loreo;144;176;115;220;270;250;317;0;0;0;0;0;1492
389;2026;Italiani + stranieri;29032 - Melara;124;119;155;163;198;182;200;0;0;0;0;0;1141
390;2026;Italiani + stranieri;29033 - Occhiobello;3386;4133;4543;5091;5724;5828;4564;0;0;0;0;0;33269
391;2026;Italiani + stranieri;29036 - Pincara;20;6;10;0;5;0;37;0;0;0;0;0;78
392;2026;Italiani + stranieri;29037 - Polesella;1194;1318;1494;1571;1571;1481;1524;0;0;0;0;0;10153
393;2026;Italiani + stranieri;29039 - Porto Tolle;1273;1395;2177;3429;21312;49846;71424;0;0;0;0;0;150856
394;2026;Italiani + stranieri;29040 - Rosolina;584;984;2774;12672;67112;192891;298324;0;0;0;0;0;575341
395;2026;Italiani + stranieri;29041 - Rovigo;4726;5428;6767;6898;6752;6787;6352;0;0;0;0;0;43710
396;2026;Italiani + stranieri;29046 - Taglio di Po;966;975;1043;1944;2071;1606;2457;0;0;0;0;0;11062
397;2026;Italiani + stranieri;29048 - Villadose;58;72;119;103;165;121;96;0;0;0;0;0;734
398;2026;Italiani + stranieri;29052 - Porto Viro;949;1166;964;1756;1914;1694;1915;0;0;0;0;0;10358

