progressivo;anno;provenienza;"Comuni";"Gen Presenze";"Feb Presenze";"Mar Presenze";"Apr Presenze";"Mag Presenze";"Giu Presenze";"Lug Presenze";"Ago Presenze";"Set Presenze";"Ott Presenze";"Nov Presenze";"Dic Presenze";"Totale presenze"
16;2026;Italiani + stranieri;23024 - Cazzano di Tramigna;212;101;213;352;389;365;423;0;0;0;0;0;2055
17;2026;Italiani + stranieri;23028 - Colognola ai Colli;1239;979;1162;2132;2423;2618;3478;0;0;0;0;0;14031
18;2026;Italiani + stranieri;23030 - Costermano sul Garda;1089;1514;9318;27256;38085;46979;68959;0;0;0;0;0;193200
19;2026;Italiani + stranieri;23031 - Dolcé;293;215;396;439;364;497;1047;0;0;0;0;0;3251
20;2026;Italiani + stranieri;23036 - Garda;6109;3484;21627;89716;125984;142063;181993;0;0;0;0;0;570976
21;2026;Italiani + stranieri;23037 - Gazzo Veronese;224;196;212;204;208;159;190;0;0;0;0;0;1393
22;2026;Italiani + stranieri;23038 - Grezzana;614;887;1244;2188;2673;2965;4072;0;0;0;0;0;14643
23;2026;Italiani + stranieri;23039 - Illasi;330;561;830;1116;1459;1594;2776;0;0;0;0;0;8666
24;2026;Italiani + stranieri;23040 - Isola della Scala;1193;1328;1560;1463;1649;1240;1593;0;0;0;0;0;10026
25;2026;Italiani + stranieri;23042 - Lavagno;232;261;307;514;590;713;811;0;0;0;0;0;3428
26;2026;Italiani + stranieri;23043 - Lazise;19655;16382;89201;397493;493552;553949;846662;0;0;0;0;0;2416894
27;2026;Italiani + stranieri;23044 - Legnago;2380;2439;2742;3561;3456;3295;3283;0;0;0;0;0;21156
28;2026;Italiani + stranieri;23045 - Malcesine;1753;1282;13302;86813;156639;195313;252324;0;0;0;0;0;707426
29;2026;Italiani + stranieri;23046 - Marano di Valpolicella;205;193;306;881;909;894;1481;0;0;0;0;0;4869
30;2026;Italiani + stranieri;23047 - Mezzane di Sotto;520;498;690;1116;1270;1289;2194;0;0;0;0;0;7577
31;2026;Italiani + stranieri;23049 - Montecchia di Crosara;222;76;110;285;307;228;281;0;0;0;0;0;1509
32;2026;Italiani + stranieri;23052 - Negrar di Valpolicella;6011;7633;4903;17149;17380;15911;19766;0;0;0;0;0;88753
33;2026;Italiani + stranieri;23053 - Nogara;890;760;801;869;766;886;570;0;0;0;0;0;5542
34;2026;Italiani + stranieri;23054 - Nogarole Rocca;3146;3569;2707;4546;4103;4094;6333;0;0;0;0;0;28498
35;2026;Italiani + stranieri;23055 - Oppeano;1138;1225;1081;1282;1495;1180;1364;0;0;0;0;0;8765
36;2026;Italiani + stranieri;23057 - Pastrengo;737;728;1936;4204;2644;3197;4785;0;0;0;0;0;18231
37;2026;Italiani + stranieri;23058 - Pescantina;3170;3000;2660;4991;5697;5390;7434;0;0;0;0;0;32342
38;2026;Italiani + stranieri;23059 - Peschiera del Garda;14117;14111;56722;240348;308744;375739;488123;0;0;0;0;0;1497904
39;2026;Italiani + stranieri;23064 - Ronco all'Adige;655;517;483;649;702;239;401;0;0;0;0;0;3646
40;2026;Italiani + stranieri;23068 - Salizzole;30;25;69;134;149;55;146;0;0;0;0;0;608
41;2026;Italiani + stranieri;23069 - San Bonifacio;6330;6576;7396;8349;8766;8254;9200;0;0;0;0;0;54871
42;2026;Italiani + stranieri;23070 - San Giovanni Ilarione;100;30;85;142;214;224;190;0;0;0;0;0;985
43;2026;Italiani + stranieri;23071 - San Giovanni Lupatoto;6935;6723;7000;9961;9498;9007;14009;0;0;0;0;0;63133
44;2026;Italiani + stranieri;23072 - Sanguinetto;151;128;223;239;278;309;682;0;0;0;0;0;2010
45;2026;Italiani + stranieri;23073 - San Martino Buon Albergo;7201;4307;3767;6433;11995;6504;7182;0;0;0;0;0;47389
46;2026;Italiani + stranieri;23076 - San Pietro in Cariano;3288;3346;3510;6920;6893;7402;11012;0;0;0;0;0;42371
47;2026;Italiani + stranieri;23077 - Sant'Ambrogio di Valpolicella;986;949;1219;3063;3715;3672;6973;0;0;0;0;0;20577
48;2026;Italiani + stranieri;23079 - San Zeno di Montagna;1382;411;3744;18482;22913;22588;33208;0;0;0;0;0;102728
49;2026;Italiani + stranieri;23081 - Soave;3378;3648;5403;6400;7045;6208;6502;0;0;0;0;0;38584
50;2026;Italiani + stranieri;23082 - Sommacampagna;6519;6856;6890;8492;10310;9586;11607;0;0;0;0;0;60260
51;2026;Italiani + stranieri;23083 - Sona;1101;866;1079;4277;5557;6436;8404;0;0;0;0;0;27720
52;2026;Italiani + stranieri;23084 - Sorgà;157;123;121;165;206;207;435;0;0;0;0;0;1414
53;2026;Italiani + stranieri;23086 - Torri del Benaco;2026;1634;9794;36605;58546;70849;99670;0;0;0;0;0;279124
54;2026;Italiani + stranieri;23087 - Tregnago;480;488;595;1108;1203;1230;1698;0;0;0;0;0;6802
55;2026;Italiani + stranieri;23089 - Valeggio sul Mincio;3862;4068;5963;34225;75945;73969;127723;0;0;0;0;0;325755
56;2026;Italiani + stranieri;23090 - Velo Veronese;382;203;135;328;560;1058;3118;0;0;0;0;0;5784
57;2026;Italiani + stranieri;23091 - Verona;167038;186679;217660;298676;327445;310611;378314;0;0;0;0;0;1886423
58;2026;Italiani + stranieri;23094 - Vigasio;3300;3481;3962;4277;4843;4610;5574;0;0;0;0;0;30047
59;2026;Italiani + stranieri;23095 - Villa Bartolomea;1091;1621;1452;2188;2606;2402;2927;0;0;0;0;0;14287
60;2026;Italiani + stranieri;23096 - Villafranca di Verona;15556;20145;22069;21532;20824;21018;26086;0;0;0;0;0;147230
61;2026;Italiani + stranieri;23097 - Zevio;927;1334;1232;1613;2219;1767;2434;0;0;0;0;0;11526
62;2026;Italiani + stranieri;23098 - Zimella;157;69;102;127;176;293;565;0;0;0;0;0;1489
63;2026;Italiani + stranieri;24001 - Agugliaro;377;33;215;192;344;198;364;0;0;0;0;0;1723
64;2026;Italiani + stranieri;24004 - Altavilla Vicentina;4628;4926;5023;5728;5970;5403;7092;0;0;0;0;0;38770
65;2026;Italiani + stranieri;24005 - Altissimo;97;78;107;65;61;100;97;0;0;0;0;0;605
66;2026;Italiani + stranieri;24006 - Arcugnano;1286;772;1213;2192;2882;2404;3178;0;0;0;0;0;13927
67;2026;Italiani + stranieri;24007 - Arsiero;673;467;599;591;767;881;851;0;0;0;0;0;4829
68;2026;Italiani + stranieri;24008 - Arzignano;517;396;499;452;626;600;614;0;0;0;0;0;3704
69;2026;Italiani + stranieri;24009 - Asiago;31431;29210;15411;13236;15299;22390;52800;0;0;0;0;0;179777
70;2026;Italiani + stranieri;24012 - Bassano del Grappa;11088;12510;12654;17143;18677;17997;18852;0;0;0;0;0;108921
71;2026;Italiani + stranieri;24013 - Bolzano Vicentino;1219;1172;947;1924;1941;1625;1419;0;0;0;0;0;10247
72;2026;Italiani + stranieri;24014 - Breganze;575;409;444;490;624;571;643;0;0;0;0;0;3756
73;2026;Italiani + stranieri;24015 - Brendola;347;279;418;523;345;268;521;0;0;0;0;0;2701
74;2026;Italiani + stranieri;24017 - Brogliano;291;248;250;367;308;255;237;0;0;0;0;0;1956
75;2026;Italiani + stranieri;24020 - Calvene;61;18;32;41;78;21;95;0;0;0;0;0;346
76;2026;Italiani + stranieri;24021 - Camisano Vicentino;127;75;177;297;278;223;184;0;0;0;0;0;1361
77;2026;Italiani + stranieri;24026 - Cassola;1905;1960;2127;2620;2871;2585;1970;0;0;0;0;0;16038
78;2026;Italiani + stranieri;24027 - Castegnero;212;343;183;371;571;464;879;0;0;0;0;0;3023
79;2026;Italiani + stranieri;24028 - Castelgomberto;219;154;196;254;273;430;715;0;0;0;0;0;2241
80;2026;Italiani + stranieri;24029 - Chiampo;1058;1076;1403;1527;1939;1476;1659;0;0;0;0;0;10138
81;2026;Italiani + stranieri;24034 - Cornedo Vicentino;323;464;476;437;434;488;537;0;0;0;0;0;3159
82;2026;Italiani + stranieri;24035 - Costabissara;1011;729;622;817;784;694;765;0;0;0;0;0;5422
83;2026;Italiani + stranieri;24036 - Creazzo;4791;5209;5777;6419;6743;4856;7693;0;0;0;0;0;41488
84;2026;Italiani + stranieri;24037 - Crespadoro;131;224;257;220;279;438;879;0;0;0;0;0;2428
85;2026;Italiani + stranieri;24038 - Dueville;84;82;101;130;62;142;202;0;0;0;0;0;803
86;2026;Italiani + stranieri;24039 - Enego;304;364;42;16;93;525;1198;0;0;0;0;0;2542
87;2026;Italiani + stranieri;24040 - Fara Vicentino;85;277;241;256;480;314;848;0;0;0;0;0;2501
88;2026;Italiani + stranieri;24041 - Foza;334;406;83;181;86;273;1254;0;0;0;0;0;2617
89;2026;Italiani + stranieri;24042 - Gallio;9778;9346;6152;4582;5770;8246;19729;0;0;0;0;0;63603
90;2026;Italiani + stranieri;24046 - Grisignano di Zocco;1238;1308;1082;1676;2116;1789;2273;0;0;0;0;0;11482
91;2026;Italiani + stranieri;24047 - Grumolo delle Abbadesse;1652;1565;1634;1967;1764;1507;2266;0;0;0;0;0;12355
92;2026;Italiani + stranieri;24048 - Isola Vicentina;178;129;162;165;254;221;245;0;0;0;0;0;1354
93;2026;Italiani + stranieri;24051 - Longare;260;229;141;298;688;950;1171;0;0;0;0;0;3737
94;2026;Italiani + stranieri;24052 - Lonigo;1948;2115;2718;2615;2936;2900;3588;0;0;0;0;0;18820
95;2026;Italiani + stranieri;24053 - Lugo di Vicenza;251;271;187;181;198;245;629;0;0;0;0;0;1962
96;2026;Italiani + stranieri;24055 - Malo;1234;1454;1362;1299;2165;1864;1842;0;0;0;0;0;11220
97;2026;Italiani + stranieri;24056 - Marano Vicentino;243;218;252;263;327;281;324;0;0;0;0;0;1908
98;2026;Italiani + stranieri;24057 - Marostica;1329;1363;1481;2210;2301;1940;2341;0;0;0;0;0;12965
99;2026;Italiani + stranieri;24060 - Montebello Vicentino;1394;1354;1466;1728;1798;1663;2239;0;0;0;0;0;11642
100;2026;Italiani + stranieri;24061 - Montecchio Maggiore;7878;8063;10750;11003;11983;10943;11901;0;0;0;0;0;72521
101;2026;Italiani + stranieri;24064 - Montegalda;444;367;267;437;630;677;888;0;0;0;0;0;3710
102;2026;Italiani + stranieri;24065 - Montegaldella;97;132;143;169;104;104;101;0;0;0;0;0;850
103;2026;Italiani + stranieri;24066 - Monteviale;46;29;55;162;51;73;147;0;0;0;0;0;563
104;2026;Italiani + stranieri;24067 - Monticello Conte Otto;249;152;121;195;347;201;298;0;0;0;0;0;1563
105;2026;Italiani + stranieri;24068 - Montorso Vicentino;372;97;466;133;377;82;613;0;0;0;0;0;2140
106;2026;Italiani + stranieri;24074 - Noventa Vicentina;803;654;810;823;965;787;1079;0;0;0;0;0;5921
107;2026;Italiani + stranieri;24077 - Pianezze;51;37;12;71;54;54;38;0;0;0;0;0;317
108;2026;Italiani + stranieri;24078 - Piovene Rocchette;120;95;130;209;156;151;202;0;0;0;0;0;1063
109;2026;Italiani + stranieri;24079 - Poiana Maggiore;59;37;50;89;77;102;53;0;0;0;0;0;467
110;2026;Italiani + stranieri;24080 - Posina;212;224;210;11;119;115;148;0;0;0;0;0;1039
111;2026;Italiani + stranieri;24081 - Pove del Grappa;843;881;762;911;835;803;919;0;0;0;0;0;5954
112;2026;Italiani + stranieri;24083 - Quinto Vicentino;245;187;201;219;244;245;280;0;0;0;0;0;1621
113;2026;Italiani + stranieri;24084 - Recoaro Terme;613;555;781;981;881;1401;3474;0;0;0;0;0;8686
114;2026;Italiani + stranieri;24085 - Roana;13308;10876;7230;7315;8968;13904;26875;0;0;0;0;0;88476
115;2026;Italiani + stranieri;24086 - Romano d'Ezzelino;1110;1673;1291;2013;1878;1629;1519;0;0;0;0;0;11113
116;2026;Italiani + stranieri;24087 - Rosà;283;281;458;417;511;496;639;0;0;0;0;0;3085
117;2026;Italiani + stranieri;24091 - Sandrigo;1425;657;739;1744;1831;748;780;0;0;0;0;0;7924
118;2026;Italiani + stranieri;24095 - Santorso;500;494;636;618;648;710;705;0;0;0;0;0;4311
119;2026;Italiani + stranieri;24097 - Sarcedo;331;378;443;480;409;400;616;0;0;0;0;0;3057
120;2026;Italiani + stranieri;24098 - Sarego;289;201;316;440;375;322;414;0;0;0;0;0;2357
121;2026;Italiani + stranieri;24100 - Schio;4857;4010;4973;5341;5563;5197;6271;0;0;0;0;0;36212
122;2026;Italiani + stranieri;24104 - Tezze sul Brenta;1181;773;1066;1100;1046;1773;961;0;0;0;0;0;7900
123;2026;Italiani + stranieri;24105 - Thiene;777;676;614;1049;1022;776;1082;0;0;0;0;0;5996
124;2026;Italiani + stranieri;24110 - Trissino;530;450;433;487;555;674;890;0;0;0;0;0;4019
125;2026;Italiani + stranieri;24112 - Valdastico;185;191;54;116;232;217;322;0;0;0;0;0;1317
126;2026;Italiani + stranieri;24113 - Valli del Pasubio;238;485;225;390;591;1647;4739;0;0;0;0;0;8315
127;2026;Italiani + stranieri;24115 - Velo d'Astico;117;95;67;265;232;260;322;0;0;0;0;0;1358
128;2026;Italiani + stranieri;24116 - Vicenza;34826;30010;37108;47772;49464;47102;56056;0;0;0;0;0;302338
129;2026;Italiani + stranieri;24117 - Villaga;419;217;218;286;405;350;818;0;0;0;0;0;2713
130;2026;Italiani + stranieri;24118 - Villaverla;292;222;244;400;340;407;481;0;0;0;0;0;2386
131;2026;Italiani + stranieri;24121 - Zovencedo;40;3;7;36;41;42;66;0;0;0;0;0;235
132;2026;Italiani + stranieri;24122 - Zugliano;171;227;251;452;440;443;541;0;0;0;0;0;2525
133;2026;Italiani + stranieri;24123 - Val Liona;47;5;48;102;97;154;255;0;0;0;0;0;708
134;2026;Italiani + stranieri;24124 - Barbarano Mossano;248;209;224;342;445;496;865;0;0;0;0;0;2829
135;2026;Italiani + stranieri;24125 - Valbrenta;394;377;220;433;522;830;1586;0;0;0;0;0;4362
136;2026;Italiani + stranieri;24126 - Colceresa;676;617;817;894;960;948;1171;0;0;0;0;0;6083
137;2026;Italiani + stranieri;24127 - Lusiana Conco;510;306;208;467;689;1182;2624;0;0;0;0;0;5986
138;2026;Italiani + stranieri;25001 - Agordo;1606;1746;1028;1117;1818;2873;4251;0;0;0;0;0;14439
139;2026;Italiani + stranieri;25003 - Alleghe;24834;29442;16459;2238;5709;14154;26238;0;0;0;0;0;119074
140;2026;Italiani + stranieri;25004 - Arsié;195;127;127;742;3422;6397;12618;0;0;0;0;0;23628
141;2026;Italiani + stranieri;25005 - Auronzo di Cadore;17610;25432;11383;2750;11461;48458;85337;0;0;0;0;0;202431
142;2026;Italiani + stranieri;25006 - Belluno;10683;11739;9785;9825;12337;15108;20880;0;0;0;0;0;90357
143;2026;Italiani + stranieri;25007 - Borca di Cadore;9685;10473;8035;2303;2988;13317;20650;0;0;0;0;0;67451
144;2026;Italiani + stranieri;25008 - Calalzo di Cadore;4910;5678;4789;1614;2951;6333;13640;0;0;0;0;0;39915
145;2026;Italiani + stranieri;25010 - Cencenighe Agordino;463;717;146;45;196;564;1878;0;0;0;0;0;4009
146;2026;Italiani + stranieri;25011 - Cesiomaggiore;137;147;114;177;160;447;1043;0;0;0;0;0;2225
147;2026;Italiani + stranieri;25012 - Chies d'Alpago;703;511;456;523;630;887;1371;0;0;0;0;0;5081
148;2026;Italiani + stranieri;25013 - Cibiana di Cadore;574;462;208;194;437;1101;1543;0;0;0;0;0;4519
149;2026;Italiani + stranieri;25014 - Colle Santa Lucia;1855;2647;863;432;837;2371;4383;0;0;0;0;0;13388
150;2026;Italiani + stranieri;25015 - Comelico Superiore;7534;9466;2855;1227;1812;8147;19925;0;0;0;0;0;50966
151;2026;Italiani + stranieri;25016 - Cortina d'Ampezzo;93544;96360;75974;33179;40998;116967;173170;0;0;0;0;0;630192
152;2026;Italiani + stranieri;25017 - Danta di Cadore;420;637;395;86;347;553;1421;0;0;0;0;0;3859
153;2026;Italiani + stranieri;25018 - Domegge di Cadore;572;770;292;330;627;1692;4524;0;0;0;0;0;8807
154;2026;Italiani + stranieri;25019 - Falcade;41234;38270;21853;1972;1439;16728;51479;0;0;0;0;0;172975
155;2026;Italiani + stranieri;25021 - Feltre;2774;2475;2822;3374;3654;5035;5702;0;0;0;0;0;25836
156;2026;Italiani + stranieri;25022 - Fonzaso;158;114;86;198;175;225;290;0;0;0;0;0;1246
157;2026;Italiani + stranieri;25023 - Canale d'Agordo;4023;3547;1508;1545;1816;3594;12962;0;0;0;0;0;28995
158;2026;Italiani + stranieri;25025 - Gosaldo;211;263;144;99;289;560;2053;0;0;0;0;0;3619
159;2026;Italiani + stranieri;25026 - Lamon;411;381;527;578;684;881;1749;0;0;0;0;0;5211
160;2026;Italiani + stranieri;25029 - Limana;408;410;359;513;869;1315;1876;0;0;0;0;0;5750
161;2026;Italiani + stranieri;25030 - Livinallongo del Col di Lana;64418;64650;49333;5028;3444;28651;58792;0;0;0;0;0;274316
162;2026;Italiani + stranieri;25032 - Lorenzago di Cadore;942;823;465;395;883;1679;3169;0;0;0;0;0;8356
163;2026;Italiani + stranieri;25033 - Lozzo di Cadore;419;440;285;220;557;1035;2391;0;0;0;0;0;5347
164;2026;Italiani + stranieri;25036 - Pedavena;752;511;396;699;1001;1119;961;0;0;0;0;0;5439
165;2026;Italiani + stranieri;25037 - Perarolo di Cadore;230;394;82;280;543;1126;2134;0;0;0;0;0;4789
166;2026;Italiani + stranieri;25039 - Pieve di Cadore;4247;6519;3979;1946;3473;7162;14185;0;0;0;0;0;41511
167;2026;Italiani + stranieri;25040 - Ponte nelle Alpi;1843;2362;1821;2235;2487;2482;3460;0;0;0;0;0;16690
168;2026;Italiani + stranieri;25043 - Rivamonte Agordino;563;666;403;336;534;905;1511;0;0;0;0;0;4918
169;2026;Italiani + stranieri;25044 - Rocca Pietore;29642;29389;16398;3189;5302;21342;51396;0;0;0;0;0;156658
170;2026;Italiani + stranieri;25045 - San Gregorio nelle Alpi;37;81;26;34;107;290;1077;0;0;0;0;0;1652
171;2026;Italiani + stranieri;25046 - San Nicolò di Comelico;966;1228;697;791;1327;1985;2778;0;0;0;0;0;9772
172;2026;Italiani + stranieri;25047 - San Pietro di Cadore;776;504;113;73;387;1601;4900;0;0;0;0;0;8354
173;2026;Italiani + stranieri;25048 - Santa Giustina;567;523;463;391;511;644;2429;0;0;0;0;0;5528
174;2026;Italiani + stranieri;25049 - San Tomaso Agordino;595;670;209;154;394;673;1447;0;0;0;0;0;4142
175;2026;Italiani + stranieri;25050 - Santo Stefano di Cadore;3196;2732;1350;1549;2634;6166;14223;0;0;0;0;0;31850
176;2026;Italiani + stranieri;25051 - San Vito di Cadore;18891;23202;16936;6518;9610;22257;35770;0;0;0;0;0;133184
177;2026;Italiani + stranieri;25053 - Sedico;410;701;469;545;882;887;1489;0;0;0;0;0;5383
178;2026;Italiani + stranieri;25054 - Selva di Cadore;15710;13549;8792;1274;2294;11239;23738;0;0;0;0;0;76596
179;2026;Italiani + stranieri;25056 - Sospirolo;782;634;488;924;1077;1798;3146;0;0;0;0;0;8849
180;2026;Italiani + stranieri;25058 - Sovramonte;392;134;230;249;400;1143;4821;0;0;0;0;0;7369
181;2026;Italiani + stranieri;25059 - Taibon Agordino;728;709;355;335;455;1126;2775;0;0;0;0;0;6483
182;2026;Italiani + stranieri;25060 - Tambre;328;262;48;126;350;722;2280;0;0;0;0;0;4116
183;2026;Italiani + stranieri;25062 - Vallada Agordina;460;587;382;234;300;429;914;0;0;0;0;0;3306
184;2026;Italiani + stranieri;25063 - Valle di Cadore;3332;4857;2014;1919;2233;4681;8132;0;0;0;0;0;27168
185;2026;Italiani + stranieri;25065 - Vigo di Cadore;476;633;223;425;1087;2607;5684;0;0;0;0;0;11135
186;2026;Italiani + stranieri;25066 - Vodo Cadore;2085;3338;2341;1059;1574;4028;6207;0;0;0;0;0;20632
187;2026;Italiani + stranieri;25067 - Voltago Agordino;702;266;279;191;343;1328;3051;0;0;0;0;0;6160
188;2026;Italiani + stranieri;25069 - Zoppé di Cadore;92;119;46;106;185;379;488;0;0;0;0;0;1415
189;2026;Italiani + stranieri;25071 - Longarone;480;1062;756;908;852;1769;2993;0;0;0;0;0;8820
190;2026;Italiani + stranieri;25072 - Alpago;714;621;395;2629;6797;8898;14719;0;0;0;0;0;34773
191;2026;Italiani + stranieri;25073 - Val di Zoldo;29570;25069;14853;2921;3331;19067;46660;0;0;0;0;0;141471
192;2026;Italiani + stranieri;25074 - Borgo Valbelluna;1385;1237;918;1168;1663;2701;5339;0;0;0;0;0;14411
193;2026;Italiani + stranieri;25075 - Setteville;1170;1265;1383;1467;1857;1780;1667;0;0;0;0;0;10589
194;2026;Italiani + stranieri;26001 - Altivole;431;242;245;430;676;497;472;0;0;0;0;0;2993
195;2026;Italiani + stranieri;26002 - Arcade;36;34;33;138;141;39;150;0;0;0;0;0;571
196;2026;Italiani + stranieri;26003 - Asolo;1043;1431;1901;3208;4133;4401;4787;0;0;0;0;0;20904
197;2026;Italiani + stranieri;26004 - Borso del Grappa;2470;3242;5949;6978;6097;5952;7143;0;0;0;0;0;37831
198;2026;Italiani + stranieri;26005 - Breda di Piave;691;920;1471;1238;1695;1752;1704;0;0;0;0;0;9471
199;2026;Italiani + stranieri;26006 - Caerano di San Marco;609;717;812;735;1127;1055;1322;0;0;0;0;0;6377
200;2026;Italiani + stranieri;26007 - Cappella Maggiore;53;75;60;59;209;279;833;0;0;0;0;0;1568
201;2026;Italiani + stranieri;26008 - Carbonera;102;80;75;254;297;292;236;0;0;0;0;0;1336
202;2026;Italiani + stranieri;26009 - Casale sul Sile;1511;1333;1303;1854;2407;2201;2689;0;0;0;0;0;13298
203;2026;Italiani + stranieri;26010 - Casier;364;333;442;654;755;347;519;0;0;0;0;0;3414
204;2026;Italiani + stranieri;26011 - Castelcucco;27;129;166;291;347;283;323;0;0;0;0;0;1566
205;2026;Italiani + stranieri;26012 - Castelfranco Veneto;6310;7519;7944;8830;10579;8583;9116;0;0;0;0;0;58881
206;2026;Italiani + stranieri;26013 - Castello di Godego;1011;1038;1246;1004;994;1026;1171;0;0;0;0;0;7490
207;2026;Italiani + stranieri;26014 - Cavaso del Tomba;207;164;480;1371;1422;1387;1594;0;0;0;0;0;6625
208;2026;Italiani + stranieri;26015 - Cessalto;1007;877;1019;1202;1414;1561;1863;0;0;0;0;0;8943
209;2026;Italiani + stranieri;26016 - Chiarano;224;165;227;339;458;525;819;0;0;0;0;0;2757
210;2026;Italiani + stranieri;26017 - Cimadolmo;155;136;82;222;178;148;435;0;0;0;0;0;1356
211;2026;Italiani + stranieri;26018 - Cison di Valmarino;1052;935;962;1909;2864;2668;3157;0;0;0;0;0;13547
212;2026;Italiani + stranieri;26019 - Codogné;1111;1080;1294;1516;1554;1492;1516;0;0;0;0;0;9563
213;2026;Italiani + stranieri;26020 - Colle Umberto;327;640;537;826;836;787;798;0;0;0;0;0;4751
214;2026;Italiani + stranieri;26021 - Conegliano;9171;10387;11028;12549;14507;11630;13147;0;0;0;0;0;82419
215;2026;Italiani + stranieri;26022 - Cordignano;539;491;567;857;875;745;834;0;0;0;0;0;4908
216;2026;Italiani + stranieri;26023 - Cornuda;17;17;69;98;199;266;375;0;0;0;0;0;1041
217;2026;Italiani + stranieri;26025 - Crocetta del Montello;220;152;216;200;206;346;362;0;0;0;0;0;1702
218;2026;Italiani + stranieri;26026 - Farra di Soligo;537;771;1036;2126;3069;2588;2961;0;0;0;0;0;13088
219;2026;Italiani + stranieri;26027 - Follina;906;830;1111;1790;3167;2916;3161;0;0;0;0;0;13881
220;2026;Italiani + stranieri;26029 - Fonte;41;63;77;104;126;116;186;0;0;0;0;0;713
221;2026;Italiani + stranieri;26030 - Fregona;396;436;627;590;619;661;745;0;0;0;0;0;4074
222;2026;Italiani + stranieri;26031 - Gaiarine;345;252;384;359;442;316;460;0;0;0;0;0;2558
223;2026;Italiani + stranieri;26032 - Giavera del Montello;565;631;674;729;703;402;595;0;0;0;0;0;4299
224;2026;Italiani + stranieri;26033 - Godega di Sant'Urbano;906;900;834;1150;1191;1183;1011;0;0;0;0;0;7175
225;2026;Italiani + stranieri;26034 - Gorgo al Monticano;282;249;373;563;729;755;991;0;0;0;0;0;3942
226;2026;Italiani + stranieri;26035 - Istrana;215;271;278;349;516;313;237;0;0;0;0;0;2179
227;2026;Italiani + stranieri;26037 - Mansué;48;74;52;265;393;336;717;0;0;0;0;0;1885
228;2026;Italiani + stranieri;26038 - Mareno di Piave;320;145;136;145;120;227;252;0;0;0;0;0;1345
229;2026;Italiani + stranieri;26039 - Maser;1038;1216;1416;1255;1497;1343;1585;0;0;0;0;0;9350
230;2026;Italiani + stranieri;26040 - Maserada sul Piave;270;373;496;467;548;398;589;0;0;0;0;0;3141
231;2026;Italiani + stranieri;26042 - Miane;283;222;237;656;1300;1114;1640;0;0;0;0;0;5452
232;2026;Italiani + stranieri;26043 - Mogliano Veneto;7426;11072;11851;15115;19705;16872;19610;0;0;0;0;0;101651
233;2026;Italiani + stranieri;26044 - Monastier di Treviso;930;1612;2081;3913;4948;4031;5909;0;0;0;0;0;23424
234;2026;Italiani + stranieri;26045 - Monfumo;105;83;106;366;670;604;807;0;0;0;0;0;2741
235;2026;Italiani + stranieri;26046 - Montebelluna;1678;1832;2117;2346;2934;2862;3727;0;0;0;0;0;17496
236;2026;Italiani + stranieri;26049 - Motta di Livenza;198;261;257;319;459;374;489;0;0;0;0;0;2357
237;2026;Italiani + stranieri;26050 - Nervesa della Battaglia;482;206;306;410;765;769;946;0;0;0;0;0;3884
238;2026;Italiani + stranieri;26051 - Oderzo;1247;1637;1556;1959;2389;2030;2285;0;0;0;0;0;13103
239;2026;Italiani + stranieri;26053 - Orsago;95;119;154;164;124;168;182;0;0;0;0;0;1006
240;2026;Italiani + stranieri;26055 - Paese;380;764;654;936;1255;739;957;0;0;0;0;0;5685
