progressivo;anno;provenienza;"Comuni";"Gen Arrivi";"Feb Arrivi";"Mar Arrivi";"Apr Arrivi";"Mag Arrivi";"Giu Arrivi";"Lug Arrivi";"Ago Arrivi";"Set Arrivi";"Ott Arrivi";"Nov Arrivi";"Dic Arrivi";"Totale arrivi"
240;2023;Italiani + stranieri;26055 - Paese;197;239;181;390;358;344;502;238;470;445;205;192;3761
241;2023;Italiani + stranieri;26056 - Pederobba;7;6;15;77;66;89;86;119;81;91;56;68;761
242;2023;Italiani + stranieri;26057 - Pieve di Soligo;397;541;601;750;1043;912;591;544;1057;1041;734;696;8907
243;2023;Italiani + stranieri;26058 - Ponte di Piave;390;425;298;724;802;864;1235;921;944;678;418;276;7975
244;2023;Italiani + stranieri;26059 - Ponzano Veneto;798;1057;1060;1225;1333;1528;1492;1233;1726;1404;1127;964;14947
245;2023;Italiani + stranieri;26061 - Possagno;9;8;8;44;54;119;27;116;67;84;48;116;700
246;2023;Italiani + stranieri;26063 - Preganziol;1351;2633;2570;3880;4434;4472;5050;4484;4836;4679;2628;2601;43618
247;2023;Italiani + stranieri;26064 - Quinto di Treviso;1691;1825;1842;3032;3206;2762;3656;2124;2404;3441;2052;1847;29882
248;2023;Italiani + stranieri;26065 - Refrontolo;74;105;116;281;294;262;288;258;294;234;76;113;2395
249;2023;Italiani + stranieri;26067 - Revine Lago;258;186;228;457;576;753;883;857;737;622;410;318;6285
250;2023;Italiani + stranieri;26068 - Riese Pio X;215;247;203;367;352;336;368;190;437;300;265;249;3529
251;2023;Italiani + stranieri;26069 - Roncade;500;470;750;1003;1211;1424;1612;1229;1209;1108;661;519;11696
252;2023;Italiani + stranieri;26070 - Salgareda;337;266;227;429;433;513;551;566;550;520;306;279;4977
253;2023;Italiani + stranieri;26071 - San Biagio di Callalta;369;378;447;439;518;603;751;644;742;464;271;307;5933
254;2023;Italiani + stranieri;26072 - San Fior;77;280;62;413;258;374;389;324;423;219;111;134;3064
255;2023;Italiani + stranieri;26073 - San Pietro di Feletto;111;156;318;804;915;1024;1305;1309;1098;962;364;437;8803
256;2023;Italiani + stranieri;26075 - Santa Lucia di Piave;25;28;30;58;46;6;56;26;12;13;20;27;347
257;2023;Italiani + stranieri;26076 - San Vendemiano;634;709;747;778;815;727;870;604;1002;807;764;687;9144
258;2023;Italiani + stranieri;26077 - San Zenone degli Ezzelini;138;131;218;365;326;405;422;317;334;187;160;138;3141
259;2023;Italiani + stranieri;26078 - Sarmede;31;28;15;25;18;42;109;66;8;34;22;29;427
260;2023;Italiani + stranieri;26079 - Segusino;2;5;28;87;72;107;80;65;92;53;22;54;667
261;2023;Italiani + stranieri;26080 - Sernaglia della Battaglia;21;26;24;77;68;66;95;63;101;111;86;68;806
262;2023;Italiani + stranieri;26081 - Silea;1416;1512;1266;1956;2330;2539;2890;2903;3056;2754;1993;1729;26344
263;2023;Italiani + stranieri;26082 - Spresiano;1778;1754;1764;2133;2223;2593;2824;2490;2763;2542;1904;1797;26565
264;2023;Italiani + stranieri;26083 - Susegana;559;779;915;1115;1382;1332;1367;1695;1535;1455;964;1011;14109
265;2023;Italiani + stranieri;26084 - Tarzo;145;145;230;829;834;1288;2117;2226;1469;793;294;361;10731
266;2023;Italiani + stranieri;26085 - Trevignano;117;93;112;129;148;152;167;71;168;141;101;107;1506
267;2023;Italiani + stranieri;26086 - Treviso;10220;11344;13041;16618;17616;17766;21208;19323;21282;20137;12795;13137;194487
268;2023;Italiani + stranieri;26087 - Valdobbiadene;684;986;1758;3091;3314;3386;3225;3124;3592;3321;1931;1450;29862
269;2023;Italiani + stranieri;26089 - Vedelago;191;188;249;871;1088;1191;1189;1117;1212;1079;392;214;8981
270;2023;Italiani + stranieri;26090 - Vidor;39;36;54;120;98;129;149;136;145;108;37;75;1126
271;2023;Italiani + stranieri;26091 - Villorba;2086;2365;2608;3937;3975;4156;4190;3939;3990;3207;3050;2865;40368
272;2023;Italiani + stranieri;26092 - Vittorio Veneto;1009;1148;1277;1718;1968;2113;2458;2493;2504;1972;1330;1550;21540
273;2023;Italiani + stranieri;26093 - Volpago del Montello;132;127;167;199;262;268;258;255;283;235;123;124;2433
274;2023;Italiani + stranieri;26095 - Zero Branco;80;63;70;270;242;322;401;627;246;101;31;70;2523
275;2023;Italiani + stranieri;26096 - Pieve del Grappa;857;928;1189;910;1224;2071;1711;1665;2047;1371;812;1025;15810
276;2023;Italiani + stranieri;27002 - Campagna Lupia;448;574;595;1130;1259;1223;1253;1073;1257;936;611;569;10928
277;2023;Italiani + stranieri;27003 - Campolongo Maggiore;9;9;7;37;36;44;71;49;51;40;8;42;403
278;2023;Italiani + stranieri;27004 - Camponogara;2;14;6;18;41;55;33;12;20;17;5;1;224
279;2023;Italiani + stranieri;27005 - Caorle;2310;2648;4904;28332;70278;157435;198508;180091;98641;10903;2138;5641;761829
280;2023;Italiani + stranieri;27006 - Cavarzere;326;247;366;456;446;458;515;450;573;412;317;351;4917
281;2023;Italiani + stranieri;27007 - Ceggia;85;110;105;135;117;186;332;254;139;127;76;103;1769
282;2023;Italiani + stranieri;27008 - Chioggia;1817;2416;4565;25399;27934;67579;83317;78427;43632;10691;2697;2968;351442
283;2023;Italiani + stranieri;27010 - Cona;0;0;3;7;0;20;77;79;68;29;8;16;307
284;2023;Italiani + stranieri;27011 - Concordia Sagittaria;45;51;67;78;119;111;139;53;92;95;95;33;978
285;2023;Italiani + stranieri;27012 - Dolo;903;1067;1295;2303;2146;1927;1987;1885;2203;1504;909;779;18908
286;2023;Italiani + stranieri;27013 - Eraclea;67;108;99;393;5266;15014;19833;19407;6516;74;50;89;66916
287;2023;Italiani + stranieri;27015 - Fossalta di Piave;114;84;58;211;148;243;366;296;170;99;29;60;1878
288;2023;Italiani + stranieri;27016 - Fossalta di Portogruaro;28;43;54;69;72;73;98;92;71;60;26;49;735
289;2023;Italiani + stranieri;27017 - Fossò;125;117;127;47;164;48;122;45;114;40;121;93;1163
290;2023;Italiani + stranieri;27018 - Gruaro;46;87;70;133;141;168;202;245;158;155;92;85;1582
291;2023;Italiani + stranieri;27019 - Jesolo;3068;13407;26716;87335;125038;229360;267951;248764;163801;45095;7389;8859;1226783
292;2023;Italiani + stranieri;27020 - Marcon;1897;2652;3431;3889;3495;4788;5241;4690;4536;4679;3339;2708;45345
293;2023;Italiani + stranieri;27021 - Martellago;22;11;14;61;74;54;140;92;97;121;58;34;778
294;2023;Italiani + stranieri;27022 - Meolo;335;529;400;627;758;1009;1090;978;1184;823;275;303;8311
295;2023;Italiani + stranieri;27023 - Mira;1963;2868;2956;5786;7578;7844;8340;7903;7698;7726;3837;3348;67847
296;2023;Italiani + stranieri;27024 - Mirano;3217;4192;4080;6185;7701;7517;8750;6063;5986;6017;3983;3889;67580
297;2023;Italiani + stranieri;27025 - Musile di Piave;128;187;145;233;271;288;347;302;271;210;162;191;2735
298;2023;Italiani + stranieri;27026 - Noale;720;990;1071;1363;1426;2045;1638;1125;1266;1324;872;1069;14909
299;2023;Italiani + stranieri;27027 - Noventa di Piave;8099;7147;7120;10835;11043;11828;12628;12082;11537;10755;7857;7446;118377
300;2023;Italiani + stranieri;27028 - Pianiga;291;728;933;1903;1976;2031;2028;1393;2004;2088;864;620;16859
301;2023;Italiani + stranieri;27029 - Portogruaro;975;1231;1346;1661;2073;2211;2448;2344;2269;1578;1278;1228;20642
302;2023;Italiani + stranieri;27031 - Quarto d'Altino;2752;3793;4117;6491;7734;8806;9225;8293;7977;7564;3783;4001;74536
303;2023;Italiani + stranieri;27032 - Salzano;213;246;269;334;412;408;505;427;440;395;281;264;4194
304;2023;Italiani + stranieri;27033 - San Donà di Piave;2888;2770;3097;3675;3814;4429;4735;4428;4485;3880;2652;2068;42921
305;2023;Italiani + stranieri;27034 - San Michele al Tagliamento;349;319;1049;33451;88591;162121;236134;211699;107183;8471;1071;1345;851783
306;2023;Italiani + stranieri;27035 - Santa Maria di Sala;112;138;171;188;224;241;269;142;220;201;140;71;2117
307;2023;Italiani + stranieri;27036 - San Stino di Livenza;336;407;315;731;865;867;1270;989;852;718;528;396;8274
308;2023;Italiani + stranieri;27037 - Scorzé;357;498;531;643;719;777;773;665;771;665;371;392;7162
309;2023;Italiani + stranieri;27038 - Spinea;312;310;293;549;515;659;910;871;695;668;338;330;6450
310;2023;Italiani + stranieri;27039 - Stra;1224;2092;2812;4602;4843;4727;5276;3822;5192;4391;2032;1662;42675
311;2023;Italiani + stranieri;27041 - Torre di Mosto;4;13;8;64;48;81;176;187;61;24;34;71;771
312;2023;Italiani + stranieri;27042 - Venezia;245186;316407;393336;523759;540304;586700;645232;617201;574498;565304;351896;304788;5664611
313;2023;Italiani + stranieri;27043 - Vigonovo;124;109;146;258;215;204;267;289;199;168;121;101;2201
314;2023;Italiani + stranieri;27044 - Cavallino;825;2890;2855;58471;104435;165139;217437;192223;115198;18925;1231;1659;881288
315;2023;Italiani + stranieri;28001 - Abano Terme;39830;40420;48248;56437;44519;41843;35731;42105;45993;52618;54101;49600;551445
316;2023;Italiani + stranieri;28003 - Albignasego;664;679;717;1139;1124;1076;1393;1365;1405;1378;865;772;12577
317;2023;Italiani + stranieri;28005 - Arquà Petrarca;125;163;232;562;441;427;389;420;441;375;227;286;4088
318;2023;Italiani + stranieri;28008 - Bagnoli di Sopra;0;0;1;11;7;8;11;1;6;6;3;0;54
319;2023;Italiani + stranieri;28009 - Baone;73;73;295;621;560;490;646;569;523;393;189;175;4607
320;2023;Italiani + stranieri;28011 - Battaglia Terme;19;34;36;68;45;53;55;30;43;65;33;47;528
321;2023;Italiani + stranieri;28012 - Boara Pisani;331;391;445;436;247;591;510;344;350;188;82;188;4103
322;2023;Italiani + stranieri;28013 - Borgoricco;95;88;110;157;160;142;143;95;132;120;104;103;1449
323;2023;Italiani + stranieri;28014 - Bovolenta;20;21;20;56;58;39;60;82;76;37;14;9;492
324;2023;Italiani + stranieri;28015 - Brugine;4;18;10;27;20;33;50;58;32;21;22;15;310
325;2023;Italiani + stranieri;28016 - Cadoneghe;131;108;120;120;167;183;228;119;185;116;134;141;1752
326;2023;Italiani + stranieri;28017 - Campodarsego;614;779;689;914;904;867;780;214;894;909;669;526;8759
327;2023;Italiani + stranieri;28018 - Campodoro;4;1;4;4;8;5;5;0;4;6;1;6;48
328;2023;Italiani + stranieri;28019 - Camposampiero;2118;1961;1697;2587;2895;2731;2761;2068;2986;2832;2110;2113;28859
329;2023;Italiani + stranieri;28020 - Campo San Martino;67;55;58;82;69;111;92;72;69;97;59;65;896
330;2023;Italiani + stranieri;28023 - Carmignano di Brenta;147;145;130;160;159;160;203;153;246;191;153;128;1975
331;2023;Italiani + stranieri;28028 - Casalserugo;55;66;56;120;110;119;122;138;81;81;57;44;1049
332;2023;Italiani + stranieri;28030 - Cervarese Santa Croce;6;4;20;64;110;88;81;140;60;31;22;9;635
333;2023;Italiani + stranieri;28031 - Cinto Euganeo;43;75;53;189;112;115;112;159;184;117;85;95;1339
334;2023;Italiani + stranieri;28032 - Cittadella;1010;1435;1679;2188;2165;2046;2033;733;2207;2524;1600;1537;21157
335;2023;Italiani + stranieri;28033 - Codevigo;81;117;108;260;204;281;354;373;239;235;144;165;2561
336;2023;Italiani + stranieri;28034 - Conselve;809;892;904;1446;1832;1818;1826;1121;1549;1879;530;451;15057
337;2023;Italiani + stranieri;28035 - Correzzola;87;125;138;393;268;382;530;555;345;222;119;206;3370
338;2023;Italiani + stranieri;28036 - Curtarolo;111;82;96;150;139;144;177;29;123;125;74;68;1318
339;2023;Italiani + stranieri;28037 - Este;402;485;609;1196;961;857;944;736;1047;966;659;527;9389
340;2023;Italiani + stranieri;28038 - Fontaniva;79;54;79;82;81;80;78;35;82;66;73;43;832
341;2023;Italiani + stranieri;28040 - Galzignano Terme;4331;4199;2975;3351;3077;3079;3853;3245;3894;3515;3535;4313;43367
342;2023;Italiani + stranieri;28041 - Gazzo;198;321;282;549;663;638;547;575;573;495;348;260;5449
343;2023;Italiani + stranieri;28044 - Legnaro;152;131;110;193;244;204;239;217;275;220;177;159;2321
344;2023;Italiani + stranieri;28045 - Limena;413;428;461;621;646;753;497;305;667;583;484;363;6221
345;2023;Italiani + stranieri;28047 - Lozzo Atestino;0;1;1;5;0;0;16;7;13;5;8;3;59
346;2023;Italiani + stranieri;28048 - Maserà di Padova;202;226;158;299;248;278;260;173;343;265;212;244;2908
347;2023;Italiani + stranieri;28053 - Merlara;9;14;19;13;28;19;24;37;41;20;15;10;249
348;2023;Italiani + stranieri;28054 - Mestrino;283;219;175;278;271;316;382;352;341;282;198;216;3313
349;2023;Italiani + stranieri;28055 - Monselice;1201;1279;1475;1964;2134;2523;2335;2349;2470;2249;1536;1314;22829
350;2023;Italiani + stranieri;28056 - Montagnana;206;294;367;661;620;597;576;412;848;514;477;379;5951
351;2023;Italiani + stranieri;28057 - Montegrotto Terme;18620;15666;21116;21961;16494;14337;12899;16234;19505;21973;23607;19653;222065
352;2023;Italiani + stranieri;28058 - Noventa Padovana;340;403;288;1157;1229;1313;1129;1246;1548;1112;208;161;10134
353;2023;Italiani + stranieri;28060 - Padova;41971;46086;55441;73770;72537;70370;78297;71832;74246;76174;58817;53311;772852
354;2023;Italiani + stranieri;28063 - Piazzola sul Brenta;71;85;89;148;99;119;105;44;125;133;95;91;1204
355;2023;Italiani + stranieri;28064 - Piombino Dese;76;77;72;160;186;142;133;161;186;166;87;120;1566
356;2023;Italiani + stranieri;28065 - Piove di Sacco;612;848;883;1319;2225;1910;2168;1779;1946;1466;978;675;16809
357;2023;Italiani + stranieri;28068 - Pontelongo;73;65;99;273;154;203;208;211;214;144;107;94;1845
358;2023;Italiani + stranieri;28069 - Ponte San Nicolò;865;896;941;1333;1214;1364;1448;1262;1504;1394;1017;946;14184
359;2023;Italiani + stranieri;28071 - Rovolon;14;24;8;55;145;236;255;222;195;86;28;34;1302
360;2023;Italiani + stranieri;28072 - Rubano;610;739;570;831;645;702;671;300;620;675;587;587;7537
361;2023;Italiani + stranieri;28076 - San Giorgio in Bosco;173;122;117;123;130;193;252;254;707;530;187;186;2974
362;2023;Italiani + stranieri;28077 - San Martino di Lupari;208;150;156;231;242;209;194;195;263;214;167;228;2457
363;2023;Italiani + stranieri;28084 - Sant'Urbano;0;0;0;19;0;0;4;18;0;7;0;8;56
364;2023;Italiani + stranieri;28085 - Saonara;13;22;29;60;41;84;75;51;128;104;56;53;716
365;2023;Italiani + stranieri;28086 - Selvazzano Dentro;703;606;794;1276;1177;936;974;736;1689;2214;1067;874;13046
366;2023;Italiani + stranieri;28089 - Teolo;218;537;1774;2355;1766;1827;2068;2154;2090;2399;1838;688;19714
367;2023;Italiani + stranieri;28092 - Torreglia;108;152;110;261;208;217;212;218;249;150;101;179;2165
368;2023;Italiani + stranieri;28093 - Trebaseleghe;176;267;259;354;288;323;255;126;285;295;204;208;3040
369;2023;Italiani + stranieri;28095 - Urbana;39;41;44;51;47;44;70;26;42;19;17;28;468
370;2023;Italiani + stranieri;28097 - Vescovana;20;22;69;158;126;142;126;129;148;136;87;73;1236
371;2023;Italiani + stranieri;28099 - Vigodarzere;46;71;73;173;129;155;158;80;132;124;92;94;1327
372;2023;Italiani + stranieri;28100 - Vigonza;300;291;307;494;575;631;620;525;714;653;369;494;5973
373;2023;Italiani + stranieri;28101 - Villa del Conte;271;234;258;333;359;327;359;316;353;349;264;250;3673
374;2023;Italiani + stranieri;28103 - Villafranca Padovana;119;148;135;142;197;203;225;83;211;226;210;105;2004
375;2023;Italiani + stranieri;28105 - Vò euganeo;82;103;88;175;119;110;168;150;133;126;66;71;1391
376;2023;Italiani + stranieri;28106 - Due Carrare;93;76;86;150;133;137;186;212;193;107;124;140;1637
377;2023;Italiani + stranieri;28107 - Borgo Veneto;9;8;4;16;18;7;23;13;24;33;10;3;168
378;2023;Italiani + stranieri;29001 - Adria;435;495;589;787;797;676;670;577;645;657;405;472;7205
379;2023;Italiani + stranieri;29002 - Ariano nel Polesine;30;54;78;332;155;176;197;229;171;158;63;24;1667
380;2023;Italiani + stranieri;29004 - Badia Polesine;206;76;102;165;178;180;234;178;239;256;224;136;2174
381;2023;Italiani + stranieri;29012 - Castelmassa;21;15;32;47;62;55;33;64;50;54;81;37;551
382;2023;Italiani + stranieri;29019 - Crespino;8;8;17;103;94;67;102;98;105;39;18;10;669
383;2023;Italiani + stranieri;29022 - Fiesso Umbertiano;34;15;35;64;50;43;21;22;34;19;23;30;390
384;2023;Italiani + stranieri;29024 - Fratta Polesine;267;244;305;386;366;423;347;289;429;360;284;295;3995
385;2023;Italiani + stranieri;29029 - Lendinara;45;36;59;58;64;43;78;34;62;66;33;25;603
386;2023;Italiani + stranieri;29030 - Loreo;45;31;78;147;100;75;134;187;109;86;54;55;1101
387;2023;Italiani + stranieri;29033 - Occhiobello;1234;1659;2432;3023;3289;3038;3960;2926;2919;3093;2452;1987;32012
388;2023;Italiani + stranieri;29036 - Pincara;6;9;10;27;16;31;20;5;33;22;10;3;192
389;2023;Italiani + stranieri;29037 - Polesella;982;961;1081;1049;1029;975;1030;770;976;924;798;768;11343
390;2023;Italiani + stranieri;29038 - Pontecchio Polesine;0;0;7;51;41;62;85;61;47;34;11;0;399
391;2023;Italiani + stranieri;29039 - Porto Tolle;289;365;620;1585;3072;8294;10259;9494;4307;849;322;329;39785
392;2023;Italiani + stranieri;29040 - Rosolina;200;621;573;4549;10063;31187;42320;39507;12726;717;616;343;143422
393;2023;Italiani + stranieri;29041 - Rovigo;2530;2514;3133;3929;3809;4213;3647;2862;4312;4162;2914;2796;40821
394;2023;Italiani + stranieri;29047 - Trecenta;5;11;44;15;20;60;56;32;29;25;27;20;344
395;2023;Italiani + stranieri;29048 - Villadose;41;34;64;70;62;47;54;57;48;43;28;41;589
396;2023;Italiani + stranieri;29052 - Porto Viro;374;295;542;1162;786;947;1025;1046;901;616;465;350;8509

